row_index,ipin_baseline_score,ipin_optimized_score
629,-3.9017813205718994,-3.056427240371704
630,-1.6823538541793823,-1.2581053177515666
631,-1.4412288268407185,-1.5339160760243733
632,-3.0082242488861084,-2.3552794059117637
633,-1.930735468864441,-0.4099147319793701
634,-0.8313613136609396,0.023852696021397907
635,-1.0004779895146687,-2.127089579900106
636,-2.5882712999979653,-1.889358361562093
637,-1.8500038385391235,-1.4912087122599285
638,-0.6504282553990682,0.008576353391011557
639,-1.11294686794281,-0.986355205376943
640,-1.4327828486760457,-1.7985978921254475
641,-0.4181296726067861,0.4565000335375468
642,-1.0634522636731465,-0.2719872047503789
643,-2.244327704111735,-1.280511776606242
644,-2.5374836126963296,-1.795044183731079
645,-1.6481259663899739,-1.6208432912826538
646,-1.1205227573712666,-1.315986414750417
647,-1.949751853942871,-2.1874054272969565
648,-1.4741178750991821,-1.4162814219792683
649,-1.7166668971379597,-1.4278932611147563
