cohort,model,positive_subset,candidate_set,planned_targets,targets,omitted_targets,P,U,macro_P_vs_U_concordance,MAP,MRR,mean_first_positive_rank,total_recovered_P_at_5,target_success_count_at_5,macro_recall_at_5,macro_known_positive_precision_at_5,macro_EF_at_5,macro_NDCG_at_5,macro_target_success_at_5,total_recovered_P_at_10,target_success_count_at_10,macro_recall_at_10,macro_known_positive_precision_at_10,macro_EF_at_10,macro_NDCG_at_10,macro_target_success_at_10,total_recovered_P_at_20,target_success_count_at_20,macro_recall_at_20,macro_known_positive_precision_at_20,macro_EF_at_20,macro_NDCG_at_20,macro_target_success_at_20
strict_evidence_eleven,tuna_retrained,exclude_development_P_and_homomers,context,11,11,,32,1700,0.6922727272727273,0.15018177016316933,0.2814526514125139,23.636363636363637,7.0,6.0,0.2121212121212121,0.12727272727272726,6.490909090909091,0.17345118878380553,0.5454545454545454,7.0,6.0,0.2121212121212121,0.06363636363636363,3.2454545454545456,0.17345118878380553,0.5454545454545454,12.0,8.0,0.36363636363636365,0.05454545454545454,2.781818181818182,0.22765219599791783,0.7272727272727273
strict_evidence_eleven,tuna_original,exclude_development_P_and_homomers,context,11,11,,32,1700,0.6776767676767678,0.15914740521730034,0.2515601455942365,26.545454545454547,4.0,3.0,0.1212121212121212,0.07272727272727274,3.7090909090909094,0.13061333722835688,0.2727272727272727,8.0,5.0,0.2424242424242424,0.07272727272727274,3.7090909090909094,0.18792268458274505,0.45454545454545453,11.0,6.0,0.3333333333333333,0.05,2.5500000000000003,0.2193787037104518,0.5454545454545454
strict_evidence_eleven,ipin_baseline,exclude_development_P_and_homomers,background,11,11,,32,1700,0.6973232323232325,0.10308270210021685,0.16731155687427263,23.727272727272727,3.0,3.0,0.09090909090909091,0.05454545454545456,2.7818181818181817,0.07516392590391897,0.2727272727272727,7.0,5.0,0.2121212121212121,0.06363636363636363,3.2454545454545456,0.12975929939995381,0.45454545454545453,10.0,7.0,0.30303030303030304,0.045454545454545456,2.3181818181818183,0.16280989346920074,0.6363636363636364
strict_evidence_eleven,ipin_optimized,exclude_development_P_and_homomers,background,11,11,,32,1700,0.7351515151515151,0.1566806742799749,0.25168491639079876,25.0,5.0,5.0,0.1515151515151515,0.09090909090909091,4.636363636363637,0.13137197154476246,0.45454545454545453,11.0,7.0,0.3333333333333333,0.1,5.1000000000000005,0.2143662230554832,0.6363636363636364,14.0,7.0,0.42424242424242425,0.06363636363636364,3.245454545454545,0.24725185645152525,0.6363636363636364
strict_evidence_eleven,tuna_retrained,exclude_development_P_and_homomers,background,11,11,,32,1700,0.7618686868686868,0.16164937436225427,0.23932506887052343,14.727272727272727,5.0,4.0,0.1515151515151515,0.09090909090909091,4.636363636363637,0.13061333722835688,0.36363636363636365,9.0,8.0,0.2727272727272727,0.0818181818181818,4.172727272727273,0.1886849833577135,0.7272727272727273,18.0,9.0,0.5454545454545454,0.08181818181818182,4.172727272727273,0.28354973448548165,0.8181818181818182
strict_evidence_eleven,tuna_original,exclude_development_P_and_homomers,background,11,11,,32,1700,0.7726262626262627,0.142630855441097,0.21538001068230497,18.181818181818183,5.0,3.0,0.1515151515151515,0.09090909090909091,4.636363636363637,0.1257862853670818,0.2727272727272727,7.0,5.0,0.2121212121212121,0.06363636363636363,3.2454545454545456,0.1542274202775519,0.45454545454545453,13.0,7.0,0.393939393939394,0.05909090909090909,3.0136363636363637,0.2198928390715679,0.6363636363636364
strict_evidence_eleven,ipin_baseline,exclude_development_P_and_homomers,low_plausibility,11,11,,32,1700,0.8024747474747475,0.2524628672427831,0.48833764274940744,15.090909090909092,7.0,6.0,0.2121212121212121,0.12727272727272726,6.490909090909091,0.2458107353667395,0.5454545454545454,10.0,8.0,0.303030303030303,0.09090909090909091,4.636363636363637,0.28771013895747616,0.7272727272727273,18.0,9.0,0.5454545454545454,0.08181818181818183,4.172727272727273,0.37537454131911724,0.8181818181818182
strict_evidence_eleven,ipin_optimized,exclude_development_P_and_homomers,low_plausibility,11,11,,32,1700,0.801868686868687,0.3942914619269704,0.5584075235109718,19.272727272727273,14.0,7.0,0.42424242424242425,0.2545454545454546,12.98181818181818,0.41984440927720706,0.6363636363636364,16.0,7.0,0.4848484848484849,0.14545454545454545,7.418181818181818,0.4478832663523008,0.6363636363636364,19.0,8.0,0.5757575757575757,0.08636363636363636,4.404545454545454,0.48076889974834286,0.7272727272727273
strict_evidence_eleven,tuna_retrained,exclude_development_P_and_homomers,low_plausibility,11,11,,32,1700,0.8371212121212122,0.36912240483135667,0.5494949494949495,11.181818181818182,13.0,8.0,0.393939393939394,0.23636363636363636,12.054545454545455,0.38276839308918265,0.7272727272727273,18.0,10.0,0.5454545454545454,0.16363636363636364,8.496969696969696,0.45030762939114766,0.9090909090909091,23.0,10.0,0.696969696969697,0.10454545454545455,5.483333333333333,0.5023276258132241,0.9090909090909091
strict_evidence_eleven,tuna_original,exclude_development_P_and_homomers,low_plausibility,11,11,,32,1700,0.8573737373737373,0.3738103084515554,0.4873813055631237,7.0,12.0,6.0,0.3636363636363636,0.21818181818181817,11.430303030303032,0.3558518557286494,0.5454545454545454,19.0,9.0,0.5757575757575757,0.17272727272727273,9.263636363636364,0.4514750205508124,0.8181818181818182,21.0,10.0,0.6363636363636364,0.09545454545454546,5.095454545454545,0.47239289722849553,0.9090909090909091
strict_evidence_eleven,ipin_baseline,exclude_development_P_and_homomers,context_background,11,11,,32,3400,0.6541666666666667,0.05527873763330378,0.09635102684421785,54.27272727272727,3.0,3.0,0.09090909090909091,0.05454545454545456,5.509090909090909,0.058077641455679396,0.2727272727272727,3.0,3.0,0.09090909090909091,0.02727272727272728,2.7545454545454544,0.058077641455679396,0.2727272727272727,7.0,5.0,0.2121212121212121,0.031818181818181815,3.213636363636364,0.09998727823892205,0.45454545454545453
strict_evidence_eleven,ipin_optimized,exclude_development_P_and_homomers,context_background,11,11,,32,3400,0.701489898989899,0.11121625051934259,0.2177045406777065,54.36363636363637,3.0,3.0,0.09090909090909091,0.05454545454545456,5.509090909090909,0.09649477708677154,0.2727272727272727,6.0,4.0,0.18181818181818182,0.05454545454545456,5.509090909090909,0.13640024869833914,0.36363636363636365,11.0,7.0,0.3333333333333333,0.05,5.05,0.19084495025720385,0.6363636363636364
strict_evidence_eleven,tuna_retrained,exclude_development_P_and_homomers,context_background,11,11,,32,3400,0.7270707070707071,0.0971743873490515,0.17573762401953144,37.36363636363637,3.0,2.0,0.09090909090909091,0.05454545454545456,5.509090909090909,0.08236594868497112,0.18181818181818182,6.0,5.0,0.18181818181818182,0.05454545454545456,5.509090909090909,0.12386307444033147,0.45454545454545453,7.0,6.0,0.2121212121212121,0.031818181818181815,3.213636363636364,0.13390601943661304,0.5454545454545454
strict_evidence_eleven,tuna_original,exclude_development_P_and_homomers,context_background,11,11,,32,3400,0.7251515151515152,0.09566624372969078,0.17168139863164822,43.72727272727273,3.0,2.0,0.09090909090909091,0.05454545454545456,5.509090909090909,0.08608203904781585,0.18181818181818182,5.0,3.0,0.1515151515151515,0.045454545454545456,4.590909090909091,0.11187230531285045,0.2727272727272727,8.0,5.0,0.2424242424242424,0.03636363636363637,3.6727272727272724,0.14406914170865762,0.45454545454545453
strict_evidence_eleven,ipin_baseline,exclude_development_P_and_homomers,all_U,11,11,,32,5100,0.7036026936026936,0.046863359891444654,0.08740944084854167,68.36363636363636,3.0,3.0,0.09090909090909091,0.05454545454545456,8.236363636363636,0.05512018540924024,0.2727272727272727,3.0,3.0,0.09090909090909091,0.02727272727272728,4.118181818181818,0.05512018540924024,0.2727272727272727,6.0,5.0,0.18181818181818182,0.02727272727272728,4.118181818181818,0.08510673886527255,0.45454545454545453
strict_evidence_eleven,ipin_optimized,exclude_development_P_and_homomers,all_U,11,11,,32,5100,0.734949494949495,0.10666846852418742,0.21504533646481255,72.63636363636364,3.0,3.0,0.09090909090909091,0.05454545454545456,8.236363636363636,0.09649477708677154,0.2727272727272727,6.0,4.0,0.18181818181818182,0.05454545454545456,8.236363636363636,0.1346170409365741,0.36363636363636365,11.0,7.0,0.3333333333333333,0.05,7.550000000000001,0.18839890799635767,0.6363636363636364
strict_evidence_eleven,tuna_retrained,exclude_development_P_and_homomers,all_U,11,11,,32,5100,0.7637542087542087,0.09030603508231701,0.16486419304601121,47.54545454545455,3.0,2.0,0.09090909090909091,0.05454545454545456,8.236363636363636,0.07940849263853197,0.18181818181818182,6.0,5.0,0.18181818181818182,0.05454545454545456,8.236363636363636,0.12039516390049404,0.45454545454545453,6.0,5.0,0.18181818181818182,0.02727272727272728,4.118181818181818,0.12039516390049404,0.45454545454545453
strict_evidence_eleven,tuna_original,exclude_development_P_and_homomers,all_U,11,11,,32,5100,0.7692255892255893,0.08838378210534041,0.16639427356349398,49.72727272727273,3.0,2.0,0.09090909090909091,0.05454545454545456,8.236363636363636,0.08608203904781585,0.18181818181818182,5.0,3.0,0.1515151515151515,0.045454545454545456,6.863636363636363,0.11187230531285045,0.2727272727272727,6.0,4.0,0.18181818181818182,0.02727272727272728,4.118181818181818,0.12158510570028591,0.36363636363636365
strict_evidence_eleven,ipin_baseline,exclude_prior_train_development_P,context,11,11,,31,1700,0.586969696969697,0.08890128527496896,0.16370704246945653,33.45454545454545,2.0,2.0,0.0606060606060606,0.03636363636363637,1.8545454545454547,0.06399255354855769,0.18181818181818182,5.0,4.0,0.1515151515151515,0.045454545454545456,2.3181818181818183,0.103387570666727,0.36363636363636365,9.0,7.0,0.2651515151515152,0.04090909090909091,2.0863636363636364,0.14429206735567468,0.6363636363636364
