cohort,panel_id,target_id,model,P,U,panel_size,P_vs_U_concordance,average_precision,first_positive_rank_min,first_positive_rank_max,first_positive_rank_expected,reciprocal_rank,recovered_P_at_5,recall_at_5,known_positive_precision_at_5,EF_at_5,NDCG_at_5,target_success_at_5,recovered_P_at_10,recall_at_10,known_positive_precision_at_10,EF_at_10,NDCG_at_10,target_success_at_10,recovered_P_at_20,recall_at_20,known_positive_precision_at_20,EF_at_20,NDCG_at_20,target_success_at_20
all,ff7e1f5fff3b1975670324b67ab1b805e1757c2ba9c86b5be78aa61a8b38eba6,0114b8b8dfd619ae738c1429816be6a32e976d08e401575007d706e425f5cf5e,tuna_retrained,1,100,101,1.0,1.0,1,1,1.0,1.0,1.0,1.0,0.2,20.2,1.0,1.0,1.0,1.0,0.1,10.1,1.0,1.0,1.0,1.0,0.05,5.05,1.0,1.0
all,ff7e1f5fff3b1975670324b67ab1b805e1757c2ba9c86b5be78aa61a8b38eba6,0114b8b8dfd619ae738c1429816be6a32e976d08e401575007d706e425f5cf5e,ipin_tuna_31k,1,100,101,1.0,1.0,1,1,1.0,1.0,1.0,1.0,0.2,20.2,1.0,1.0,1.0,1.0,0.1,10.1,1.0,1.0,1.0,1.0,0.05,5.05,1.0,1.0
all,56a07234667eef4aac1c840d34d276b487246b090125c4f04c535070dd13c164,01de1f9ad6f3e993ff7c37fe3c320a4741fadd5e9bb8849a5169cafa410db286,ipin_baseline,1,100,101,0.61,0.025,40,40,40.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
all,56a07234667eef4aac1c840d34d276b487246b090125c4f04c535070dd13c164,01de1f9ad6f3e993ff7c37fe3c320a4741fadd5e9bb8849a5169cafa410db286,ipin_optimized,1,100,101,0.8,0.047619047619047616,21,21,21.0,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
all,56a07234667eef4aac1c840d34d276b487246b090125c4f04c535070dd13c164,01de1f9ad6f3e993ff7c37fe3c320a4741fadd5e9bb8849a5169cafa410db286,tuna_retrained,1,100,101,0.99,0.5,2,2,2.0,0.5,1.0,1.0,0.2,20.2,0.6309297535714575,1.0,1.0,1.0,0.1,10.1,0.6309297535714575,1.0,1.0,1.0,0.05,5.05,0.6309297535714575,1.0
all,56a07234667eef4aac1c840d34d276b487246b090125c4f04c535070dd13c164,01de1f9ad6f3e993ff7c37fe3c320a4741fadd5e9bb8849a5169cafa410db286,ipin_tuna_31k,1,100,101,0.87,0.07142857142857142,14,14,14.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.05,5.05,0.2559580248098155,1.0
all,c45e1253609af01da1fb6a0d873eb56bf452cd2eb14e32007cf93d9cf9bb9fad,020418e0b2240d5598eb458dbdeafb0d5ddb44a6148800dbe15d44d962fbc08a,ipin_baseline,1,100,101,0.99,0.5,2,2,2.0,0.5,1.0,1.0,0.2,20.2,0.6309297535714575,1.0,1.0,1.0,0.1,10.1,0.6309297535714575,1.0,1.0,1.0,0.05,5.05,0.6309297535714575,1.0
all,c45e1253609af01da1fb6a0d873eb56bf452cd2eb14e32007cf93d9cf9bb9fad,020418e0b2240d5598eb458dbdeafb0d5ddb44a6148800dbe15d44d962fbc08a,ipin_optimized,1,100,101,0.98,0.3333333333333333,3,3,3.0,0.3333333333333333,1.0,1.0,0.2,20.2,0.5,1.0,1.0,1.0,0.1,10.1,0.5,1.0,1.0,1.0,0.05,5.05,0.5,1.0
all,c45e1253609af01da1fb6a0d873eb56bf452cd2eb14e32007cf93d9cf9bb9fad,020418e0b2240d5598eb458dbdeafb0d5ddb44a6148800dbe15d44d962fbc08a,tuna_retrained,1,100,101,0.99,0.5,2,2,2.0,0.5,1.0,1.0,0.2,20.2,0.6309297535714575,1.0,1.0,1.0,0.1,10.1,0.6309297535714575,1.0,1.0,1.0,0.05,5.05,0.6309297535714575,1.0
all,c45e1253609af01da1fb6a0d873eb56bf452cd2eb14e32007cf93d9cf9bb9fad,020418e0b2240d5598eb458dbdeafb0d5ddb44a6148800dbe15d44d962fbc08a,ipin_tuna_31k,1,100,101,0.99,0.5,2,2,2.0,0.5,1.0,1.0,0.2,20.2,0.6309297535714575,1.0,1.0,1.0,0.1,10.1,0.6309297535714575,1.0,1.0,1.0,0.05,5.05,0.6309297535714575,1.0
all,eb82e6dd4db5d41bed43d6f68e60937dd5e01ae40dd018b86827d98042fe4d5b,024bb19c37eb259cf4e00f545292c3dd77b4259fe500366e7dff04ff9b300f9b,ipin_baseline,1,100,101,0.83,0.05555555555555555,18,18,18.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.05,5.05,0.23540891336663824,1.0
all,eb82e6dd4db5d41bed43d6f68e60937dd5e01ae40dd018b86827d98042fe4d5b,024bb19c37eb259cf4e00f545292c3dd77b4259fe500366e7dff04ff9b300f9b,ipin_optimized,1,100,101,0.78,0.043478260869565216,23,23,23.0,0.043478260869565216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
all,eb82e6dd4db5d41bed43d6f68e60937dd5e01ae40dd018b86827d98042fe4d5b,024bb19c37eb259cf4e00f545292c3dd77b4259fe500366e7dff04ff9b300f9b,tuna_retrained,1,100,101,0.82,0.05263157894736842,19,19,19.0,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.05,5.05,0.23137821315975915,1.0
all,eb82e6dd4db5d41bed43d6f68e60937dd5e01ae40dd018b86827d98042fe4d5b,024bb19c37eb259cf4e00f545292c3dd77b4259fe500366e7dff04ff9b300f9b,ipin_tuna_31k,1,100,101,0.67,0.029411764705882353,34,34,34.0,0.029411764705882353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
all,5f2782ec9ce09f3bd9bd833ead39aa0c8a48d1a6409feb50dfef25cc7ba2c971,024bb19c37eb259cf4e00f545292c3dd77b4259fe500366e7dff04ff9b300f9b,ipin_baseline,1,100,101,0.96,0.2,5,5,5.0,0.2,1.0,1.0,0.2,20.2,0.38685280723454163,1.0,1.0,1.0,0.1,10.1,0.38685280723454163,1.0,1.0,1.0,0.05,5.05,0.38685280723454163,1.0
all,5f2782ec9ce09f3bd9bd833ead39aa0c8a48d1a6409feb50dfef25cc7ba2c971,024bb19c37eb259cf4e00f545292c3dd77b4259fe500366e7dff04ff9b300f9b,ipin_optimized,1,100,101,0.95,0.16666666666666666,6,6,6.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.1,10.1,0.3562071871080222,1.0,1.0,1.0,0.05,5.05,0.3562071871080222,1.0
all,5f2782ec9ce09f3bd9bd833ead39aa0c8a48d1a6409feb50dfef25cc7ba2c971,024bb19c37eb259cf4e00f545292c3dd77b4259fe500366e7dff04ff9b300f9b,tuna_retrained,1,100,101,0.95,0.16666666666666666,6,6,6.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.1,10.1,0.3562071871080222,1.0,1.0,1.0,0.05,5.05,0.3562071871080222,1.0
all,5f2782ec9ce09f3bd9bd833ead39aa0c8a48d1a6409feb50dfef25cc7ba2c971,024bb19c37eb259cf4e00f545292c3dd77b4259fe500366e7dff04ff9b300f9b,ipin_tuna_31k,1,100,101,0.5,0.0196078431372549,51,51,51.0,0.0196078431372549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no_exact_TRAIN_DEV_endpoint,5f2782ec9ce09f3bd9bd833ead39aa0c8a48d1a6409feb50dfef25cc7ba2c971,024bb19c37eb259cf4e00f545292c3dd77b4259fe500366e7dff04ff9b300f9b,ipin_baseline,1,56,57,0.9821428571428571,0.5,2,2,2.0,0.5,1.0,1.0,0.2,11.400000000000002,0.6309297535714575,1.0,1.0,1.0,0.1,5.700000000000001,0.6309297535714575,1.0,1.0,1.0,0.05,2.8500000000000005,0.6309297535714575,1.0
no_exact_TRAIN_DEV_endpoint,5f2782ec9ce09f3bd9bd833ead39aa0c8a48d1a6409feb50dfef25cc7ba2c971,024bb19c37eb259cf4e00f545292c3dd77b4259fe500366e7dff04ff9b300f9b,ipin_optimized,1,56,57,0.9642857142857143,0.3333333333333333,3,3,3.0,0.3333333333333333,1.0,1.0,0.2,11.400000000000002,0.5,1.0,1.0,1.0,0.1,5.700000000000001,0.5,1.0,1.0,1.0,0.05,2.8500000000000005,0.5,1.0
no_exact_TRAIN_DEV_endpoint,5f2782ec9ce09f3bd9bd833ead39aa0c8a48d1a6409feb50dfef25cc7ba2c971,024bb19c37eb259cf4e00f545292c3dd77b4259fe500366e7dff04ff9b300f9b,tuna_retrained,1,56,57,0.9464285714285714,0.25,4,4,4.0,0.25,1.0,1.0,0.2,11.400000000000002,0.43067655807339306,1.0,1.0,1.0,0.1,5.700000000000001,0.43067655807339306,1.0,1.0,1.0,0.05,2.8500000000000005,0.43067655807339306,1.0
no_exact_TRAIN_DEV_endpoint,5f2782ec9ce09f3bd9bd833ead39aa0c8a48d1a6409feb50dfef25cc7ba2c971,024bb19c37eb259cf4e00f545292c3dd77b4259fe500366e7dff04ff9b300f9b,ipin_tuna_31k,1,56,57,0.6428571428571429,0.047619047619047616,21,21,21.0,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no_exact_any_model_TRAIN_DEV_endpoint,5f2782ec9ce09f3bd9bd833ead39aa0c8a48d1a6409feb50dfef25cc7ba2c971,024bb19c37eb259cf4e00f545292c3dd77b4259fe500366e7dff04ff9b300f9b,ipin_baseline,1,24,25,0.9583333333333334,0.5,2,2,2.0,0.5,1.0,1.0,0.2,5.0,0.6309297535714575,1.0,1.0,1.0,0.1,2.5,0.6309297535714575,1.0,1.0,1.0,0.05,1.25,0.6309297535714575,1.0
no_exact_any_model_TRAIN_DEV_endpoint,5f2782ec9ce09f3bd9bd833ead39aa0c8a48d1a6409feb50dfef25cc7ba2c971,024bb19c37eb259cf4e00f545292c3dd77b4259fe500366e7dff04ff9b300f9b,ipin_optimized,1,24,25,0.9583333333333334,0.5,2,2,2.0,0.5,1.0,1.0,0.2,5.0,0.6309297535714575,1.0,1.0,1.0,0.1,2.5,0.6309297535714575,1.0,1.0,1.0,0.05,1.25,0.6309297535714575,1.0
no_exact_any_model_TRAIN_DEV_endpoint,5f2782ec9ce09f3bd9bd833ead39aa0c8a48d1a6409feb50dfef25cc7ba2c971,024bb19c37eb259cf4e00f545292c3dd77b4259fe500366e7dff04ff9b300f9b,tuna_retrained,1,24,25,0.875,0.25,4,4,4.0,0.25,1.0,1.0,0.2,5.0,0.43067655807339306,1.0,1.0,1.0,0.1,2.5,0.43067655807339306,1.0,1.0,1.0,0.05,1.25,0.43067655807339306,1.0
no_exact_any_model_TRAIN_DEV_endpoint,5f2782ec9ce09f3bd9bd833ead39aa0c8a48d1a6409feb50dfef25cc7ba2c971,024bb19c37eb259cf4e00f545292c3dd77b4259fe500366e7dff04ff9b300f9b,ipin_tuna_31k,1,24,25,0.6666666666666666,0.1111111111111111,9,9,9.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.1,2.5,0.3010299956639812,1.0,1.0,1.0,0.05,1.25,0.3010299956639812,1.0
all,7426ba8fb57955fee8681facd8b72ecff66e7c1f93a7ad70b70c067e664dd390,024bb19c37eb259cf4e00f545292c3dd77b4259fe500366e7dff04ff9b300f9b,ipin_baseline,1,100,101,0.94,0.14285714285714285,7,7,7.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.1,10.1,0.3333333333333333,1.0,1.0,1.0,0.05,5.05,0.3333333333333333,1.0
all,7426ba8fb57955fee8681facd8b72ecff66e7c1f93a7ad70b70c067e664dd390,024bb19c37eb259cf4e00f545292c3dd77b4259fe500366e7dff04ff9b300f9b,ipin_optimized,1,100,101,0.99,0.5,2,2,2.0,0.5,1.0,1.0,0.2,20.2,0.6309297535714575,1.0,1.0,1.0,0.1,10.1,0.6309297535714575,1.0,1.0,1.0,0.05,5.05,0.6309297535714575,1.0
all,7426ba8fb57955fee8681facd8b72ecff66e7c1f93a7ad70b70c067e664dd390,024bb19c37eb259cf4e00f545292c3dd77b4259fe500366e7dff04ff9b300f9b,tuna_retrained,1,100,101,0.96,0.2,5,5,5.0,0.2,1.0,1.0,0.2,20.2,0.38685280723454163,1.0,1.0,1.0,0.1,10.1,0.38685280723454163,1.0,1.0,1.0,0.05,5.05,0.38685280723454163,1.0
all,7426ba8fb57955fee8681facd8b72ecff66e7c1f93a7ad70b70c067e664dd390,024bb19c37eb259cf4e00f545292c3dd77b4259fe500366e7dff04ff9b300f9b,ipin_tuna_31k,1,100,101,0.91,0.1,10,10,10.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.1,10.1,0.2890648263178879,1.0,1.0,1.0,0.05,5.05,0.2890648263178879,1.0
no_exact_TRAIN_DEV_endpoint,7426ba8fb57955fee8681facd8b72ecff66e7c1f93a7ad70b70c067e664dd390,024bb19c37eb259cf4e00f545292c3dd77b4259fe500366e7dff04ff9b300f9b,ipin_baseline,1,54,55,0.9629629629629629,0.3333333333333333,3,3,3.0,0.3333333333333333,1.0,1.0,0.2,11.000000000000002,0.5,1.0,1.0,1.0,0.1,5.500000000000001,0.5,1.0,1.0,1.0,0.05,2.7500000000000004,0.5,1.0
no_exact_TRAIN_DEV_endpoint,7426ba8fb57955fee8681facd8b72ecff66e7c1f93a7ad70b70c067e664dd390,024bb19c37eb259cf4e00f545292c3dd77b4259fe500366e7dff04ff9b300f9b,ipin_optimized,1,54,55,1.0,1.0,1,1,1.0,1.0,1.0,1.0,0.2,11.000000000000002,1.0,1.0,1.0,1.0,0.1,5.500000000000001,1.0,1.0,1.0,1.0,0.05,2.7500000000000004,1.0,1.0
no_exact_TRAIN_DEV_endpoint,7426ba8fb57955fee8681facd8b72ecff66e7c1f93a7ad70b70c067e664dd390,024bb19c37eb259cf4e00f545292c3dd77b4259fe500366e7dff04ff9b300f9b,tuna_retrained,1,54,55,0.9444444444444444,0.25,4,4,4.0,0.25,1.0,1.0,0.2,11.000000000000002,0.43067655807339306,1.0,1.0,1.0,0.1,5.500000000000001,0.43067655807339306,1.0,1.0,1.0,0.05,2.7500000000000004,0.43067655807339306,1.0
no_exact_TRAIN_DEV_endpoint,7426ba8fb57955fee8681facd8b72ecff66e7c1f93a7ad70b70c067e664dd390,024bb19c37eb259cf4e00f545292c3dd77b4259fe500366e7dff04ff9b300f9b,ipin_tuna_31k,1,54,55,0.9629629629629629,0.3333333333333333,3,3,3.0,0.3333333333333333,1.0,1.0,0.2,11.000000000000002,0.5,1.0,1.0,1.0,0.1,5.500000000000001,0.5,1.0,1.0,1.0,0.05,2.7500000000000004,0.5,1.0
no_exact_any_model_TRAIN_DEV_endpoint,7426ba8fb57955fee8681facd8b72ecff66e7c1f93a7ad70b70c067e664dd390,024bb19c37eb259cf4e00f545292c3dd77b4259fe500366e7dff04ff9b300f9b,ipin_baseline,1,21,22,0.9523809523809523,0.5,2,2,2.0,0.5,1.0,1.0,0.2,4.4,0.6309297535714575,1.0,1.0,1.0,0.1,2.2,0.6309297535714575,1.0,1.0,1.0,0.05,1.1,0.6309297535714575,1.0
no_exact_any_model_TRAIN_DEV_endpoint,7426ba8fb57955fee8681facd8b72ecff66e7c1f93a7ad70b70c067e664dd390,024bb19c37eb259cf4e00f545292c3dd77b4259fe500366e7dff04ff9b300f9b,ipin_optimized,1,21,22,1.0,1.0,1,1,1.0,1.0,1.0,1.0,0.2,4.4,1.0,1.0,1.0,1.0,0.1,2.2,1.0,1.0,1.0,1.0,0.05,1.1,1.0,1.0
no_exact_any_model_TRAIN_DEV_endpoint,7426ba8fb57955fee8681facd8b72ecff66e7c1f93a7ad70b70c067e664dd390,024bb19c37eb259cf4e00f545292c3dd77b4259fe500366e7dff04ff9b300f9b,tuna_retrained,1,21,22,0.9047619047619048,0.3333333333333333,3,3,3.0,0.3333333333333333,1.0,1.0,0.2,4.4,0.5,1.0,1.0,1.0,0.1,2.2,0.5,1.0,1.0,1.0,0.05,1.1,0.5,1.0
no_exact_any_model_TRAIN_DEV_endpoint,7426ba8fb57955fee8681facd8b72ecff66e7c1f93a7ad70b70c067e664dd390,024bb19c37eb259cf4e00f545292c3dd77b4259fe500366e7dff04ff9b300f9b,ipin_tuna_31k,1,21,22,1.0,1.0,1,1,1.0,1.0,1.0,1.0,0.2,4.4,1.0,1.0,1.0,1.0,0.1,2.2,1.0,1.0,1.0,1.0,0.05,1.1,1.0,1.0
all,31e7c6102dc3a26d283b03670b84f1e7a57484b10efc0cd04799756aeb387704,024bb19c37eb259cf4e00f545292c3dd77b4259fe500366e7dff04ff9b300f9b,ipin_baseline,1,100,101,0.83,0.05555555555555555,18,18,18.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.05,5.05,0.23540891336663824,1.0
all,31e7c6102dc3a26d283b03670b84f1e7a57484b10efc0cd04799756aeb387704,024bb19c37eb259cf4e00f545292c3dd77b4259fe500366e7dff04ff9b300f9b,ipin_optimized,1,100,101,0.5,0.0196078431372549,51,51,51.0,0.0196078431372549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
all,31e7c6102dc3a26d283b03670b84f1e7a57484b10efc0cd04799756aeb387704,024bb19c37eb259cf4e00f545292c3dd77b4259fe500366e7dff04ff9b300f9b,tuna_retrained,1,100,101,0.96,0.2,5,5,5.0,0.2,1.0,1.0,0.2,20.2,0.38685280723454163,1.0,1.0,1.0,0.1,10.1,0.38685280723454163,1.0,1.0,1.0,0.05,5.05,0.38685280723454163,1.0
all,31e7c6102dc3a26d283b03670b84f1e7a57484b10efc0cd04799756aeb387704,024bb19c37eb259cf4e00f545292c3dd77b4259fe500366e7dff04ff9b300f9b,ipin_tuna_31k,1,100,101,0.74,0.037037037037037035,27,27,27.0,0.037037037037037035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
all,4c7f2e20721dffe3aa0a0668bf90ae8ad432286fcd97e5773944cbe057665b48,024bb19c37eb259cf4e00f545292c3dd77b4259fe500366e7dff04ff9b300f9b,ipin_baseline,1,100,101,0.9,0.09090909090909091,11,11,11.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.05,5.05,0.27894294565112987,1.0
all,4c7f2e20721dffe3aa0a0668bf90ae8ad432286fcd97e5773944cbe057665b48,024bb19c37eb259cf4e00f545292c3dd77b4259fe500366e7dff04ff9b300f9b,ipin_optimized,1,100,101,0.61,0.025,40,40,40.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
all,4c7f2e20721dffe3aa0a0668bf90ae8ad432286fcd97e5773944cbe057665b48,024bb19c37eb259cf4e00f545292c3dd77b4259fe500366e7dff04ff9b300f9b,tuna_retrained,1,100,101,0.98,0.3333333333333333,3,3,3.0,0.3333333333333333,1.0,1.0,0.2,20.2,0.5,1.0,1.0,1.0,0.1,10.1,0.5,1.0,1.0,1.0,0.05,5.05,0.5,1.0
all,4c7f2e20721dffe3aa0a0668bf90ae8ad432286fcd97e5773944cbe057665b48,024bb19c37eb259cf4e00f545292c3dd77b4259fe500366e7dff04ff9b300f9b,ipin_tuna_31k,1,100,101,0.82,0.05263157894736842,19,19,19.0,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.05,5.05,0.23137821315975915,1.0
all,a7c78073c7fe7255241bbb54940d6599e6cc24345a5edd9435ed5efd1d2b5eca,024bb19c37eb259cf4e00f545292c3dd77b4259fe500366e7dff04ff9b300f9b,ipin_baseline,1,100,101,1.0,1.0,1,1,1.0,1.0,1.0,1.0,0.2,20.2,1.0,1.0,1.0,1.0,0.1,10.1,1.0,1.0,1.0,1.0,0.05,5.05,1.0,1.0
all,a7c78073c7fe7255241bbb54940d6599e6cc24345a5edd9435ed5efd1d2b5eca,024bb19c37eb259cf4e00f545292c3dd77b4259fe500366e7dff04ff9b300f9b,ipin_optimized,1,100,101,0.94,0.14285714285714285,7,7,7.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.1,10.1,0.3333333333333333,1.0,1.0,1.0,0.05,5.05,0.3333333333333333,1.0
all,a7c78073c7fe7255241bbb54940d6599e6cc24345a5edd9435ed5efd1d2b5eca,024bb19c37eb259cf4e00f545292c3dd77b4259fe500366e7dff04ff9b300f9b,tuna_retrained,1,100,101,0.99,0.5,2,2,2.0,0.5,1.0,1.0,0.2,20.2,0.6309297535714575,1.0,1.0,1.0,0.1,10.1,0.6309297535714575,1.0,1.0,1.0,0.05,5.05,0.6309297535714575,1.0
all,a7c78073c7fe7255241bbb54940d6599e6cc24345a5edd9435ed5efd1d2b5eca,024bb19c37eb259cf4e00f545292c3dd77b4259fe500366e7dff04ff9b300f9b,ipin_tuna_31k,1,100,101,0.66,0.02857142857142857,35,35,35.0,0.02857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
no_exact_TRAIN_DEV_endpoint,a7c78073c7fe7255241bbb54940d6599e6cc24345a5edd9435ed5efd1d2b5eca,024bb19c37eb259cf4e00f545292c3dd77b4259fe500366e7dff04ff9b300f9b,ipin_baseline,1,57,58,1.0,1.0,1,1,1.0,1.0,1.0,1.0,0.2,11.600000000000001,1.0,1.0,1.0,1.0,0.1,5.800000000000001,1.0,1.0,1.0,1.0,0.05,2.9000000000000004,1.0,1.0
no_exact_TRAIN_DEV_endpoint,a7c78073c7fe7255241bbb54940d6599e6cc24345a5edd9435ed5efd1d2b5eca,024bb19c37eb259cf4e00f545292c3dd77b4259fe500366e7dff04ff9b300f9b,ipin_optimized,1,57,58,0.9824561403508771,0.5,2,2,2.0,0.5,1.0,1.0,0.2,11.600000000000001,0.6309297535714575,1.0,1.0,1.0,0.1,5.800000000000001,0.6309297535714575,1.0,1.0,1.0,0.05,2.9000000000000004,0.6309297535714575,1.0
no_exact_TRAIN_DEV_endpoint,a7c78073c7fe7255241bbb54940d6599e6cc24345a5edd9435ed5efd1d2b5eca,024bb19c37eb259cf4e00f545292c3dd77b4259fe500366e7dff04ff9b300f9b,tuna_retrained,1,57,58,1.0,1.0,1,1,1.0,1.0,1.0,1.0,0.2,11.600000000000001,1.0,1.0,1.0,1.0,0.1,5.800000000000001,1.0,1.0,1.0,1.0,0.05,2.9000000000000004,1.0,1.0
no_exact_TRAIN_DEV_endpoint,a7c78073c7fe7255241bbb54940d6599e6cc24345a5edd9435ed5efd1d2b5eca,024bb19c37eb259cf4e00f545292c3dd77b4259fe500366e7dff04ff9b300f9b,ipin_tuna_31k,1,57,58,0.7017543859649122,0.05555555555555555,18,18,18.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.05,2.9000000000000004,0.23540891336663824,1.0
no_exact_any_model_TRAIN_DEV_endpoint,a7c78073c7fe7255241bbb54940d6599e6cc24345a5edd9435ed5efd1d2b5eca,024bb19c37eb259cf4e00f545292c3dd77b4259fe500366e7dff04ff9b300f9b,ipin_baseline,1,12,13,1.0,1.0,1,1,1.0,1.0,1.0,1.0,0.2,2.6,1.0,1.0,1.0,1.0,0.1,1.3,1.0,1.0,,,,,,
no_exact_any_model_TRAIN_DEV_endpoint,a7c78073c7fe7255241bbb54940d6599e6cc24345a5edd9435ed5efd1d2b5eca,024bb19c37eb259cf4e00f545292c3dd77b4259fe500366e7dff04ff9b300f9b,ipin_optimized,1,12,13,1.0,1.0,1,1,1.0,1.0,1.0,1.0,0.2,2.6,1.0,1.0,1.0,1.0,0.1,1.3,1.0,1.0,,,,,,
no_exact_any_model_TRAIN_DEV_endpoint,a7c78073c7fe7255241bbb54940d6599e6cc24345a5edd9435ed5efd1d2b5eca,024bb19c37eb259cf4e00f545292c3dd77b4259fe500366e7dff04ff9b300f9b,tuna_retrained,1,12,13,1.0,1.0,1,1,1.0,1.0,1.0,1.0,0.2,2.6,1.0,1.0,1.0,1.0,0.1,1.3,1.0,1.0,,,,,,
no_exact_any_model_TRAIN_DEV_endpoint,a7c78073c7fe7255241bbb54940d6599e6cc24345a5edd9435ed5efd1d2b5eca,024bb19c37eb259cf4e00f545292c3dd77b4259fe500366e7dff04ff9b300f9b,ipin_tuna_31k,1,12,13,0.5,0.14285714285714285,7,7,7.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.1,1.3,0.3333333333333333,1.0,,,,,,
all,526b85e5fb19c4253dde9ef030eabe1e055112dd386c548f23f4cedcef77e7a0,042905fdfc4f727516ef3b84655b6b8cb221208d3978992879ccdd30ffe2937b,ipin_baseline,1,100,101,0.98,0.3333333333333333,3,3,3.0,0.3333333333333333,1.0,1.0,0.2,20.2,0.5,1.0,1.0,1.0,0.1,10.1,0.5,1.0,1.0,1.0,0.05,5.05,0.5,1.0
all,526b85e5fb19c4253dde9ef030eabe1e055112dd386c548f23f4cedcef77e7a0,042905fdfc4f727516ef3b84655b6b8cb221208d3978992879ccdd30ffe2937b,ipin_optimized,1,100,101,1.0,1.0,1,1,1.0,1.0,1.0,1.0,0.2,20.2,1.0,1.0,1.0,1.0,0.1,10.1,1.0,1.0,1.0,1.0,0.05,5.05,1.0,1.0
all,526b85e5fb19c4253dde9ef030eabe1e055112dd386c548f23f4cedcef77e7a0,042905fdfc4f727516ef3b84655b6b8cb221208d3978992879ccdd30ffe2937b,tuna_retrained,1,100,101,1.0,1.0,1,1,1.0,1.0,1.0,1.0,0.2,20.2,1.0,1.0,1.0,1.0,0.1,10.1,1.0,1.0,1.0,1.0,0.05,5.05,1.0,1.0
all,526b85e5fb19c4253dde9ef030eabe1e055112dd386c548f23f4cedcef77e7a0,042905fdfc4f727516ef3b84655b6b8cb221208d3978992879ccdd30ffe2937b,ipin_tuna_31k,1,100,101,0.99,0.5,2,2,2.0,0.5,1.0,1.0,0.2,20.2,0.6309297535714575,1.0,1.0,1.0,0.1,10.1,0.6309297535714575,1.0,1.0,1.0,0.05,5.05,0.6309297535714575,1.0
all,4685fd5bf285d19bb4a804a6ab54e83c4caa5087a0990ed74fb4c1292868b510,04cecbe0f36483499f54b75c68678d9bf0848c819f021129a7048b77690c0f48,ipin_baseline,1,100,101,0.8,0.047619047619047616,21,21,21.0,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
