dataset,subgroup,model,K,primary_selected,queries,components,EF,EF_low,EF_high,Hits,Hits_low,Hits_high,Recall,Recall_low,Recall_high,Known_positive_rate,Known_positive_rate_low,Known_positive_rate_high,Any_hit,Any_hit_low,Any_hit_high,total_oriented_query_hits,micro_recall_oriented,median_hits
C3_test,all,combo_55_45,20,False,842,505,9.501902681538034,7.827519326024235,11.08097798672682,1.4429928741092637,0.8342781007751938,2.3533726274413835,0.240939381360083,0.1986742441683305,0.2807830911246052,0.07214964370546299,0.04171390503875977,0.11766863137206884,0.4857482185273159,0.4254991051454139,0.5477889042526587,1215.0,0.255359394703657,0.0
C3_test,all,combo_55_45,30,False,842,505,7.927957699116987,6.49516596411203,9.252984958282177,1.8919239904988123,1.0695000575709257,3.129287074345238,0.3016581342853944,0.24768210974462893,0.35138619515986524,0.06306413301662714,0.035650001919030956,0.10430956914484105,0.5486935866983373,0.48857588212605635,0.6064816888705722,1593.0,0.3348045397225725,1.0
C3_test,all,historical_ef_selected,10,False,842,505,11.247367740118335,8.748502335688906,13.837109300803721,0.7672209026128266,0.44008287091121495,1.2242142360857162,0.14286835517593155,0.11092044163336053,0.17594473049510184,0.07672209026128285,0.04400828709112155,0.12242142360857151,0.3515439429928741,0.2831087564661572,0.42710513988499055,646.0,0.13577133249264398,0.0
C3_test,all,historical_ef_selected,20,False,842,505,8.249488768248607,6.65502989243386,9.885235249038741,1.331353919239905,0.7283657485094077,2.2529756363306195,0.20937746374921315,0.16899148220090363,0.250644997597665,0.06656769596199508,0.036418287425470444,0.11264878181653082,0.43824228028503565,0.3735114565404475,0.5073825755021265,1121.0,0.23560319461958806,0.0
C3_test,all,historical_ef_selected,30,False,842,505,7.035650488960932,5.675650308774854,8.403940235888461,1.7779097387173397,0.9642790677064871,3.0083100396071387,0.2675842703802591,0.2159508797858303,0.31895784121023246,0.05926365795724469,0.03214263559021633,0.1002770013202378,0.5118764845605701,0.4472348006044392,0.5761525174341628,1497.0,0.3146279949558638,1.0
C3_test,all,query_balanced,10,True,842,505,12.96562211335353,10.251652752955136,15.65092173318642,0.7921615201900237,0.469417194092827,1.246949236017682,0.16475065290015803,0.13015907635454055,0.19884790154368884,0.07921615201900258,0.04694171940928274,0.12469492360176779,0.3824228028503563,0.31516389941723244,0.4546802325581394,667.0,0.1401849516603615,0.0
C3_test,all,query_balanced,20,True,842,505,9.079951528149936,7.207061235290616,10.853083294164906,1.3028503562945368,0.7105497747264535,2.2039559797428905,0.2303306365256394,0.1827876185408586,0.2750538587226994,0.06514251781472671,0.03552748873632273,0.1101977989871442,0.46318289786223277,0.398102432326141,0.5266763527054107,1097.0,0.23055905842791088,0.0
C3_test,all,query_balanced,30,True,842,505,7.369568288999675,6.009910072486529,8.677801984635458,1.655581947743468,0.8894531158354085,2.8420740225332497,0.2804956745940041,0.22896657375578972,0.3301018346938148,0.055186064924782334,0.029648437194513683,0.0947358007511081,0.5237529691211401,0.4624300501549097,0.5837768150323299,1394.0,0.29298024379991594,1.0
C3_test,all,shortlist_weighted,10,False,842,505,12.96562211335353,10.251652752955136,15.65092173318642,0.7921615201900237,0.469417194092827,1.246949236017682,0.16475065290015803,0.13015907635454055,0.19884790154368884,0.07921615201900258,0.04694171940928274,0.12469492360176779,0.3824228028503563,0.31516389941723244,0.4546802325581394,667.0,0.1401849516603615,0.0
C3_test,all,shortlist_weighted,20,False,842,505,9.079951528149936,7.207061235290616,10.853083294164906,1.3028503562945368,0.7105497747264535,2.2039559797428905,0.2303306365256394,0.1827876185408586,0.2750538587226994,0.06514251781472671,0.03552748873632273,0.1101977989871442,0.46318289786223277,0.398102432326141,0.5266763527054107,1097.0,0.23055905842791088,0.0
C3_test,all,shortlist_weighted,30,False,842,505,7.369568288999675,6.009910072486529,8.677801984635458,1.655581947743468,0.8894531158354085,2.8420740225332497,0.2804956745940041,0.22896657375578972,0.3301018346938148,0.055186064924782334,0.029648437194513683,0.0947358007511081,0.5237529691211401,0.4624300501549097,0.5837768150323299,1394.0,0.29298024379991594,1.0
C2_test,all,ipin_baseline,10,False,3930,2436,5.818055738813954,5.44343176023495,6.245807162421225,1.1750636132315522,1.0325398619688024,1.3736108309401358,0.21149844656643765,0.20177079069396997,0.2221819876663213,0.11750636132315678,0.1032539861968805,0.13736108309401468,0.5083969465648855,0.48976006707579467,0.5303483528310988,4618.0,0.1717239327681095,1.0
