species,target_id,subset,candidate_set,P,U,evaluable
mouse,mouse:P22725,all,background,2,100,True
mouse,mouse:P22725,all,matched,2,100,True
mouse,mouse:P22725,all,all_U,2,200,True
mouse,mouse:P22725,no_exact_TRAIN_DEV_endpoint,background,2,98,True
mouse,mouse:P22725,no_exact_TRAIN_DEV_endpoint,matched,2,100,True
mouse,mouse:P22725,no_exact_TRAIN_DEV_endpoint,all_U,2,198,True
mouse,mouse:P22725,no_exact_any_model_TRAIN_DEV_endpoint,background,2,98,True
mouse,mouse:P22725,no_exact_any_model_TRAIN_DEV_endpoint,matched,2,100,True
mouse,mouse:P22725,no_exact_any_model_TRAIN_DEV_endpoint,all_U,2,198,True
mouse,mouse:P47242,all,background,2,100,True
mouse,mouse:P47242,all,matched,2,100,True
mouse,mouse:P47242,all,all_U,2,200,True
mouse,mouse:P47242,no_exact_TRAIN_DEV_endpoint,background,2,100,True
mouse,mouse:P47242,no_exact_TRAIN_DEV_endpoint,matched,2,100,True
mouse,mouse:P47242,no_exact_TRAIN_DEV_endpoint,all_U,2,200,True
mouse,mouse:P47242,no_exact_any_model_TRAIN_DEV_endpoint,background,2,100,True
mouse,mouse:P47242,no_exact_any_model_TRAIN_DEV_endpoint,matched,2,100,True
mouse,mouse:P47242,no_exact_any_model_TRAIN_DEV_endpoint,all_U,2,200,True
mouse,mouse:Q9JL10,all,background,7,100,True
mouse,mouse:Q9JL10,all,matched,7,100,True
mouse,mouse:Q9JL10,all,all_U,7,200,True
mouse,mouse:Q9JL10,no_exact_TRAIN_DEV_endpoint,background,7,98,True
mouse,mouse:Q9JL10,no_exact_TRAIN_DEV_endpoint,matched,7,99,True
mouse,mouse:Q9JL10,no_exact_TRAIN_DEV_endpoint,all_U,7,197,True
mouse,mouse:Q9JL10,no_exact_any_model_TRAIN_DEV_endpoint,background,7,98,True
mouse,mouse:Q9JL10,no_exact_any_model_TRAIN_DEV_endpoint,matched,7,99,True
mouse,mouse:Q9JL10,no_exact_any_model_TRAIN_DEV_endpoint,all_U,7,197,True
mouse,mouse:Q6P9Y7,all,background,2,100,True
mouse,mouse:Q6P9Y7,all,matched,2,100,True
mouse,mouse:Q6P9Y7,all,all_U,2,200,True
mouse,mouse:Q6P9Y7,no_exact_TRAIN_DEV_endpoint,background,2,100,True
mouse,mouse:Q6P9Y7,no_exact_TRAIN_DEV_endpoint,matched,2,100,True
mouse,mouse:Q6P9Y7,no_exact_TRAIN_DEV_endpoint,all_U,2,200,True
mouse,mouse:Q6P9Y7,no_exact_any_model_TRAIN_DEV_endpoint,background,2,100,True
mouse,mouse:Q6P9Y7,no_exact_any_model_TRAIN_DEV_endpoint,matched,2,100,True
mouse,mouse:Q6P9Y7,no_exact_any_model_TRAIN_DEV_endpoint,all_U,2,200,True
mouse,mouse:Q9CZA6,all,background,5,100,True
mouse,mouse:Q9CZA6,all,matched,5,100,True
mouse,mouse:Q9CZA6,all,all_U,5,200,True
mouse,mouse:Q9CZA6,no_exact_TRAIN_DEV_endpoint,background,5,97,True
mouse,mouse:Q9CZA6,no_exact_TRAIN_DEV_endpoint,matched,5,97,True
mouse,mouse:Q9CZA6,no_exact_TRAIN_DEV_endpoint,all_U,5,194,True
mouse,mouse:Q9CZA6,no_exact_any_model_TRAIN_DEV_endpoint,background,5,97,True
mouse,mouse:Q9CZA6,no_exact_any_model_TRAIN_DEV_endpoint,matched,5,97,True
mouse,mouse:Q9CZA6,no_exact_any_model_TRAIN_DEV_endpoint,all_U,5,194,True
mouse,mouse:P70217,all,background,2,100,True
mouse,mouse:P70217,all,matched,2,100,True
mouse,mouse:P70217,all,all_U,2,200,True
mouse,mouse:P70217,no_exact_TRAIN_DEV_endpoint,background,2,98,True
mouse,mouse:P70217,no_exact_TRAIN_DEV_endpoint,matched,2,99,True
mouse,mouse:P70217,no_exact_TRAIN_DEV_endpoint,all_U,2,197,True
mouse,mouse:P70217,no_exact_any_model_TRAIN_DEV_endpoint,background,2,96,True
mouse,mouse:P70217,no_exact_any_model_TRAIN_DEV_endpoint,matched,2,98,True
mouse,mouse:P70217,no_exact_any_model_TRAIN_DEV_endpoint,all_U,2,194,True
mouse,mouse:Q9QX99,all,background,4,100,True
mouse,mouse:Q9QX99,all,matched,4,100,True
mouse,mouse:Q9QX99,all,all_U,4,200,True
mouse,mouse:Q9QX99,no_exact_TRAIN_DEV_endpoint,background,4,97,True
mouse,mouse:Q9QX99,no_exact_TRAIN_DEV_endpoint,matched,4,99,True
mouse,mouse:Q9QX99,no_exact_TRAIN_DEV_endpoint,all_U,4,196,True
mouse,mouse:Q9QX99,no_exact_any_model_TRAIN_DEV_endpoint,background,4,96,True
mouse,mouse:Q9QX99,no_exact_any_model_TRAIN_DEV_endpoint,matched,4,99,True
mouse,mouse:Q9QX99,no_exact_any_model_TRAIN_DEV_endpoint,all_U,4,195,True
mouse,mouse:P53776,all,background,3,100,True
mouse,mouse:P53776,all,matched,3,100,True
mouse,mouse:P53776,all,all_U,3,200,True
mouse,mouse:P53776,no_exact_TRAIN_DEV_endpoint,background,3,99,True
mouse,mouse:P53776,no_exact_TRAIN_DEV_endpoint,matched,3,100,True
mouse,mouse:P53776,no_exact_TRAIN_DEV_endpoint,all_U,3,199,True
mouse,mouse:P53776,no_exact_any_model_TRAIN_DEV_endpoint,background,3,98,True
mouse,mouse:P53776,no_exact_any_model_TRAIN_DEV_endpoint,matched,3,100,True
mouse,mouse:P53776,no_exact_any_model_TRAIN_DEV_endpoint,all_U,3,198,True
mouse,mouse:P08152,all,background,2,100,True
mouse,mouse:P08152,all,matched,2,100,True
mouse,mouse:P08152,all,all_U,2,200,True
mouse,mouse:P08152,no_exact_TRAIN_DEV_endpoint,background,1,96,True
mouse,mouse:P08152,no_exact_TRAIN_DEV_endpoint,matched,1,98,True
mouse,mouse:P08152,no_exact_TRAIN_DEV_endpoint,all_U,1,194,True
mouse,mouse:P08152,no_exact_any_model_TRAIN_DEV_endpoint,background,1,96,True
mouse,mouse:P08152,no_exact_any_model_TRAIN_DEV_endpoint,matched,1,95,True
mouse,mouse:P08152,no_exact_any_model_TRAIN_DEV_endpoint,all_U,1,191,True
mouse,mouse:Q61909,all,background,9,100,True
mouse,mouse:Q61909,all,matched,9,100,True
mouse,mouse:Q61909,all,all_U,9,200,True
mouse,mouse:Q61909,no_exact_TRAIN_DEV_endpoint,background,9,97,True
mouse,mouse:Q61909,no_exact_TRAIN_DEV_endpoint,matched,9,99,True
mouse,mouse:Q61909,no_exact_TRAIN_DEV_endpoint,all_U,9,196,True
mouse,mouse:Q61909,no_exact_any_model_TRAIN_DEV_endpoint,background,9,97,True
mouse,mouse:Q61909,no_exact_any_model_TRAIN_DEV_endpoint,matched,9,99,True
mouse,mouse:Q61909,no_exact_any_model_TRAIN_DEV_endpoint,all_U,9,196,True
mouse,mouse:P68040,all,background,2,100,True
mouse,mouse:P68040,all,matched,2,100,True
mouse,mouse:P68040,all,all_U,2,200,True
mouse,mouse:P68040,no_exact_TRAIN_DEV_endpoint,background,2,98,True
mouse,mouse:P68040,no_exact_TRAIN_DEV_endpoint,matched,2,100,True
mouse,mouse:P68040,no_exact_TRAIN_DEV_endpoint,all_U,2,198,True
mouse,mouse:P68040,no_exact_any_model_TRAIN_DEV_endpoint,background,2,97,True
mouse,mouse:P68040,no_exact_any_model_TRAIN_DEV_endpoint,matched,2,100,True
mouse,mouse:P68040,no_exact_any_model_TRAIN_DEV_endpoint,all_U,2,197,True
mouse,mouse:P04228,all,background,2,100,True
mouse,mouse:P04228,all,matched,2,100,True
mouse,mouse:P04228,all,all_U,2,200,True
mouse,mouse:P04228,no_exact_TRAIN_DEV_endpoint,background,2,99,True
mouse,mouse:P04228,no_exact_TRAIN_DEV_endpoint,matched,2,100,True
mouse,mouse:P04228,no_exact_TRAIN_DEV_endpoint,all_U,2,199,True
mouse,mouse:P04228,no_exact_any_model_TRAIN_DEV_endpoint,background,2,97,True
mouse,mouse:P04228,no_exact_any_model_TRAIN_DEV_endpoint,matched,2,99,True
mouse,mouse:P04228,no_exact_any_model_TRAIN_DEV_endpoint,all_U,2,196,True
mouse,mouse:Q9CXU1,all,background,3,100,True
mouse,mouse:Q9CXU1,all,matched,3,100,True
mouse,mouse:Q9CXU1,all,all_U,3,200,True
mouse,mouse:Q9CXU1,no_exact_TRAIN_DEV_endpoint,background,3,99,True
mouse,mouse:Q9CXU1,no_exact_TRAIN_DEV_endpoint,matched,3,100,True
mouse,mouse:Q9CXU1,no_exact_TRAIN_DEV_endpoint,all_U,3,199,True
mouse,mouse:Q9CXU1,no_exact_any_model_TRAIN_DEV_endpoint,background,3,98,True
mouse,mouse:Q9CXU1,no_exact_any_model_TRAIN_DEV_endpoint,matched,3,98,True
mouse,mouse:Q9CXU1,no_exact_any_model_TRAIN_DEV_endpoint,all_U,3,196,True
mouse,mouse:Q9QZB6,all,background,3,100,True
mouse,mouse:Q9QZB6,all,matched,3,100,True
mouse,mouse:Q9QZB6,all,all_U,3,200,True
mouse,mouse:Q9QZB6,no_exact_TRAIN_DEV_endpoint,background,3,98,True
mouse,mouse:Q9QZB6,no_exact_TRAIN_DEV_endpoint,matched,3,100,True
mouse,mouse:Q9QZB6,no_exact_TRAIN_DEV_endpoint,all_U,3,198,True
mouse,mouse:Q9QZB6,no_exact_any_model_TRAIN_DEV_endpoint,background,3,98,True
mouse,mouse:Q9QZB6,no_exact_any_model_TRAIN_DEV_endpoint,matched,3,100,True
mouse,mouse:Q9QZB6,no_exact_any_model_TRAIN_DEV_endpoint,all_U,3,198,True
mouse,mouse:Q9QWH1,all,background,4,100,True
mouse,mouse:Q9QWH1,all,matched,4,100,True
mouse,mouse:Q9QWH1,all,all_U,4,200,True
mouse,mouse:Q9QWH1,no_exact_TRAIN_DEV_endpoint,background,4,99,True
mouse,mouse:Q9QWH1,no_exact_TRAIN_DEV_endpoint,matched,4,100,True
mouse,mouse:Q9QWH1,no_exact_TRAIN_DEV_endpoint,all_U,4,199,True
mouse,mouse:Q9QWH1,no_exact_any_model_TRAIN_DEV_endpoint,background,4,98,True
mouse,mouse:Q9QWH1,no_exact_any_model_TRAIN_DEV_endpoint,matched,4,98,True
mouse,mouse:Q9QWH1,no_exact_any_model_TRAIN_DEV_endpoint,all_U,4,196,True
mouse,mouse:P70396,all,background,7,100,True
mouse,mouse:P70396,all,matched,7,100,True
mouse,mouse:P70396,all,all_U,7,200,True
mouse,mouse:P70396,no_exact_TRAIN_DEV_endpoint,background,7,99,True
mouse,mouse:P70396,no_exact_TRAIN_DEV_endpoint,matched,7,97,True
mouse,mouse:P70396,no_exact_TRAIN_DEV_endpoint,all_U,7,196,True
mouse,mouse:P70396,no_exact_any_model_TRAIN_DEV_endpoint,background,7,97,True
mouse,mouse:P70396,no_exact_any_model_TRAIN_DEV_endpoint,matched,7,97,True
mouse,mouse:P70396,no_exact_any_model_TRAIN_DEV_endpoint,all_U,7,194,True
mouse,mouse:Q60809,all,background,2,100,True
mouse,mouse:Q60809,all,matched,2,100,True
mouse,mouse:Q60809,all,all_U,2,200,True
mouse,mouse:Q60809,no_exact_TRAIN_DEV_endpoint,background,1,97,True
mouse,mouse:Q60809,no_exact_TRAIN_DEV_endpoint,matched,1,99,True
mouse,mouse:Q60809,no_exact_TRAIN_DEV_endpoint,all_U,1,196,True
mouse,mouse:Q60809,no_exact_any_model_TRAIN_DEV_endpoint,background,1,95,True
mouse,mouse:Q60809,no_exact_any_model_TRAIN_DEV_endpoint,matched,1,98,True
mouse,mouse:Q60809,no_exact_any_model_TRAIN_DEV_endpoint,all_U,1,193,True
mouse,mouse:Q8BZL8,all,background,5,100,True
mouse,mouse:Q8BZL8,all,matched,5,100,True
mouse,mouse:Q8BZL8,all,all_U,5,200,True
mouse,mouse:Q8BZL8,no_exact_TRAIN_DEV_endpoint,background,0,0,False
mouse,mouse:Q8BZL8,no_exact_TRAIN_DEV_endpoint,matched,0,0,False
mouse,mouse:Q8BZL8,no_exact_TRAIN_DEV_endpoint,all_U,0,0,False
mouse,mouse:Q8BZL8,no_exact_any_model_TRAIN_DEV_endpoint,background,0,0,False
mouse,mouse:Q8BZL8,no_exact_any_model_TRAIN_DEV_endpoint,matched,0,0,False
mouse,mouse:Q8BZL8,no_exact_any_model_TRAIN_DEV_endpoint,all_U,0,0,False
mouse,mouse:P60898,all,background,9,100,True
mouse,mouse:P60898,all,matched,9,100,True
mouse,mouse:P60898,all,all_U,9,200,True
mouse,mouse:P60898,no_exact_TRAIN_DEV_endpoint,background,0,0,False
mouse,mouse:P60898,no_exact_TRAIN_DEV_endpoint,matched,0,0,False
mouse,mouse:P60898,no_exact_TRAIN_DEV_endpoint,all_U,0,0,False
mouse,mouse:P60898,no_exact_any_model_TRAIN_DEV_endpoint,background,0,0,False
mouse,mouse:P60898,no_exact_any_model_TRAIN_DEV_endpoint,matched,0,0,False
mouse,mouse:P60898,no_exact_any_model_TRAIN_DEV_endpoint,all_U,0,0,False
mouse,mouse:Q8CF60,all,background,3,100,True
mouse,mouse:Q8CF60,all,matched,3,100,True
mouse,mouse:Q8CF60,all,all_U,3,200,True
mouse,mouse:Q8CF60,no_exact_TRAIN_DEV_endpoint,background,3,99,True
mouse,mouse:Q8CF60,no_exact_TRAIN_DEV_endpoint,matched,3,97,True
mouse,mouse:Q8CF60,no_exact_TRAIN_DEV_endpoint,all_U,3,196,True
mouse,mouse:Q8CF60,no_exact_any_model_TRAIN_DEV_endpoint,background,3,99,True
mouse,mouse:Q8CF60,no_exact_any_model_TRAIN_DEV_endpoint,matched,3,97,True
mouse,mouse:Q8CF60,no_exact_any_model_TRAIN_DEV_endpoint,all_U,3,196,True
mouse,mouse:O55144,all,background,10,100,True
mouse,mouse:O55144,all,matched,10,100,True
mouse,mouse:O55144,all,all_U,10,200,True
mouse,mouse:O55144,no_exact_TRAIN_DEV_endpoint,background,10,99,True
mouse,mouse:O55144,no_exact_TRAIN_DEV_endpoint,matched,10,97,True
mouse,mouse:O55144,no_exact_TRAIN_DEV_endpoint,all_U,10,196,True
mouse,mouse:O55144,no_exact_any_model_TRAIN_DEV_endpoint,background,10,99,True
mouse,mouse:O55144,no_exact_any_model_TRAIN_DEV_endpoint,matched,10,95,True
mouse,mouse:O55144,no_exact_any_model_TRAIN_DEV_endpoint,all_U,10,194,True
mouse,mouse:E9Q7L6,all,background,2,100,True
mouse,mouse:E9Q7L6,all,matched,2,100,True
mouse,mouse:E9Q7L6,all,all_U,2,200,True
mouse,mouse:E9Q7L6,no_exact_TRAIN_DEV_endpoint,background,2,100,True
mouse,mouse:E9Q7L6,no_exact_TRAIN_DEV_endpoint,matched,2,99,True
mouse,mouse:E9Q7L6,no_exact_TRAIN_DEV_endpoint,all_U,2,199,True
mouse,mouse:E9Q7L6,no_exact_any_model_TRAIN_DEV_endpoint,background,2,100,True
mouse,mouse:E9Q7L6,no_exact_any_model_TRAIN_DEV_endpoint,matched,2,98,True
mouse,mouse:E9Q7L6,no_exact_any_model_TRAIN_DEV_endpoint,all_U,2,198,True
mouse,mouse:P83917,all,background,2,100,True
mouse,mouse:P83917,all,matched,2,100,True
mouse,mouse:P83917,all,all_U,2,200,True
mouse,mouse:P83917,no_exact_TRAIN_DEV_endpoint,background,0,0,False
mouse,mouse:P83917,no_exact_TRAIN_DEV_endpoint,matched,0,0,False
mouse,mouse:P83917,no_exact_TRAIN_DEV_endpoint,all_U,0,0,False
mouse,mouse:P83917,no_exact_any_model_TRAIN_DEV_endpoint,background,0,0,False
mouse,mouse:P83917,no_exact_any_model_TRAIN_DEV_endpoint,matched,0,0,False
mouse,mouse:P83917,no_exact_any_model_TRAIN_DEV_endpoint,all_U,0,0,False
mouse,mouse:Q06986,all,background,2,100,True
mouse,mouse:Q06986,all,matched,2,100,True
mouse,mouse:Q06986,all,all_U,2,200,True
mouse,mouse:Q06986,no_exact_TRAIN_DEV_endpoint,background,2,100,True
mouse,mouse:Q06986,no_exact_TRAIN_DEV_endpoint,matched,2,100,True
mouse,mouse:Q06986,no_exact_TRAIN_DEV_endpoint,all_U,2,200,True
mouse,mouse:Q06986,no_exact_any_model_TRAIN_DEV_endpoint,background,2,100,True
mouse,mouse:Q06986,no_exact_any_model_TRAIN_DEV_endpoint,matched,2,100,True
mouse,mouse:Q06986,no_exact_any_model_TRAIN_DEV_endpoint,all_U,2,200,True
mouse,mouse:Q9WV74,all,background,2,100,True
mouse,mouse:Q9WV74,all,matched,2,100,True
mouse,mouse:Q9WV74,all,all_U,2,200,True
mouse,mouse:Q9WV74,no_exact_TRAIN_DEV_endpoint,background,2,100,True
mouse,mouse:Q9WV74,no_exact_TRAIN_DEV_endpoint,matched,2,98,True
mouse,mouse:Q9WV74,no_exact_TRAIN_DEV_endpoint,all_U,2,198,True
mouse,mouse:Q9WV74,no_exact_any_model_TRAIN_DEV_endpoint,background,2,100,True
mouse,mouse:Q9WV74,no_exact_any_model_TRAIN_DEV_endpoint,matched,2,98,True
mouse,mouse:Q9WV74,no_exact_any_model_TRAIN_DEV_endpoint,all_U,2,198,True
mouse,mouse:P25425,all,background,7,100,True
mouse,mouse:P25425,all,matched,7,100,True
mouse,mouse:P25425,all,all_U,7,200,True
mouse,mouse:P25425,no_exact_TRAIN_DEV_endpoint,background,7,100,True
mouse,mouse:P25425,no_exact_TRAIN_DEV_endpoint,matched,7,98,True
mouse,mouse:P25425,no_exact_TRAIN_DEV_endpoint,all_U,7,198,True
mouse,mouse:P25425,no_exact_any_model_TRAIN_DEV_endpoint,background,7,100,True
mouse,mouse:P25425,no_exact_any_model_TRAIN_DEV_endpoint,matched,7,97,True
mouse,mouse:P25425,no_exact_any_model_TRAIN_DEV_endpoint,all_U,7,197,True
mouse,mouse:P01887,all,background,6,100,True
mouse,mouse:P01887,all,matched,6,100,True
mouse,mouse:P01887,all,all_U,6,200,True
mouse,mouse:P01887,no_exact_TRAIN_DEV_endpoint,background,6,99,True
mouse,mouse:P01887,no_exact_TRAIN_DEV_endpoint,matched,6,99,True
mouse,mouse:P01887,no_exact_TRAIN_DEV_endpoint,all_U,6,198,True
mouse,mouse:P01887,no_exact_any_model_TRAIN_DEV_endpoint,background,6,99,True
mouse,mouse:P01887,no_exact_any_model_TRAIN_DEV_endpoint,matched,6,99,True
mouse,mouse:P01887,no_exact_any_model_TRAIN_DEV_endpoint,all_U,6,198,True
mouse,mouse:Q9JHE6,all,background,4,100,True
mouse,mouse:Q9JHE6,all,matched,4,100,True
mouse,mouse:Q9JHE6,all,all_U,4,200,True
mouse,mouse:Q9JHE6,no_exact_TRAIN_DEV_endpoint,background,3,99,True
mouse,mouse:Q9JHE6,no_exact_TRAIN_DEV_endpoint,matched,3,100,True
mouse,mouse:Q9JHE6,no_exact_TRAIN_DEV_endpoint,all_U,3,199,True
mouse,mouse:Q9JHE6,no_exact_any_model_TRAIN_DEV_endpoint,background,3,98,True
mouse,mouse:Q9JHE6,no_exact_any_model_TRAIN_DEV_endpoint,matched,3,100,True
mouse,mouse:Q9JHE6,no_exact_any_model_TRAIN_DEV_endpoint,all_U,3,198,True
mouse,mouse:O54918,all,background,2,100,True
mouse,mouse:O54918,all,matched,2,100,True
mouse,mouse:O54918,all,all_U,2,200,True
mouse,mouse:O54918,no_exact_TRAIN_DEV_endpoint,background,2,98,True
mouse,mouse:O54918,no_exact_TRAIN_DEV_endpoint,matched,2,99,True
mouse,mouse:O54918,no_exact_TRAIN_DEV_endpoint,all_U,2,197,True
mouse,mouse:O54918,no_exact_any_model_TRAIN_DEV_endpoint,background,2,97,True
mouse,mouse:O54918,no_exact_any_model_TRAIN_DEV_endpoint,matched,2,97,True
mouse,mouse:O54918,no_exact_any_model_TRAIN_DEV_endpoint,all_U,2,194,True
mouse,mouse:Q8VHS6,all,background,4,100,True
mouse,mouse:Q8VHS6,all,matched,4,100,True
mouse,mouse:Q8VHS6,all,all_U,4,200,True
mouse,mouse:Q8VHS6,no_exact_TRAIN_DEV_endpoint,background,4,98,True
mouse,mouse:Q8VHS6,no_exact_TRAIN_DEV_endpoint,matched,4,97,True
mouse,mouse:Q8VHS6,no_exact_TRAIN_DEV_endpoint,all_U,4,195,True
mouse,mouse:Q8VHS6,no_exact_any_model_TRAIN_DEV_endpoint,background,4,98,True
mouse,mouse:Q8VHS6,no_exact_any_model_TRAIN_DEV_endpoint,matched,4,96,True
mouse,mouse:Q8VHS6,no_exact_any_model_TRAIN_DEV_endpoint,all_U,4,194,True
mouse,mouse:Q9QY53,all,background,2,100,True
mouse,mouse:Q9QY53,all,matched,2,100,True
mouse,mouse:Q9QY53,all,all_U,2,200,True
mouse,mouse:Q9QY53,no_exact_TRAIN_DEV_endpoint,background,2,97,True
mouse,mouse:Q9QY53,no_exact_TRAIN_DEV_endpoint,matched,2,100,True
mouse,mouse:Q9QY53,no_exact_TRAIN_DEV_endpoint,all_U,2,197,True
mouse,mouse:Q9QY53,no_exact_any_model_TRAIN_DEV_endpoint,background,2,97,True
mouse,mouse:Q9QY53,no_exact_any_model_TRAIN_DEV_endpoint,matched,2,100,True
mouse,mouse:Q9QY53,no_exact_any_model_TRAIN_DEV_endpoint,all_U,2,197,True
mouse,mouse:P97762,all,background,2,100,True
mouse,mouse:P97762,all,matched,2,100,True
mouse,mouse:P97762,all,all_U,2,200,True
mouse,mouse:P97762,no_exact_TRAIN_DEV_endpoint,background,2,97,True
mouse,mouse:P97762,no_exact_TRAIN_DEV_endpoint,matched,2,98,True
mouse,mouse:P97762,no_exact_TRAIN_DEV_endpoint,all_U,2,195,True
mouse,mouse:P97762,no_exact_any_model_TRAIN_DEV_endpoint,background,2,97,True
mouse,mouse:P97762,no_exact_any_model_TRAIN_DEV_endpoint,matched,2,97,True
mouse,mouse:P97762,no_exact_any_model_TRAIN_DEV_endpoint,all_U,2,194,True
mouse,mouse:Q7TNK1,all,background,2,100,True
mouse,mouse:Q7TNK1,all,matched,2,100,True
mouse,mouse:Q7TNK1,all,all_U,2,200,True
mouse,mouse:Q7TNK1,no_exact_TRAIN_DEV_endpoint,background,1,100,True
mouse,mouse:Q7TNK1,no_exact_TRAIN_DEV_endpoint,matched,1,99,True
mouse,mouse:Q7TNK1,no_exact_TRAIN_DEV_endpoint,all_U,1,199,True
mouse,mouse:Q7TNK1,no_exact_any_model_TRAIN_DEV_endpoint,background,1,99,True
mouse,mouse:Q7TNK1,no_exact_any_model_TRAIN_DEV_endpoint,matched,1,99,True
mouse,mouse:Q7TNK1,no_exact_any_model_TRAIN_DEV_endpoint,all_U,1,198,True
mouse,mouse:P16110,all,background,2,100,True
mouse,mouse:P16110,all,matched,2,100,True
mouse,mouse:P16110,all,all_U,2,200,True
mouse,mouse:P16110,no_exact_TRAIN_DEV_endpoint,background,2,99,True
mouse,mouse:P16110,no_exact_TRAIN_DEV_endpoint,matched,2,100,True
mouse,mouse:P16110,no_exact_TRAIN_DEV_endpoint,all_U,2,199,True
mouse,mouse:P16110,no_exact_any_model_TRAIN_DEV_endpoint,background,2,98,True
mouse,mouse:P16110,no_exact_any_model_TRAIN_DEV_endpoint,matched,2,100,True
mouse,mouse:P16110,no_exact_any_model_TRAIN_DEV_endpoint,all_U,2,198,True
mouse,mouse:Q61501,all,background,3,100,True
mouse,mouse:Q61501,all,matched,3,100,True
mouse,mouse:Q61501,all,all_U,3,200,True
mouse,mouse:Q61501,no_exact_TRAIN_DEV_endpoint,background,3,100,True
mouse,mouse:Q61501,no_exact_TRAIN_DEV_endpoint,matched,3,100,True
mouse,mouse:Q61501,no_exact_TRAIN_DEV_endpoint,all_U,3,200,True
mouse,mouse:Q61501,no_exact_any_model_TRAIN_DEV_endpoint,background,3,100,True
mouse,mouse:Q61501,no_exact_any_model_TRAIN_DEV_endpoint,matched,3,100,True
mouse,mouse:Q61501,no_exact_any_model_TRAIN_DEV_endpoint,all_U,3,200,True
mouse,mouse:P01867,all,background,2,100,True
mouse,mouse:P01867,all,matched,2,100,True
mouse,mouse:P01867,all,all_U,2,200,True
mouse,mouse:P01867,no_exact_TRAIN_DEV_endpoint,background,2,99,True
mouse,mouse:P01867,no_exact_TRAIN_DEV_endpoint,matched,2,92,True
mouse,mouse:P01867,no_exact_TRAIN_DEV_endpoint,all_U,2,191,True
mouse,mouse:P01867,no_exact_any_model_TRAIN_DEV_endpoint,background,2,99,True
mouse,mouse:P01867,no_exact_any_model_TRAIN_DEV_endpoint,matched,2,87,True
mouse,mouse:P01867,no_exact_any_model_TRAIN_DEV_endpoint,all_U,2,186,True
mouse,mouse:Q8VCD5,all,background,2,100,True
mouse,mouse:Q8VCD5,all,matched,2,100,True
mouse,mouse:Q8VCD5,all,all_U,2,200,True
mouse,mouse:Q8VCD5,no_exact_TRAIN_DEV_endpoint,background,2,99,True
mouse,mouse:Q8VCD5,no_exact_TRAIN_DEV_endpoint,matched,2,100,True
mouse,mouse:Q8VCD5,no_exact_TRAIN_DEV_endpoint,all_U,2,199,True
mouse,mouse:Q8VCD5,no_exact_any_model_TRAIN_DEV_endpoint,background,2,99,True
mouse,mouse:Q8VCD5,no_exact_any_model_TRAIN_DEV_endpoint,matched,2,100,True
mouse,mouse:Q8VCD5,no_exact_any_model_TRAIN_DEV_endpoint,all_U,2,199,True
mouse,mouse:P61458,all,background,10,100,True
mouse,mouse:P61458,all,matched,10,100,True
mouse,mouse:P61458,all,all_U,10,200,True
mouse,mouse:P61458,no_exact_TRAIN_DEV_endpoint,background,10,99,True
mouse,mouse:P61458,no_exact_TRAIN_DEV_endpoint,matched,10,100,True
mouse,mouse:P61458,no_exact_TRAIN_DEV_endpoint,all_U,10,199,True
mouse,mouse:P61458,no_exact_any_model_TRAIN_DEV_endpoint,background,10,97,True
mouse,mouse:P61458,no_exact_any_model_TRAIN_DEV_endpoint,matched,10,100,True
mouse,mouse:P61458,no_exact_any_model_TRAIN_DEV_endpoint,all_U,10,197,True
mouse,mouse:Q9CPV7,all,background,8,100,True
mouse,mouse:Q9CPV7,all,matched,8,100,True
mouse,mouse:Q9CPV7,all,all_U,8,200,True
mouse,mouse:Q9CPV7,no_exact_TRAIN_DEV_endpoint,background,7,98,True
mouse,mouse:Q9CPV7,no_exact_TRAIN_DEV_endpoint,matched,7,99,True
mouse,mouse:Q9CPV7,no_exact_TRAIN_DEV_endpoint,all_U,7,197,True
mouse,mouse:Q9CPV7,no_exact_any_model_TRAIN_DEV_endpoint,background,7,97,True
mouse,mouse:Q9CPV7,no_exact_any_model_TRAIN_DEV_endpoint,matched,7,99,True
mouse,mouse:Q9CPV7,no_exact_any_model_TRAIN_DEV_endpoint,all_U,7,196,True
mouse,mouse:Q8C7B8,all,background,2,100,True
mouse,mouse:Q8C7B8,all,matched,2,100,True
mouse,mouse:Q8C7B8,all,all_U,2,200,True
mouse,mouse:Q8C7B8,no_exact_TRAIN_DEV_endpoint,background,1,99,True
mouse,mouse:Q8C7B8,no_exact_TRAIN_DEV_endpoint,matched,1,100,True
mouse,mouse:Q8C7B8,no_exact_TRAIN_DEV_endpoint,all_U,1,199,True
mouse,mouse:Q8C7B8,no_exact_any_model_TRAIN_DEV_endpoint,background,1,96,True
mouse,mouse:Q8C7B8,no_exact_any_model_TRAIN_DEV_endpoint,matched,1,98,True
mouse,mouse:Q8C7B8,no_exact_any_model_TRAIN_DEV_endpoint,all_U,1,194,True
mouse,mouse:P70278,all,background,6,100,True
mouse,mouse:P70278,all,matched,6,100,True
mouse,mouse:P70278,all,all_U,6,200,True
mouse,mouse:P70278,no_exact_TRAIN_DEV_endpoint,background,6,97,True
mouse,mouse:P70278,no_exact_TRAIN_DEV_endpoint,matched,6,99,True
mouse,mouse:P70278,no_exact_TRAIN_DEV_endpoint,all_U,6,196,True
mouse,mouse:P70278,no_exact_any_model_TRAIN_DEV_endpoint,background,6,97,True
