species,target_id,subset,candidate_set,P,U,evaluable
fly,fly:Q9VXI1,no_exact_any_model_TRAIN_DEV_endpoint,matched,3,100,True
fly,fly:Q9VXI1,no_exact_any_model_TRAIN_DEV_endpoint,all_U,3,200,True
fly,fly:Q9VQU9,all,background,10,100,True
fly,fly:Q9VQU9,all,matched,10,100,True
fly,fly:Q9VQU9,all,all_U,10,200,True
fly,fly:Q9VQU9,no_exact_TRAIN_DEV_endpoint,background,10,100,True
fly,fly:Q9VQU9,no_exact_TRAIN_DEV_endpoint,matched,10,100,True
fly,fly:Q9VQU9,no_exact_TRAIN_DEV_endpoint,all_U,10,200,True
fly,fly:Q9VQU9,no_exact_any_model_TRAIN_DEV_endpoint,background,10,100,True
fly,fly:Q9VQU9,no_exact_any_model_TRAIN_DEV_endpoint,matched,10,100,True
fly,fly:Q9VQU9,no_exact_any_model_TRAIN_DEV_endpoint,all_U,10,200,True
fly,fly:Q9VCG8,all,background,3,100,True
fly,fly:Q9VCG8,all,matched,3,100,True
fly,fly:Q9VCG8,all,all_U,3,200,True
fly,fly:Q9VCG8,no_exact_TRAIN_DEV_endpoint,background,3,100,True
fly,fly:Q9VCG8,no_exact_TRAIN_DEV_endpoint,matched,3,100,True
fly,fly:Q9VCG8,no_exact_TRAIN_DEV_endpoint,all_U,3,200,True
fly,fly:Q9VCG8,no_exact_any_model_TRAIN_DEV_endpoint,background,3,100,True
fly,fly:Q9VCG8,no_exact_any_model_TRAIN_DEV_endpoint,matched,3,100,True
fly,fly:Q9VCG8,no_exact_any_model_TRAIN_DEV_endpoint,all_U,3,200,True
fly,fly:P09775,all,background,10,100,True
fly,fly:P09775,all,matched,10,100,True
fly,fly:P09775,all,all_U,10,200,True
fly,fly:P09775,no_exact_TRAIN_DEV_endpoint,background,10,100,True
fly,fly:P09775,no_exact_TRAIN_DEV_endpoint,matched,10,100,True
fly,fly:P09775,no_exact_TRAIN_DEV_endpoint,all_U,10,200,True
fly,fly:P09775,no_exact_any_model_TRAIN_DEV_endpoint,background,10,100,True
fly,fly:P09775,no_exact_any_model_TRAIN_DEV_endpoint,matched,10,100,True
fly,fly:P09775,no_exact_any_model_TRAIN_DEV_endpoint,all_U,10,200,True
fly,fly:Q9W187,all,background,2,100,True
fly,fly:Q9W187,all,matched,2,100,True
fly,fly:Q9W187,all,all_U,2,200,True
fly,fly:Q9W187,no_exact_TRAIN_DEV_endpoint,background,2,100,True
fly,fly:Q9W187,no_exact_TRAIN_DEV_endpoint,matched,2,100,True
fly,fly:Q9W187,no_exact_TRAIN_DEV_endpoint,all_U,2,200,True
fly,fly:Q9W187,no_exact_any_model_TRAIN_DEV_endpoint,background,2,100,True
fly,fly:Q9W187,no_exact_any_model_TRAIN_DEV_endpoint,matched,2,100,True
fly,fly:Q9W187,no_exact_any_model_TRAIN_DEV_endpoint,all_U,2,200,True
fly,fly:Q00748,all,background,8,100,True
fly,fly:Q00748,all,matched,8,100,True
fly,fly:Q00748,all,all_U,8,200,True
fly,fly:Q00748,no_exact_TRAIN_DEV_endpoint,background,8,100,True
fly,fly:Q00748,no_exact_TRAIN_DEV_endpoint,matched,8,100,True
fly,fly:Q00748,no_exact_TRAIN_DEV_endpoint,all_U,8,200,True
fly,fly:Q00748,no_exact_any_model_TRAIN_DEV_endpoint,background,8,100,True
fly,fly:Q00748,no_exact_any_model_TRAIN_DEV_endpoint,matched,8,100,True
fly,fly:Q00748,no_exact_any_model_TRAIN_DEV_endpoint,all_U,8,200,True
fly,fly:Q9VGG3,all,background,10,100,True
fly,fly:Q9VGG3,all,matched,10,100,True
fly,fly:Q9VGG3,all,all_U,10,200,True
fly,fly:Q9VGG3,no_exact_TRAIN_DEV_endpoint,background,10,100,True
fly,fly:Q9VGG3,no_exact_TRAIN_DEV_endpoint,matched,10,100,True
fly,fly:Q9VGG3,no_exact_TRAIN_DEV_endpoint,all_U,10,200,True
fly,fly:Q9VGG3,no_exact_any_model_TRAIN_DEV_endpoint,background,10,100,True
fly,fly:Q9VGG3,no_exact_any_model_TRAIN_DEV_endpoint,matched,10,100,True
fly,fly:Q9VGG3,no_exact_any_model_TRAIN_DEV_endpoint,all_U,10,200,True
fly,fly:Q9VVE3,all,background,3,100,True
fly,fly:Q9VVE3,all,matched,3,100,True
fly,fly:Q9VVE3,all,all_U,3,200,True
fly,fly:Q9VVE3,no_exact_TRAIN_DEV_endpoint,background,3,100,True
fly,fly:Q9VVE3,no_exact_TRAIN_DEV_endpoint,matched,3,100,True
fly,fly:Q9VVE3,no_exact_TRAIN_DEV_endpoint,all_U,3,200,True
fly,fly:Q9VVE3,no_exact_any_model_TRAIN_DEV_endpoint,background,3,100,True
fly,fly:Q9VVE3,no_exact_any_model_TRAIN_DEV_endpoint,matched,3,100,True
fly,fly:Q9VVE3,no_exact_any_model_TRAIN_DEV_endpoint,all_U,3,200,True
fly,fly:Q9VWZ8,all,background,4,100,True
fly,fly:Q9VWZ8,all,matched,4,100,True
fly,fly:Q9VWZ8,all,all_U,4,200,True
fly,fly:Q9VWZ8,no_exact_TRAIN_DEV_endpoint,background,4,100,True
fly,fly:Q9VWZ8,no_exact_TRAIN_DEV_endpoint,matched,4,100,True
fly,fly:Q9VWZ8,no_exact_TRAIN_DEV_endpoint,all_U,4,200,True
fly,fly:Q9VWZ8,no_exact_any_model_TRAIN_DEV_endpoint,background,4,100,True
fly,fly:Q9VWZ8,no_exact_any_model_TRAIN_DEV_endpoint,matched,4,100,True
fly,fly:Q9VWZ8,no_exact_any_model_TRAIN_DEV_endpoint,all_U,4,200,True
fly,fly:O77051,all,background,10,100,True
fly,fly:O77051,all,matched,10,100,True
fly,fly:O77051,all,all_U,10,200,True
fly,fly:O77051,no_exact_TRAIN_DEV_endpoint,background,10,100,True
fly,fly:O77051,no_exact_TRAIN_DEV_endpoint,matched,10,100,True
fly,fly:O77051,no_exact_TRAIN_DEV_endpoint,all_U,10,200,True
fly,fly:O77051,no_exact_any_model_TRAIN_DEV_endpoint,background,10,100,True
fly,fly:O77051,no_exact_any_model_TRAIN_DEV_endpoint,matched,10,100,True
fly,fly:O77051,no_exact_any_model_TRAIN_DEV_endpoint,all_U,10,200,True
fly,fly:Q9W2N0,all,background,7,100,True
fly,fly:Q9W2N0,all,matched,7,100,True
fly,fly:Q9W2N0,all,all_U,7,200,True
fly,fly:Q9W2N0,no_exact_TRAIN_DEV_endpoint,background,7,100,True
fly,fly:Q9W2N0,no_exact_TRAIN_DEV_endpoint,matched,7,100,True
fly,fly:Q9W2N0,no_exact_TRAIN_DEV_endpoint,all_U,7,200,True
fly,fly:Q9W2N0,no_exact_any_model_TRAIN_DEV_endpoint,background,7,100,True
fly,fly:Q9W2N0,no_exact_any_model_TRAIN_DEV_endpoint,matched,7,100,True
fly,fly:Q9W2N0,no_exact_any_model_TRAIN_DEV_endpoint,all_U,7,200,True
fly,fly:Q7KSI9,all,background,2,100,True
fly,fly:Q7KSI9,all,matched,2,100,True
fly,fly:Q7KSI9,all,all_U,2,200,True
fly,fly:Q7KSI9,no_exact_TRAIN_DEV_endpoint,background,2,100,True
fly,fly:Q7KSI9,no_exact_TRAIN_DEV_endpoint,matched,2,100,True
fly,fly:Q7KSI9,no_exact_TRAIN_DEV_endpoint,all_U,2,200,True
fly,fly:Q7KSI9,no_exact_any_model_TRAIN_DEV_endpoint,background,2,100,True
fly,fly:Q7KSI9,no_exact_any_model_TRAIN_DEV_endpoint,matched,2,100,True
fly,fly:Q7KSI9,no_exact_any_model_TRAIN_DEV_endpoint,all_U,2,200,True
fly,fly:Q27368,all,background,9,100,True
fly,fly:Q27368,all,matched,9,100,True
fly,fly:Q27368,all,all_U,9,200,True
fly,fly:Q27368,no_exact_TRAIN_DEV_endpoint,background,9,100,True
fly,fly:Q27368,no_exact_TRAIN_DEV_endpoint,matched,9,100,True
fly,fly:Q27368,no_exact_TRAIN_DEV_endpoint,all_U,9,200,True
fly,fly:Q27368,no_exact_any_model_TRAIN_DEV_endpoint,background,9,100,True
fly,fly:Q27368,no_exact_any_model_TRAIN_DEV_endpoint,matched,9,100,True
fly,fly:Q27368,no_exact_any_model_TRAIN_DEV_endpoint,all_U,9,200,True
fly,fly:P07665,all,background,10,100,True
fly,fly:P07665,all,matched,10,100,True
fly,fly:P07665,all,all_U,10,200,True
fly,fly:P07665,no_exact_TRAIN_DEV_endpoint,background,10,100,True
fly,fly:P07665,no_exact_TRAIN_DEV_endpoint,matched,10,100,True
fly,fly:P07665,no_exact_TRAIN_DEV_endpoint,all_U,10,200,True
fly,fly:P07665,no_exact_any_model_TRAIN_DEV_endpoint,background,10,100,True
fly,fly:P07665,no_exact_any_model_TRAIN_DEV_endpoint,matched,10,100,True
fly,fly:P07665,no_exact_any_model_TRAIN_DEV_endpoint,all_U,10,200,True
fly,fly:Q9VQW7,all,background,5,100,True
fly,fly:Q9VQW7,all,matched,5,100,True
fly,fly:Q9VQW7,all,all_U,5,200,True
fly,fly:Q9VQW7,no_exact_TRAIN_DEV_endpoint,background,5,100,True
fly,fly:Q9VQW7,no_exact_TRAIN_DEV_endpoint,matched,5,100,True
fly,fly:Q9VQW7,no_exact_TRAIN_DEV_endpoint,all_U,5,200,True
fly,fly:Q9VQW7,no_exact_any_model_TRAIN_DEV_endpoint,background,5,100,True
fly,fly:Q9VQW7,no_exact_any_model_TRAIN_DEV_endpoint,matched,5,100,True
fly,fly:Q9VQW7,no_exact_any_model_TRAIN_DEV_endpoint,all_U,5,200,True
fly,fly:Q9W4C4,all,background,2,100,True
fly,fly:Q9W4C4,all,matched,2,100,True
fly,fly:Q9W4C4,all,all_U,2,200,True
fly,fly:Q9W4C4,no_exact_TRAIN_DEV_endpoint,background,2,100,True
fly,fly:Q9W4C4,no_exact_TRAIN_DEV_endpoint,matched,2,100,True
fly,fly:Q9W4C4,no_exact_TRAIN_DEV_endpoint,all_U,2,200,True
fly,fly:Q9W4C4,no_exact_any_model_TRAIN_DEV_endpoint,background,2,100,True
fly,fly:Q9W4C4,no_exact_any_model_TRAIN_DEV_endpoint,matched,2,100,True
fly,fly:Q9W4C4,no_exact_any_model_TRAIN_DEV_endpoint,all_U,2,200,True
fly,fly:Q9VNI4,all,background,10,100,True
fly,fly:Q9VNI4,all,matched,10,100,True
fly,fly:Q9VNI4,all,all_U,10,200,True
fly,fly:Q9VNI4,no_exact_TRAIN_DEV_endpoint,background,10,100,True
fly,fly:Q9VNI4,no_exact_TRAIN_DEV_endpoint,matched,10,100,True
fly,fly:Q9VNI4,no_exact_TRAIN_DEV_endpoint,all_U,10,200,True
fly,fly:Q9VNI4,no_exact_any_model_TRAIN_DEV_endpoint,background,10,100,True
fly,fly:Q9VNI4,no_exact_any_model_TRAIN_DEV_endpoint,matched,10,100,True
fly,fly:Q9VNI4,no_exact_any_model_TRAIN_DEV_endpoint,all_U,10,200,True
fly,fly:P22812,all,background,3,100,True
fly,fly:P22812,all,matched,3,100,True
fly,fly:P22812,all,all_U,3,200,True
fly,fly:P22812,no_exact_TRAIN_DEV_endpoint,background,3,100,True
fly,fly:P22812,no_exact_TRAIN_DEV_endpoint,matched,3,100,True
fly,fly:P22812,no_exact_TRAIN_DEV_endpoint,all_U,3,200,True
fly,fly:P22812,no_exact_any_model_TRAIN_DEV_endpoint,background,3,100,True
fly,fly:P22812,no_exact_any_model_TRAIN_DEV_endpoint,matched,3,100,True
fly,fly:P22812,no_exact_any_model_TRAIN_DEV_endpoint,all_U,3,200,True
fly,fly:Q9V447,all,background,8,100,True
fly,fly:Q9V447,all,matched,8,100,True
fly,fly:Q9V447,all,all_U,8,200,True
fly,fly:Q9V447,no_exact_TRAIN_DEV_endpoint,background,8,100,True
fly,fly:Q9V447,no_exact_TRAIN_DEV_endpoint,matched,8,100,True
fly,fly:Q9V447,no_exact_TRAIN_DEV_endpoint,all_U,8,200,True
fly,fly:Q9V447,no_exact_any_model_TRAIN_DEV_endpoint,background,8,100,True
fly,fly:Q9V447,no_exact_any_model_TRAIN_DEV_endpoint,matched,8,100,True
fly,fly:Q9V447,no_exact_any_model_TRAIN_DEV_endpoint,all_U,8,200,True
worm,worm:Q9XTC6,all,background,5,100,True
worm,worm:Q9XTC6,all,matched,5,100,True
worm,worm:Q9XTC6,all,all_U,5,200,True
worm,worm:Q9XTC6,no_exact_TRAIN_DEV_endpoint,background,5,100,True
worm,worm:Q9XTC6,no_exact_TRAIN_DEV_endpoint,matched,5,100,True
worm,worm:Q9XTC6,no_exact_TRAIN_DEV_endpoint,all_U,5,200,True
worm,worm:Q9XTC6,no_exact_any_model_TRAIN_DEV_endpoint,background,5,100,True
worm,worm:Q9XTC6,no_exact_any_model_TRAIN_DEV_endpoint,matched,5,100,True
worm,worm:Q9XTC6,no_exact_any_model_TRAIN_DEV_endpoint,all_U,5,200,True
worm,worm:Q20778,all,background,4,100,True
worm,worm:Q20778,all,matched,4,100,True
worm,worm:Q20778,all,all_U,4,200,True
worm,worm:Q20778,no_exact_TRAIN_DEV_endpoint,background,4,100,True
worm,worm:Q20778,no_exact_TRAIN_DEV_endpoint,matched,4,100,True
worm,worm:Q20778,no_exact_TRAIN_DEV_endpoint,all_U,4,200,True
worm,worm:Q20778,no_exact_any_model_TRAIN_DEV_endpoint,background,4,100,True
worm,worm:Q20778,no_exact_any_model_TRAIN_DEV_endpoint,matched,4,100,True
worm,worm:Q20778,no_exact_any_model_TRAIN_DEV_endpoint,all_U,4,200,True
worm,worm:O44408,all,background,3,100,True
worm,worm:O44408,all,matched,3,100,True
worm,worm:O44408,all,all_U,3,200,True
worm,worm:O44408,no_exact_TRAIN_DEV_endpoint,background,3,100,True
worm,worm:O44408,no_exact_TRAIN_DEV_endpoint,matched,3,100,True
worm,worm:O44408,no_exact_TRAIN_DEV_endpoint,all_U,3,200,True
worm,worm:O44408,no_exact_any_model_TRAIN_DEV_endpoint,background,3,100,True
worm,worm:O44408,no_exact_any_model_TRAIN_DEV_endpoint,matched,3,100,True
worm,worm:O44408,no_exact_any_model_TRAIN_DEV_endpoint,all_U,3,200,True
worm,worm:Q9BIC2,all,background,2,100,True
worm,worm:Q9BIC2,all,matched,2,100,True
worm,worm:Q9BIC2,all,all_U,2,200,True
worm,worm:Q9BIC2,no_exact_TRAIN_DEV_endpoint,background,2,100,True
worm,worm:Q9BIC2,no_exact_TRAIN_DEV_endpoint,matched,2,100,True
worm,worm:Q9BIC2,no_exact_TRAIN_DEV_endpoint,all_U,2,200,True
worm,worm:Q9BIC2,no_exact_any_model_TRAIN_DEV_endpoint,background,2,100,True
worm,worm:Q9BIC2,no_exact_any_model_TRAIN_DEV_endpoint,matched,2,100,True
worm,worm:Q9BIC2,no_exact_any_model_TRAIN_DEV_endpoint,all_U,2,200,True
worm,worm:Q0G819,all,background,3,100,True
worm,worm:Q0G819,all,matched,3,100,True
worm,worm:Q0G819,all,all_U,3,200,True
worm,worm:Q0G819,no_exact_TRAIN_DEV_endpoint,background,3,100,True
worm,worm:Q0G819,no_exact_TRAIN_DEV_endpoint,matched,3,100,True
worm,worm:Q0G819,no_exact_TRAIN_DEV_endpoint,all_U,3,200,True
worm,worm:Q0G819,no_exact_any_model_TRAIN_DEV_endpoint,background,3,100,True
worm,worm:Q0G819,no_exact_any_model_TRAIN_DEV_endpoint,matched,3,100,True
worm,worm:Q0G819,no_exact_any_model_TRAIN_DEV_endpoint,all_U,3,200,True
worm,worm:Q22212,all,background,3,100,True
worm,worm:Q22212,all,matched,3,100,True
worm,worm:Q22212,all,all_U,3,200,True
worm,worm:Q22212,no_exact_TRAIN_DEV_endpoint,background,3,100,True
worm,worm:Q22212,no_exact_TRAIN_DEV_endpoint,matched,3,100,True
worm,worm:Q22212,no_exact_TRAIN_DEV_endpoint,all_U,3,200,True
worm,worm:Q22212,no_exact_any_model_TRAIN_DEV_endpoint,background,3,100,True
worm,worm:Q22212,no_exact_any_model_TRAIN_DEV_endpoint,matched,3,100,True
worm,worm:Q22212,no_exact_any_model_TRAIN_DEV_endpoint,all_U,3,200,True
worm,worm:P34555,all,background,3,100,True
worm,worm:P34555,all,matched,3,100,True
worm,worm:P34555,all,all_U,3,200,True
worm,worm:P34555,no_exact_TRAIN_DEV_endpoint,background,3,100,True
worm,worm:P34555,no_exact_TRAIN_DEV_endpoint,matched,3,100,True
worm,worm:P34555,no_exact_TRAIN_DEV_endpoint,all_U,3,200,True
worm,worm:P34555,no_exact_any_model_TRAIN_DEV_endpoint,background,3,100,True
worm,worm:P34555,no_exact_any_model_TRAIN_DEV_endpoint,matched,3,100,True
worm,worm:P34555,no_exact_any_model_TRAIN_DEV_endpoint,all_U,3,200,True
worm,worm:Q03571,all,background,2,100,True
worm,worm:Q03571,all,matched,2,100,True
worm,worm:Q03571,all,all_U,2,200,True
worm,worm:Q03571,no_exact_TRAIN_DEV_endpoint,background,2,100,True
worm,worm:Q03571,no_exact_TRAIN_DEV_endpoint,matched,2,100,True
worm,worm:Q03571,no_exact_TRAIN_DEV_endpoint,all_U,2,200,True
worm,worm:Q03571,no_exact_any_model_TRAIN_DEV_endpoint,background,2,100,True
worm,worm:Q03571,no_exact_any_model_TRAIN_DEV_endpoint,matched,2,100,True
worm,worm:Q03571,no_exact_any_model_TRAIN_DEV_endpoint,all_U,2,200,True
worm,worm:O18015,all,background,3,100,True
worm,worm:O18015,all,matched,3,100,True
worm,worm:O18015,all,all_U,3,200,True
worm,worm:O18015,no_exact_TRAIN_DEV_endpoint,background,3,100,True
worm,worm:O18015,no_exact_TRAIN_DEV_endpoint,matched,3,100,True
worm,worm:O18015,no_exact_TRAIN_DEV_endpoint,all_U,3,200,True
worm,worm:O18015,no_exact_any_model_TRAIN_DEV_endpoint,background,3,100,True
worm,worm:O18015,no_exact_any_model_TRAIN_DEV_endpoint,matched,3,100,True
worm,worm:O18015,no_exact_any_model_TRAIN_DEV_endpoint,all_U,3,200,True
worm,worm:O44949,all,background,3,100,True
worm,worm:O44949,all,matched,3,100,True
worm,worm:O44949,all,all_U,3,200,True
worm,worm:O44949,no_exact_TRAIN_DEV_endpoint,background,3,100,True
worm,worm:O44949,no_exact_TRAIN_DEV_endpoint,matched,3,100,True
worm,worm:O44949,no_exact_TRAIN_DEV_endpoint,all_U,3,200,True
worm,worm:O44949,no_exact_any_model_TRAIN_DEV_endpoint,background,3,100,True
worm,worm:O44949,no_exact_any_model_TRAIN_DEV_endpoint,matched,3,100,True
worm,worm:O44949,no_exact_any_model_TRAIN_DEV_endpoint,all_U,3,200,True
worm,worm:Q17549,all,background,6,100,True
worm,worm:Q17549,all,matched,6,100,True
worm,worm:Q17549,all,all_U,6,200,True
worm,worm:Q17549,no_exact_TRAIN_DEV_endpoint,background,6,100,True
worm,worm:Q17549,no_exact_TRAIN_DEV_endpoint,matched,6,100,True
worm,worm:Q17549,no_exact_TRAIN_DEV_endpoint,all_U,6,200,True
worm,worm:Q17549,no_exact_any_model_TRAIN_DEV_endpoint,background,6,100,True
worm,worm:Q17549,no_exact_any_model_TRAIN_DEV_endpoint,matched,6,100,True
worm,worm:Q17549,no_exact_any_model_TRAIN_DEV_endpoint,all_U,6,200,True
worm,worm:P34260,all,background,2,100,True
worm,worm:P34260,all,matched,2,100,True
worm,worm:P34260,all,all_U,2,200,True
worm,worm:P34260,no_exact_TRAIN_DEV_endpoint,background,2,100,True
worm,worm:P34260,no_exact_TRAIN_DEV_endpoint,matched,2,100,True
worm,worm:P34260,no_exact_TRAIN_DEV_endpoint,all_U,2,200,True
worm,worm:P34260,no_exact_any_model_TRAIN_DEV_endpoint,background,2,100,True
worm,worm:P34260,no_exact_any_model_TRAIN_DEV_endpoint,matched,2,100,True
worm,worm:P34260,no_exact_any_model_TRAIN_DEV_endpoint,all_U,2,200,True
worm,worm:O45599,all,background,2,100,True
worm,worm:O45599,all,matched,2,100,True
worm,worm:O45599,all,all_U,2,200,True
worm,worm:O45599,no_exact_TRAIN_DEV_endpoint,background,2,100,True
worm,worm:O45599,no_exact_TRAIN_DEV_endpoint,matched,2,100,True
worm,worm:O45599,no_exact_TRAIN_DEV_endpoint,all_U,2,200,True
worm,worm:O45599,no_exact_any_model_TRAIN_DEV_endpoint,background,2,100,True
worm,worm:O45599,no_exact_any_model_TRAIN_DEV_endpoint,matched,2,100,True
worm,worm:O45599,no_exact_any_model_TRAIN_DEV_endpoint,all_U,2,200,True
worm,worm:Q95ZQ4,all,background,10,100,True
worm,worm:Q95ZQ4,all,matched,10,100,True
worm,worm:Q95ZQ4,all,all_U,10,200,True
worm,worm:Q95ZQ4,no_exact_TRAIN_DEV_endpoint,background,10,100,True
worm,worm:Q95ZQ4,no_exact_TRAIN_DEV_endpoint,matched,10,100,True
worm,worm:Q95ZQ4,no_exact_TRAIN_DEV_endpoint,all_U,10,200,True
worm,worm:Q95ZQ4,no_exact_any_model_TRAIN_DEV_endpoint,background,10,100,True
worm,worm:Q95ZQ4,no_exact_any_model_TRAIN_DEV_endpoint,matched,10,100,True
worm,worm:Q95ZQ4,no_exact_any_model_TRAIN_DEV_endpoint,all_U,10,200,True
worm,worm:Q65XX1,all,background,2,100,True
worm,worm:Q65XX1,all,matched,2,100,True
worm,worm:Q65XX1,all,all_U,2,200,True
worm,worm:Q65XX1,no_exact_TRAIN_DEV_endpoint,background,2,100,True
worm,worm:Q65XX1,no_exact_TRAIN_DEV_endpoint,matched,2,100,True
worm,worm:Q65XX1,no_exact_TRAIN_DEV_endpoint,all_U,2,200,True
worm,worm:Q65XX1,no_exact_any_model_TRAIN_DEV_endpoint,background,2,100,True
worm,worm:Q65XX1,no_exact_any_model_TRAIN_DEV_endpoint,matched,2,100,True
worm,worm:Q65XX1,no_exact_any_model_TRAIN_DEV_endpoint,all_U,2,200,True
worm,worm:P34447,all,background,5,100,True
worm,worm:P34447,all,matched,5,100,True
worm,worm:P34447,all,all_U,5,200,True
worm,worm:P34447,no_exact_TRAIN_DEV_endpoint,background,5,100,True
worm,worm:P34447,no_exact_TRAIN_DEV_endpoint,matched,5,100,True
worm,worm:P34447,no_exact_TRAIN_DEV_endpoint,all_U,5,200,True
worm,worm:P34447,no_exact_any_model_TRAIN_DEV_endpoint,background,5,100,True
worm,worm:P34447,no_exact_any_model_TRAIN_DEV_endpoint,matched,5,100,True
worm,worm:P34447,no_exact_any_model_TRAIN_DEV_endpoint,all_U,5,200,True
worm,worm:O01530,all,background,4,100,True
worm,worm:O01530,all,matched,4,100,True
worm,worm:O01530,all,all_U,4,200,True
worm,worm:O01530,no_exact_TRAIN_DEV_endpoint,background,4,100,True
worm,worm:O01530,no_exact_TRAIN_DEV_endpoint,matched,4,100,True
worm,worm:O01530,no_exact_TRAIN_DEV_endpoint,all_U,4,200,True
worm,worm:O01530,no_exact_any_model_TRAIN_DEV_endpoint,background,4,100,True
worm,worm:O01530,no_exact_any_model_TRAIN_DEV_endpoint,matched,4,100,True
worm,worm:O01530,no_exact_any_model_TRAIN_DEV_endpoint,all_U,4,200,True
worm,worm:O44180,all,background,2,100,True
worm,worm:O44180,all,matched,2,100,True
worm,worm:O44180,all,all_U,2,200,True
worm,worm:O44180,no_exact_TRAIN_DEV_endpoint,background,2,100,True
worm,worm:O44180,no_exact_TRAIN_DEV_endpoint,matched,2,100,True
worm,worm:O44180,no_exact_TRAIN_DEV_endpoint,all_U,2,200,True
worm,worm:O44180,no_exact_any_model_TRAIN_DEV_endpoint,background,2,100,True
worm,worm:O44180,no_exact_any_model_TRAIN_DEV_endpoint,matched,2,100,True
worm,worm:O44180,no_exact_any_model_TRAIN_DEV_endpoint,all_U,2,200,True
worm,worm:Q9XVF7,all,background,5,100,True
worm,worm:Q9XVF7,all,matched,5,100,True
worm,worm:Q9XVF7,all,all_U,5,200,True
worm,worm:Q9XVF7,no_exact_TRAIN_DEV_endpoint,background,5,100,True
worm,worm:Q9XVF7,no_exact_TRAIN_DEV_endpoint,matched,5,100,True
worm,worm:Q9XVF7,no_exact_TRAIN_DEV_endpoint,all_U,5,200,True
worm,worm:Q9XVF7,no_exact_any_model_TRAIN_DEV_endpoint,background,5,100,True
worm,worm:Q9XVF7,no_exact_any_model_TRAIN_DEV_endpoint,matched,5,100,True
worm,worm:Q9XVF7,no_exact_any_model_TRAIN_DEV_endpoint,all_U,5,200,True
worm,worm:Q17561,all,background,2,100,True
worm,worm:Q17561,all,matched,2,100,True
worm,worm:Q17561,all,all_U,2,200,True
worm,worm:Q17561,no_exact_TRAIN_DEV_endpoint,background,2,100,True
worm,worm:Q17561,no_exact_TRAIN_DEV_endpoint,matched,2,100,True
worm,worm:Q17561,no_exact_TRAIN_DEV_endpoint,all_U,2,200,True
worm,worm:Q17561,no_exact_any_model_TRAIN_DEV_endpoint,background,2,100,True
worm,worm:Q17561,no_exact_any_model_TRAIN_DEV_endpoint,matched,2,100,True
worm,worm:Q17561,no_exact_any_model_TRAIN_DEV_endpoint,all_U,2,200,True
worm,worm:Q9XVS2,all,background,10,100,True
worm,worm:Q9XVS2,all,matched,10,100,True
worm,worm:Q9XVS2,all,all_U,10,200,True
worm,worm:Q9XVS2,no_exact_TRAIN_DEV_endpoint,background,10,100,True
worm,worm:Q9XVS2,no_exact_TRAIN_DEV_endpoint,matched,10,100,True
worm,worm:Q9XVS2,no_exact_TRAIN_DEV_endpoint,all_U,10,200,True
worm,worm:Q9XVS2,no_exact_any_model_TRAIN_DEV_endpoint,background,10,100,True
worm,worm:Q9XVS2,no_exact_any_model_TRAIN_DEV_endpoint,matched,10,100,True
worm,worm:Q9XVS2,no_exact_any_model_TRAIN_DEV_endpoint,all_U,10,200,True
worm,worm:Q9U2C9,all,background,4,100,True
worm,worm:Q9U2C9,all,matched,4,100,True
worm,worm:Q9U2C9,all,all_U,4,200,True
worm,worm:Q9U2C9,no_exact_TRAIN_DEV_endpoint,background,4,100,True
worm,worm:Q9U2C9,no_exact_TRAIN_DEV_endpoint,matched,4,100,True
worm,worm:Q9U2C9,no_exact_TRAIN_DEV_endpoint,all_U,4,200,True
worm,worm:Q9U2C9,no_exact_any_model_TRAIN_DEV_endpoint,background,4,100,True
worm,worm:Q9U2C9,no_exact_any_model_TRAIN_DEV_endpoint,matched,4,100,True
worm,worm:Q9U2C9,no_exact_any_model_TRAIN_DEV_endpoint,all_U,4,200,True
worm,worm:Q9TZ37,all,background,5,100,True
worm,worm:Q9TZ37,all,matched,5,100,True
worm,worm:Q9TZ37,all,all_U,5,200,True
worm,worm:Q9TZ37,no_exact_TRAIN_DEV_endpoint,background,5,100,True
worm,worm:Q9TZ37,no_exact_TRAIN_DEV_endpoint,matched,5,100,True
worm,worm:Q9TZ37,no_exact_TRAIN_DEV_endpoint,all_U,5,200,True
worm,worm:Q9TZ37,no_exact_any_model_TRAIN_DEV_endpoint,background,5,100,True
worm,worm:Q9TZ37,no_exact_any_model_TRAIN_DEV_endpoint,matched,5,100,True
worm,worm:Q9TZ37,no_exact_any_model_TRAIN_DEV_endpoint,all_U,5,200,True
worm,worm:O45189,all,background,6,100,True
worm,worm:O45189,all,matched,6,100,True
worm,worm:O45189,all,all_U,6,200,True
worm,worm:O45189,no_exact_TRAIN_DEV_endpoint,background,6,100,True
worm,worm:O45189,no_exact_TRAIN_DEV_endpoint,matched,6,100,True
worm,worm:O45189,no_exact_TRAIN_DEV_endpoint,all_U,6,200,True
worm,worm:O45189,no_exact_any_model_TRAIN_DEV_endpoint,background,6,100,True
worm,worm:O45189,no_exact_any_model_TRAIN_DEV_endpoint,matched,6,100,True
worm,worm:O45189,no_exact_any_model_TRAIN_DEV_endpoint,all_U,6,200,True
worm,worm:O17586,all,background,6,100,True
worm,worm:O17586,all,matched,6,100,True
worm,worm:O17586,all,all_U,6,200,True
worm,worm:O17586,no_exact_TRAIN_DEV_endpoint,background,6,100,True
