species,subset,candidate_set,metric,model,targets,estimate,ci_low,ci_high
ecoli,no_exact_TRAIN_DEV_endpoint,background,P_vs_U_concordance,ipin_optimized,50,0.5601490476190476,0.5155266428571429,0.6052697142857143
ecoli,no_exact_TRAIN_DEV_endpoint,background,P_vs_U_concordance,tuna_retrained,50,0.5652952380952382,0.52678925,0.6057543333333334
ecoli,no_exact_TRAIN_DEV_endpoint,background,P_vs_U_concordance,ipin_tuna_31k,50,0.5594142857142856,0.5157297023809523,0.603765119047619
ecoli,no_exact_TRAIN_DEV_endpoint,background,average_precision,ipin_baseline,50,0.0962954862287203,0.06857543979472969,0.13023805489061227
ecoli,no_exact_TRAIN_DEV_endpoint,background,average_precision,ipin_optimized,50,0.09154867371784531,0.06581342508631917,0.12430927516045963
ecoli,no_exact_TRAIN_DEV_endpoint,background,average_precision,tuna_retrained,50,0.08005201699786699,0.06098219497949192,0.10243005439051411
ecoli,no_exact_TRAIN_DEV_endpoint,background,average_precision,ipin_tuna_31k,50,0.0952207862697356,0.07465380474806514,0.1202288255309702
ecoli,no_exact_TRAIN_DEV_endpoint,background,reciprocal_rank,ipin_baseline,50,0.16357429204198987,0.10121172486327296,0.23698991749332246
ecoli,no_exact_TRAIN_DEV_endpoint,background,reciprocal_rank,ipin_optimized,50,0.14451912399439348,0.09178780855542344,0.20882137779317686
ecoli,no_exact_TRAIN_DEV_endpoint,background,reciprocal_rank,tuna_retrained,50,0.12696653141492362,0.07684154418501485,0.1893635965178532
ecoli,no_exact_TRAIN_DEV_endpoint,background,reciprocal_rank,ipin_tuna_31k,50,0.17367890256234716,0.1179920967448034,0.23777724071505124
ecoli,no_exact_TRAIN_DEV_endpoint,background,recall_at_10,ipin_baseline,50,0.12042857142857143,0.07314285714285715,0.1723345238095238
ecoli,no_exact_TRAIN_DEV_endpoint,background,recall_at_10,ipin_optimized,50,0.0980952380952381,0.05671428571428572,0.145
ecoli,no_exact_TRAIN_DEV_endpoint,background,recall_at_10,tuna_retrained,50,0.09257142857142857,0.04823809523809525,0.14857142857142855
ecoli,no_exact_TRAIN_DEV_endpoint,background,recall_at_10,ipin_tuna_31k,50,0.1537142857142857,0.106,0.20404880952380955
ecoli,no_exact_TRAIN_DEV_endpoint,background,NDCG_at_10,ipin_baseline,50,0.09259439372074882,0.05181369998847448,0.13911007364720362
ecoli,no_exact_TRAIN_DEV_endpoint,background,NDCG_at_10,ipin_optimized,50,0.07737586181011295,0.040850033943606506,0.12199209942859864
ecoli,no_exact_TRAIN_DEV_endpoint,background,NDCG_at_10,tuna_retrained,50,0.0637221991704752,0.033077179897660125,0.09957657734310087
ecoli,no_exact_TRAIN_DEV_endpoint,background,NDCG_at_10,ipin_tuna_31k,50,0.10513511319198614,0.07138592360085028,0.143047591363354
ecoli,no_exact_TRAIN_DEV_endpoint,matched,P_vs_U_concordance,ipin_baseline,50,0.5517833333333333,0.5046427857142857,0.5982027857142858
ecoli,no_exact_TRAIN_DEV_endpoint,matched,P_vs_U_concordance,ipin_optimized,50,0.5604942857142858,0.5156005595238096,0.604086
ecoli,no_exact_TRAIN_DEV_endpoint,matched,P_vs_U_concordance,tuna_retrained,50,0.55738,0.5187359523809524,0.5967801785714285
ecoli,no_exact_TRAIN_DEV_endpoint,matched,P_vs_U_concordance,ipin_tuna_31k,50,0.5519233333333333,0.5097360833333333,0.5962246309523809
ecoli,no_exact_TRAIN_DEV_endpoint,matched,average_precision,ipin_baseline,50,0.09690087606620251,0.06832116615782112,0.13214750147531254
ecoli,no_exact_TRAIN_DEV_endpoint,matched,average_precision,ipin_optimized,50,0.09452192437854412,0.06674821502526204,0.13014314453591097
ecoli,no_exact_TRAIN_DEV_endpoint,matched,average_precision,tuna_retrained,50,0.07520313634288686,0.05921238254008913,0.09445730065359195
ecoli,no_exact_TRAIN_DEV_endpoint,matched,average_precision,ipin_tuna_31k,50,0.08927072445529287,0.07178534666675448,0.10819657369616154
ecoli,no_exact_TRAIN_DEV_endpoint,matched,reciprocal_rank,ipin_baseline,50,0.15574530259665326,0.09626404980760693,0.22614027363746914
ecoli,no_exact_TRAIN_DEV_endpoint,matched,reciprocal_rank,ipin_optimized,50,0.15774665505482255,0.09398694756360942,0.2344079496397941
ecoli,no_exact_TRAIN_DEV_endpoint,matched,reciprocal_rank,tuna_retrained,50,0.11859858198016944,0.07159802676237566,0.17970365001783947
ecoli,no_exact_TRAIN_DEV_endpoint,matched,reciprocal_rank,ipin_tuna_31k,50,0.16431834732228057,0.11480882333707604,0.22036321085939564
ecoli,no_exact_TRAIN_DEV_endpoint,matched,recall_at_10,ipin_baseline,50,0.11823809523809524,0.07066666666666667,0.17314523809523805
ecoli,no_exact_TRAIN_DEV_endpoint,matched,recall_at_10,ipin_optimized,50,0.11776190476190478,0.0723297619047619,0.16728690476190475
ecoli,no_exact_TRAIN_DEV_endpoint,matched,recall_at_10,tuna_retrained,50,0.0809047619047619,0.04171428571428572,0.12547738095238092
ecoli,no_exact_TRAIN_DEV_endpoint,matched,recall_at_10,ipin_tuna_31k,50,0.13604761904761903,0.08933333333333333,0.18610119047619036
ecoli,no_exact_TRAIN_DEV_endpoint,matched,NDCG_at_10,ipin_baseline,50,0.0901123563023752,0.049060189279733234,0.13807583433653975
ecoli,no_exact_TRAIN_DEV_endpoint,matched,NDCG_at_10,ipin_optimized,50,0.08845005155254247,0.04905829822993218,0.13549941555130685
ecoli,no_exact_TRAIN_DEV_endpoint,matched,NDCG_at_10,tuna_retrained,50,0.05648452181338092,0.028723129404133345,0.08873498169201247
ecoli,no_exact_TRAIN_DEV_endpoint,matched,NDCG_at_10,ipin_tuna_31k,50,0.0940629270893294,0.06098889038296536,0.12936559834756559
ecoli,no_exact_TRAIN_DEV_endpoint,all_U,P_vs_U_concordance,ipin_baseline,50,0.5462447619047619,0.4992783095238095,0.5921217142857143
ecoli,no_exact_TRAIN_DEV_endpoint,all_U,P_vs_U_concordance,ipin_optimized,50,0.5603216666666667,0.5166518452380953,0.6026836904761905
ecoli,no_exact_TRAIN_DEV_endpoint,all_U,P_vs_U_concordance,tuna_retrained,50,0.5613376190476189,0.5230550892857143,0.5994101547619047
ecoli,no_exact_TRAIN_DEV_endpoint,all_U,P_vs_U_concordance,ipin_tuna_31k,50,0.5556688095238096,0.5132943273809524,0.597840363095238
ecoli,no_exact_TRAIN_DEV_endpoint,all_U,average_precision,ipin_baseline,50,0.061422736815379686,0.03734899639546588,0.09326127218425263
ecoli,no_exact_TRAIN_DEV_endpoint,all_U,average_precision,ipin_optimized,50,0.054462272087410286,0.03444118139941542,0.08440682585398769
ecoli,no_exact_TRAIN_DEV_endpoint,all_U,average_precision,tuna_retrained,50,0.041075697528420975,0.03144125873955592,0.05313920960986296
ecoli,no_exact_TRAIN_DEV_endpoint,all_U,average_precision,ipin_tuna_31k,50,0.05021183641730784,0.03895780454804985,0.06324260677956452
ecoli,no_exact_TRAIN_DEV_endpoint,all_U,reciprocal_rank,ipin_baseline,50,0.11388790309680599,0.057631600641157396,0.1844735165377658
ecoli,no_exact_TRAIN_DEV_endpoint,all_U,reciprocal_rank,ipin_optimized,50,0.08854361104973384,0.05035619327579998,0.13904509476549995
ecoli,no_exact_TRAIN_DEV_endpoint,all_U,reciprocal_rank,tuna_retrained,50,0.06658357308089403,0.039010119476908224,0.10119627684000566
ecoli,no_exact_TRAIN_DEV_endpoint,all_U,reciprocal_rank,ipin_tuna_31k,50,0.09501320337492897,0.06457751385624931,0.12939301765642827
ecoli,no_exact_TRAIN_DEV_endpoint,all_U,recall_at_10,ipin_baseline,50,0.0727142857142857,0.035,0.11642857142857144
ecoli,no_exact_TRAIN_DEV_endpoint,all_U,recall_at_10,ipin_optimized,50,0.07223809523809524,0.03323809523809524,0.11800000000000001
ecoli,no_exact_TRAIN_DEV_endpoint,all_U,recall_at_10,tuna_retrained,50,0.03238095238095238,0.01,0.06238095238095237
ecoli,no_exact_TRAIN_DEV_endpoint,all_U,recall_at_10,ipin_tuna_31k,50,0.09352380952380952,0.056666666666666664,0.134
ecoli,no_exact_TRAIN_DEV_endpoint,all_U,NDCG_at_10,ipin_baseline,50,0.05862918377226696,0.024180390810228637,0.10162949163246057
ecoli,no_exact_TRAIN_DEV_endpoint,all_U,NDCG_at_10,ipin_optimized,50,0.05032574620365098,0.020407712457626535,0.08966205273931574
ecoli,no_exact_TRAIN_DEV_endpoint,all_U,NDCG_at_10,tuna_retrained,50,0.022874592749800145,0.006048788018709798,0.043255266654501405
ecoli,no_exact_TRAIN_DEV_endpoint,all_U,NDCG_at_10,ipin_tuna_31k,50,0.056691301453918486,0.03424781980144409,0.08163807891085002
mouse,no_exact_any_model_TRAIN_DEV_endpoint,background,P_vs_U_concordance,ipin_baseline,47,0.751435492768224,0.6979561774208333,0.8025018106899562
mouse,no_exact_any_model_TRAIN_DEV_endpoint,background,P_vs_U_concordance,ipin_optimized,47,0.7299278645460129,0.6760446045017524,0.7813374429426094
mouse,no_exact_any_model_TRAIN_DEV_endpoint,background,P_vs_U_concordance,tuna_retrained,47,0.7214235505119837,0.6551202343566065,0.7824558000220851
mouse,no_exact_any_model_TRAIN_DEV_endpoint,background,P_vs_U_concordance,ipin_tuna_31k,47,0.7727537648826537,0.7214136434242929,0.820458213872659
mouse,no_exact_any_model_TRAIN_DEV_endpoint,background,average_precision,ipin_baseline,47,0.21051463601770687,0.14601427553245544,0.28620487611131995
mouse,no_exact_any_model_TRAIN_DEV_endpoint,background,average_precision,ipin_optimized,47,0.18581192438165295,0.13139150354605567,0.24927343200733024
mouse,no_exact_any_model_TRAIN_DEV_endpoint,background,average_precision,tuna_retrained,47,0.20492426158031726,0.15151786341143542,0.26621714103928834
mouse,no_exact_any_model_TRAIN_DEV_endpoint,background,average_precision,ipin_tuna_31k,47,0.20864189015382736,0.15917817059188524,0.262668436794691
mouse,no_exact_any_model_TRAIN_DEV_endpoint,background,reciprocal_rank,ipin_baseline,47,0.259111795210807,0.1705649573486019,0.3576372371459347
mouse,no_exact_any_model_TRAIN_DEV_endpoint,background,reciprocal_rank,ipin_optimized,47,0.25805802171783565,0.17324564754537558,0.3522775184324298
mouse,no_exact_any_model_TRAIN_DEV_endpoint,background,reciprocal_rank,tuna_retrained,47,0.2747052372672256,0.18756983330192456,0.3717683321881277
mouse,no_exact_any_model_TRAIN_DEV_endpoint,background,reciprocal_rank,ipin_tuna_31k,47,0.2867105695623485,0.1963556489078794,0.38493079459875
mouse,no_exact_any_model_TRAIN_DEV_endpoint,background,recall_at_10,ipin_baseline,47,0.3041033434650456,0.20176671732522797,0.41165273556231
mouse,no_exact_any_model_TRAIN_DEV_endpoint,background,recall_at_10,ipin_optimized,47,0.2785714285714285,0.18333333333333335,0.38166413373860175
mouse,no_exact_any_model_TRAIN_DEV_endpoint,background,recall_at_10,tuna_retrained,47,0.39790611279972976,0.29618118878757177,0.4996327254305977
mouse,no_exact_any_model_TRAIN_DEV_endpoint,background,recall_at_10,ipin_tuna_31k,47,0.3919790611279973,0.27798969942586965,0.5099024822695035
mouse,no_exact_any_model_TRAIN_DEV_endpoint,background,NDCG_at_10,ipin_baseline,47,0.21595244202099406,0.13624409727956902,0.304644098137411
mouse,no_exact_any_model_TRAIN_DEV_endpoint,background,NDCG_at_10,ipin_optimized,47,0.19526793886401028,0.12562122816389615,0.2741451665974685
mouse,no_exact_any_model_TRAIN_DEV_endpoint,background,NDCG_at_10,tuna_retrained,47,0.25127067863045477,0.18220702752750823,0.3247949935830606
mouse,no_exact_any_model_TRAIN_DEV_endpoint,background,NDCG_at_10,ipin_tuna_31k,47,0.24725120154727762,0.1722514513456752,0.323831246303839
mouse,no_exact_any_model_TRAIN_DEV_endpoint,matched,P_vs_U_concordance,ipin_baseline,47,0.7233432186281459,0.6711530963084937,0.7741899536856606
mouse,no_exact_any_model_TRAIN_DEV_endpoint,matched,P_vs_U_concordance,ipin_optimized,47,0.7122233055050007,0.6589066940811731,0.7643302087601868
mouse,no_exact_any_model_TRAIN_DEV_endpoint,matched,P_vs_U_concordance,tuna_retrained,47,0.7175095213583769,0.6556422488712785,0.7776416552996251
mouse,no_exact_any_model_TRAIN_DEV_endpoint,matched,P_vs_U_concordance,ipin_tuna_31k,47,0.7577701865878365,0.7132275857318117,0.8008759470418158
mouse,no_exact_any_model_TRAIN_DEV_endpoint,matched,average_precision,ipin_baseline,47,0.17810679098292526,0.12135083774133791,0.24596659779342525
mouse,no_exact_any_model_TRAIN_DEV_endpoint,matched,average_precision,ipin_optimized,47,0.1614925215143154,0.11041547255466895,0.22483106497058816
mouse,no_exact_any_model_TRAIN_DEV_endpoint,matched,average_precision,tuna_retrained,47,0.20201303755947714,0.147174799825307,0.26495224172050597
mouse,no_exact_any_model_TRAIN_DEV_endpoint,matched,average_precision,ipin_tuna_31k,47,0.19812722216640521,0.14546905097489024,0.2578767613724896
mouse,no_exact_any_model_TRAIN_DEV_endpoint,matched,reciprocal_rank,ipin_baseline,47,0.2267175139241864,0.14942098928791478,0.3153403261930287
mouse,no_exact_any_model_TRAIN_DEV_endpoint,matched,reciprocal_rank,ipin_optimized,47,0.19806984927688373,0.13292424627007607,0.27426939379137466
mouse,no_exact_any_model_TRAIN_DEV_endpoint,matched,reciprocal_rank,tuna_retrained,47,0.2761097445638236,0.1884876547171843,0.37288280193618434
mouse,no_exact_any_model_TRAIN_DEV_endpoint,matched,reciprocal_rank,ipin_tuna_31k,47,0.29619104915691635,0.19849906644426749,0.40476320847138236
mouse,no_exact_any_model_TRAIN_DEV_endpoint,matched,recall_at_10,ipin_baseline,47,0.24007092198581556,0.15597771023302937,0.3333333333333333
mouse,no_exact_any_model_TRAIN_DEV_endpoint,matched,recall_at_10,ipin_optimized,47,0.26681864235055724,0.16904128672745697,0.37345618034447825
mouse,no_exact_any_model_TRAIN_DEV_endpoint,matched,recall_at_10,tuna_retrained,47,0.36822019587977034,0.261903917595407,0.4815653495440728
mouse,no_exact_any_model_TRAIN_DEV_endpoint,matched,recall_at_10,ipin_tuna_31k,47,0.2907801418439716,0.19974544072948328,0.3887550658561297
mouse,no_exact_any_model_TRAIN_DEV_endpoint,matched,NDCG_at_10,ipin_baseline,47,0.17385447474016422,0.10418467574384192,0.25271015684586107
mouse,no_exact_any_model_TRAIN_DEV_endpoint,matched,NDCG_at_10,ipin_optimized,47,0.1692389701566368,0.10487170292383903,0.24271880734637527
mouse,no_exact_any_model_TRAIN_DEV_endpoint,matched,NDCG_at_10,tuna_retrained,47,0.23746221519911637,0.16523264946321622,0.31685610191976354
mouse,no_exact_any_model_TRAIN_DEV_endpoint,matched,NDCG_at_10,ipin_tuna_31k,47,0.2152009438835577,0.1422956381862542,0.2950902364365234
mouse,no_exact_any_model_TRAIN_DEV_endpoint,all_U,P_vs_U_concordance,ipin_baseline,47,0.7373375138468248,0.6851250828158773,0.7880446689993095
mouse,no_exact_any_model_TRAIN_DEV_endpoint,all_U,P_vs_U_concordance,ipin_optimized,47,0.7211790685925025,0.6686162678496275,0.7711848126528819
mouse,no_exact_any_model_TRAIN_DEV_endpoint,all_U,P_vs_U_concordance,tuna_retrained,47,0.7195150750087899,0.6566321626298685,0.7779177447895382
mouse,no_exact_any_model_TRAIN_DEV_endpoint,all_U,P_vs_U_concordance,ipin_tuna_31k,47,0.7653044578843154,0.7187030865828311,0.8090820097357897
mouse,no_exact_any_model_TRAIN_DEV_endpoint,all_U,average_precision,ipin_baseline,47,0.13562325003476614,0.07997143351892874,0.20516865328378578
mouse,no_exact_any_model_TRAIN_DEV_endpoint,all_U,average_precision,ipin_optimized,47,0.11201282582785886,0.06674688671740693,0.17083261046616927
mouse,no_exact_any_model_TRAIN_DEV_endpoint,all_U,average_precision,tuna_retrained,47,0.1342192188363497,0.08815718836187543,0.18995494722946443
mouse,no_exact_any_model_TRAIN_DEV_endpoint,all_U,average_precision,ipin_tuna_31k,47,0.1220933762507597,0.08774242749925128,0.16113425619787622
mouse,no_exact_any_model_TRAIN_DEV_endpoint,all_U,reciprocal_rank,ipin_baseline,47,0.17691150540271586,0.09916269207955351,0.2685336226535963
mouse,no_exact_any_model_TRAIN_DEV_endpoint,all_U,reciprocal_rank,ipin_optimized,47,0.1521050783210239,0.088277493448777,0.2298006325292071
mouse,no_exact_any_model_TRAIN_DEV_endpoint,all_U,reciprocal_rank,tuna_retrained,47,0.19411686106054551,0.11636347324725241,0.28467692753846835
mouse,no_exact_any_model_TRAIN_DEV_endpoint,all_U,reciprocal_rank,ipin_tuna_31k,47,0.1961083490511661,0.1217190751965538,0.28237108211015804
mouse,no_exact_any_model_TRAIN_DEV_endpoint,all_U,recall_at_10,ipin_baseline,47,0.16484295845997973,0.09088145896656535,0.24944275582573452
mouse,no_exact_any_model_TRAIN_DEV_endpoint,all_U,recall_at_10,ipin_optimized,47,0.185612968591692,0.10405268490374874,0.276193009118541
mouse,no_exact_any_model_TRAIN_DEV_endpoint,all_U,recall_at_10,tuna_retrained,47,0.20607902735562308,0.125531914893617,0.2897745694022289
mouse,no_exact_any_model_TRAIN_DEV_endpoint,all_U,recall_at_10,ipin_tuna_31k,47,0.15977710233029382,0.0928951367781155,0.23394376899696043
mouse,no_exact_any_model_TRAIN_DEV_endpoint,all_U,NDCG_at_10,ipin_baseline,47,0.1280845844656383,0.0631539148701505,0.20668838550670668
mouse,no_exact_any_model_TRAIN_DEV_endpoint,all_U,NDCG_at_10,ipin_optimized,47,0.1171012369953713,0.060262657346161354,0.18461465804894928
mouse,no_exact_any_model_TRAIN_DEV_endpoint,all_U,NDCG_at_10,tuna_retrained,47,0.14272769564549412,0.083692471324898,0.20755960021014197
mouse,no_exact_any_model_TRAIN_DEV_endpoint,all_U,NDCG_at_10,ipin_tuna_31k,47,0.11807435095266611,0.06815645739765618,0.17404222833966154
fly,no_exact_any_model_TRAIN_DEV_endpoint,background,P_vs_U_concordance,ipin_baseline,50,0.6453751467051467,0.5988853311087061,0.6892097738095239
fly,no_exact_any_model_TRAIN_DEV_endpoint,background,P_vs_U_concordance,ipin_optimized,50,0.6281347787397789,0.5820706652236652,0.6731683899711399
fly,no_exact_any_model_TRAIN_DEV_endpoint,background,P_vs_U_concordance,tuna_retrained,50,0.675267113997114,0.6314727059884561,0.7182039682539682
fly,no_exact_any_model_TRAIN_DEV_endpoint,background,P_vs_U_concordance,ipin_tuna_31k,50,0.6711114165464166,0.6270649777537277,0.7125143095238095
fly,no_exact_any_model_TRAIN_DEV_endpoint,background,average_precision,ipin_baseline,50,0.1615448996877427,0.12845642909855656,0.19607436698097191
fly,no_exact_any_model_TRAIN_DEV_endpoint,background,average_precision,ipin_optimized,50,0.18261368543377227,0.1424777453140442,0.2256045949971988
fly,no_exact_any_model_TRAIN_DEV_endpoint,background,average_precision,tuna_retrained,50,0.2053691654552663,0.1592792624240795,0.25362232576436383
fly,no_exact_any_model_TRAIN_DEV_endpoint,background,average_precision,ipin_tuna_31k,50,0.1984428602329059,0.15829273586882875,0.24073334130500848
fly,no_exact_any_model_TRAIN_DEV_endpoint,background,reciprocal_rank,ipin_baseline,50,0.3010239538887707,0.2131068905203439,0.39407914439925623
fly,no_exact_any_model_TRAIN_DEV_endpoint,background,reciprocal_rank,ipin_optimized,50,0.37284981136665896,0.2680610748473303,0.4829817263062944
fly,no_exact_any_model_TRAIN_DEV_endpoint,background,reciprocal_rank,tuna_retrained,50,0.37033610039385906,0.27187975968715195,0.4738270122334563
fly,no_exact_any_model_TRAIN_DEV_endpoint,background,reciprocal_rank,ipin_tuna_31k,50,0.3440374405510229,0.2538172729647263,0.4387997753166471
fly,no_exact_any_model_TRAIN_DEV_endpoint,background,recall_at_10,ipin_baseline,50,0.1801031746031746,0.12473769841269841,0.2403813492063492
fly,no_exact_any_model_TRAIN_DEV_endpoint,background,recall_at_10,ipin_optimized,50,0.23201587301587304,0.16604682539682541,0.30454900793650785
fly,no_exact_any_model_TRAIN_DEV_endpoint,background,recall_at_10,tuna_retrained,50,0.20834920634920637,0.1536825396825397,0.26424841269841265
fly,no_exact_any_model_TRAIN_DEV_endpoint,background,recall_at_10,ipin_tuna_31k,50,0.2346825396825397,0.17321210317460314,0.2993099206349206
fly,no_exact_any_model_TRAIN_DEV_endpoint,background,NDCG_at_10,ipin_baseline,50,0.15386656374870966,0.10828562105497276,0.20146873585811126
fly,no_exact_any_model_TRAIN_DEV_endpoint,background,NDCG_at_10,ipin_optimized,50,0.20110574719493404,0.14492260724031944,0.2607218584094253
fly,no_exact_any_model_TRAIN_DEV_endpoint,background,NDCG_at_10,tuna_retrained,50,0.20484069714762987,0.14884322695378904,0.2639469247651613
fly,no_exact_any_model_TRAIN_DEV_endpoint,background,NDCG_at_10,ipin_tuna_31k,50,0.20704673408286303,0.15466250743501295,0.2605347066842245
fly,no_exact_any_model_TRAIN_DEV_endpoint,matched,P_vs_U_concordance,ipin_baseline,50,0.6436579653679654,0.5974131374458874,0.6907108232323234
fly,no_exact_any_model_TRAIN_DEV_endpoint,matched,P_vs_U_concordance,ipin_optimized,50,0.6293549783549783,0.5843096966089465,0.6752701006493506
fly,no_exact_any_model_TRAIN_DEV_endpoint,matched,P_vs_U_concordance,tuna_retrained,50,0.6784411183261183,0.6336929181096681,0.7229464448051949
fly,no_exact_any_model_TRAIN_DEV_endpoint,matched,P_vs_U_concordance,ipin_tuna_31k,50,0.6723108513708514,0.63212773502886,0.7112816484487733
fly,no_exact_any_model_TRAIN_DEV_endpoint,matched,average_precision,ipin_baseline,50,0.1592954283381574,0.12856358113850047,0.19205133110872646
fly,no_exact_any_model_TRAIN_DEV_endpoint,matched,average_precision,ipin_optimized,50,0.17335338810903436,0.13856170895850559,0.21009493298807252
fly,no_exact_any_model_TRAIN_DEV_endpoint,matched,average_precision,tuna_retrained,50,0.2112832755180221,0.16732504047246874,0.25917405701395463
fly,no_exact_any_model_TRAIN_DEV_endpoint,matched,average_precision,ipin_tuna_31k,50,0.18715526430071108,0.15152841520981772,0.22387661658467936
fly,no_exact_any_model_TRAIN_DEV_endpoint,matched,reciprocal_rank,ipin_baseline,50,0.29953759649677336,0.2102535441722346,0.3976753253266367
fly,no_exact_any_model_TRAIN_DEV_endpoint,matched,reciprocal_rank,ipin_optimized,50,0.33750384034593317,0.24341657837827663,0.4404218156388258
fly,no_exact_any_model_TRAIN_DEV_endpoint,matched,reciprocal_rank,tuna_retrained,50,0.4326714312291242,0.32203339073529763,0.5463495609463836
fly,no_exact_any_model_TRAIN_DEV_endpoint,matched,reciprocal_rank,ipin_tuna_31k,50,0.3690615014070896,0.2653130302091699,0.4766974414474414
fly,no_exact_any_model_TRAIN_DEV_endpoint,matched,recall_at_10,ipin_baseline,50,0.1589920634920635,0.1075470238095238,0.21885833333333332
fly,no_exact_any_model_TRAIN_DEV_endpoint,matched,recall_at_10,ipin_optimized,50,0.19080158730158728,0.13576924603174603,0.2525801587301587
fly,no_exact_any_model_TRAIN_DEV_endpoint,matched,recall_at_10,tuna_retrained,50,0.2154047619047619,0.16271408730158732,0.2714458333333333
fly,no_exact_any_model_TRAIN_DEV_endpoint,matched,recall_at_10,ipin_tuna_31k,50,0.23518253968253966,0.17693650793650792,0.29784365079365077
fly,no_exact_any_model_TRAIN_DEV_endpoint,matched,NDCG_at_10,ipin_baseline,50,0.14339568825135934,0.10006505262641324,0.1893205577463604
fly,no_exact_any_model_TRAIN_DEV_endpoint,matched,NDCG_at_10,ipin_optimized,50,0.17409253935705885,0.1246845185341783,0.22698786135621804
fly,no_exact_any_model_TRAIN_DEV_endpoint,matched,NDCG_at_10,tuna_retrained,50,0.2150610755007172,0.16124533486841808,0.2732145108912235
fly,no_exact_any_model_TRAIN_DEV_endpoint,matched,NDCG_at_10,ipin_tuna_31k,50,0.20006494640825664,0.15166108898647487,0.24882690099744934
fly,no_exact_any_model_TRAIN_DEV_endpoint,all_U,P_vs_U_concordance,ipin_baseline,50,0.6445160046263062,0.5982765491893993,0.6895545786870861
fly,no_exact_any_model_TRAIN_DEV_endpoint,all_U,P_vs_U_concordance,ipin_optimized,50,0.6287468929967297,0.5839062424822525,0.6742699970238093
fly,no_exact_any_model_TRAIN_DEV_endpoint,all_U,P_vs_U_concordance,tuna_retrained,50,0.6768550125628141,0.6318748923636037,0.7202662894681743
fly,no_exact_any_model_TRAIN_DEV_endpoint,all_U,P_vs_U_concordance,ipin_tuna_31k,50,0.6717162903804739,0.6292922633803939,0.712732577251336
fly,no_exact_any_model_TRAIN_DEV_endpoint,all_U,average_precision,ipin_baseline,50,0.09360941266148208,0.07336620244446661,0.11584131555968323
fly,no_exact_any_model_TRAIN_DEV_endpoint,all_U,average_precision,ipin_optimized,50,0.11093593590453786,0.08555294378117334,0.13885859186630894
fly,no_exact_any_model_TRAIN_DEV_endpoint,all_U,average_precision,tuna_retrained,50,0.13768873633526835,0.10225162028790546,0.17781743300858296
fly,no_exact_any_model_TRAIN_DEV_endpoint,all_U,average_precision,ipin_tuna_31k,50,0.12039257662732523,0.09277128026562169,0.15128191581685832
fly,no_exact_any_model_TRAIN_DEV_endpoint,all_U,reciprocal_rank,ipin_baseline,50,0.19641358118601798,0.13056383755462073,0.27229755701233793
fly,no_exact_any_model_TRAIN_DEV_endpoint,all_U,reciprocal_rank,ipin_optimized,50,0.28192012545442136,0.18578299144261742,0.3858548684715854
fly,no_exact_any_model_TRAIN_DEV_endpoint,all_U,reciprocal_rank,tuna_retrained,50,0.3111763305892307,0.21394228013176636,0.41687704263600955
fly,no_exact_any_model_TRAIN_DEV_endpoint,all_U,reciprocal_rank,ipin_tuna_31k,50,0.2755307688460626,0.18105788115043753,0.3754557484044026
fly,no_exact_any_model_TRAIN_DEV_endpoint,all_U,recall_at_10,ipin_baseline,50,0.10524603174603175,0.06315535714285714,0.15844444444444444
fly,no_exact_any_model_TRAIN_DEV_endpoint,all_U,recall_at_10,ipin_optimized,50,0.12122222222222222,0.07749861111111112,0.17127777777777775
fly,no_exact_any_model_TRAIN_DEV_endpoint,all_U,recall_at_10,tuna_retrained,50,0.15049206349206348,0.10419027777777777,0.20077003968253967
fly,no_exact_any_model_TRAIN_DEV_endpoint,all_U,recall_at_10,ipin_tuna_31k,50,0.12796031746031744,0.08660257936507935,0.1738900793650794
fly,no_exact_any_model_TRAIN_DEV_endpoint,all_U,NDCG_at_10,ipin_baseline,50,0.08856533728327542,0.056906509336005516,0.12408663382768124
fly,no_exact_any_model_TRAIN_DEV_endpoint,all_U,NDCG_at_10,ipin_optimized,50,0.11552112840932413,0.07605449348133198,0.15771808084413075
fly,no_exact_any_model_TRAIN_DEV_endpoint,all_U,NDCG_at_10,tuna_retrained,50,0.15095278521491357,0.10251921596729072,0.20331415258199026
fly,no_exact_any_model_TRAIN_DEV_endpoint,all_U,NDCG_at_10,ipin_tuna_31k,50,0.12154294800907181,0.08093973584584936,0.16561021313980512
worm,no_exact_any_model_TRAIN_DEV_endpoint,background,P_vs_U_concordance,ipin_baseline,50,0.6045577777777779,0.5506461666666668,0.6580911666666667
worm,no_exact_any_model_TRAIN_DEV_endpoint,background,P_vs_U_concordance,ipin_optimized,50,0.6321622222222222,0.58312475,0.6803156666666665
worm,no_exact_any_model_TRAIN_DEV_endpoint,background,P_vs_U_concordance,tuna_retrained,50,0.6209266666666666,0.5738461666666668,0.6684503333333334
worm,no_exact_any_model_TRAIN_DEV_endpoint,background,P_vs_U_concordance,ipin_tuna_31k,50,0.6598344444444444,0.6112229166666667,0.7072836944444444
worm,no_exact_any_model_TRAIN_DEV_endpoint,background,average_precision,ipin_baseline,50,0.17297044325158725,0.12371678532427645,0.2297363750945175
worm,no_exact_any_model_TRAIN_DEV_endpoint,background,average_precision,ipin_optimized,50,0.16035270108761165,0.11600535526884384,0.2108884050827405
