target,positive_subset,candidate_set,reference_model,P,U,reference_P_vs_U_concordance,selected_31k_P_vs_U_concordance,delta_P_vs_U_concordance,reference_average_precision,selected_31k_average_precision,delta_average_precision,reference_reciprocal_rank,selected_31k_reciprocal_rank,delta_reciprocal_rank,reference_recovered_P_at_5,selected_31k_recovered_P_at_5,delta_recovered_P_at_5,reference_recovered_P_at_10,selected_31k_recovered_P_at_10,delta_recovered_P_at_10,reference_recovered_P_at_20,selected_31k_recovered_P_at_20,delta_recovered_P_at_20
CDK2,exclude_all_five_prior_pairs,background,ipin_baseline,1,148,0.668918918918919,0.8513513513513513,0.18243243243243235,0.02,0.043478260869565216,0.023478260869565216,0.02,0.043478260869565216,0.023478260869565216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HIF1A,exclude_all_five_prior_pairs,background,ipin_baseline,1,148,0.9527027027027027,0.8783783783783784,-0.07432432432432434,0.125,0.05263157894736842,-0.07236842105263158,0.125,0.05263157894736842,-0.07236842105263158,0.0,0.0,0.0,1.0,0.0,-1.0,1.0,1.0,0.0
CTNNB1,exclude_all_five_prior_pairs,background,ipin_baseline,2,145,0.9275862068965517,0.8068965517241379,-0.12068965517241381,0.29545454545454547,0.11851851851851852,-0.17693602693602695,0.5,0.2,-0.3,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
ERN1,exclude_all_five_prior_pairs,background,ipin_optimized,4,194,0.5128865979381443,0.729381443298969,0.21649484536082475,0.04536272308313789,0.15633306751727805,0.11097034443414015,0.1111111111111111,0.3333333333333333,0.2222222222222222,0.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0
TP53,exclude_all_five_prior_pairs,background,ipin_optimized,1,149,0.5570469798657718,1.0,0.4429530201342282,0.014925373134328358,1.0,0.9850746268656716,0.014925373134328358,1.0,0.9850746268656716,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
EGFR,exclude_all_five_prior_pairs,background,ipin_optimized,2,148,0.6148648648648649,0.9966216216216216,0.3817567567567567,0.02505896226415094,0.8333333333333333,0.8082743710691823,0.018867924528301886,1.0,0.9811320754716981,0.0,2.0,2.0,0.0,2.0,2.0,0.0,2.0,2.0
KEAP1,exclude_all_five_prior_pairs,background,ipin_optimized,2,150,0.5733333333333334,0.7766666666666666,0.20333333333333325,0.02348901098901099,0.05600539811066127,0.03251638712165028,0.025,0.07692307692307693,0.051923076923076926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
BRCA1,exclude_all_five_prior_pairs,background,ipin_optimized,1,147,0.9183673469387755,0.7414965986394558,-0.1768707482993197,0.07692307692307693,0.02564102564102564,-0.05128205128205129,0.07692307692307693,0.02564102564102564,-0.05128205128205129,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0
KRAS,exclude_all_five_prior_pairs,background,ipin_optimized,2,149,0.9228187919463087,0.8758389261744967,-0.04697986577181201,0.11212121212121212,0.07323232323232323,-0.03888888888888889,0.09090909090909091,0.05555555555555555,-0.03535353535353536,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,-1.0
CDK2,exclude_all_five_prior_pairs,background,ipin_optimized,1,148,0.9594594594594594,0.8513513513513513,-0.10810810810810811,0.14285714285714285,0.043478260869565216,-0.09937888198757763,0.14285714285714285,0.043478260869565216,-0.09937888198757763,0.0,0.0,0.0,1.0,0.0,-1.0,1.0,0.0,-1.0
HIF1A,exclude_all_five_prior_pairs,background,ipin_optimized,1,148,0.9797297297297297,0.8783783783783784,-0.10135135135135132,0.25,0.05263157894736842,-0.19736842105263158,0.25,0.05263157894736842,-0.19736842105263158,1.0,0.0,-1.0,1.0,0.0,-1.0,1.0,1.0,0.0
CTNNB1,exclude_all_five_prior_pairs,background,ipin_optimized,2,145,0.603448275862069,0.8068965517241379,0.20344827586206893,0.027252906976744186,0.11851851851851852,0.09126561154177434,0.03125,0.2,0.16875,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
ERN1,exclude_all_five_prior_pairs,background,tuna_retrained,4,194,0.7384020618556701,0.729381443298969,-0.00902061855670111,0.29113089618802696,0.15633306751727805,-0.1347978286707489,1.0,0.3333333333333333,-0.6666666666666667,1.0,1.0,0.0,1.0,2.0,1.0,1.0,2.0,1.0
TP53,exclude_all_five_prior_pairs,background,tuna_retrained,1,149,0.9664429530201343,1.0,0.03355704697986572,0.16666666666666666,1.0,0.8333333333333334,0.16666666666666666,1.0,0.8333333333333334,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
EGFR,exclude_all_five_prior_pairs,background,tuna_retrained,2,148,0.6486486486486487,0.9966216216216216,0.3479729729729729,0.05219298245614035,0.8333333333333333,0.7811403508771929,0.08333333333333333,1.0,0.9166666666666666,0.0,2.0,2.0,0.0,2.0,2.0,1.0,2.0,1.0
KEAP1,exclude_all_five_prior_pairs,background,tuna_retrained,2,150,0.43,0.7766666666666666,0.3466666666666666,0.016802784844021958,0.05600539811066127,0.03920261326663931,0.012987012987012988,0.07692307692307693,0.06393606393606394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
BRCA1,exclude_all_five_prior_pairs,background,tuna_retrained,1,147,0.9863945578231292,0.7414965986394558,-0.2448979591836734,0.3333333333333333,0.02564102564102564,-0.30769230769230765,0.3333333333333333,0.02564102564102564,-0.30769230769230765,1.0,0.0,-1.0,1.0,0.0,-1.0,1.0,0.0,-1.0
KRAS,exclude_all_five_prior_pairs,background,tuna_retrained,2,149,0.9161073825503355,0.8758389261744967,-0.04026845637583887,0.10427807486631016,0.07323232323232323,-0.03104575163398693,0.09090909090909091,0.05555555555555555,-0.03535353535353536,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,-1.0
CDK2,exclude_all_five_prior_pairs,background,tuna_retrained,1,148,0.9121621621621622,0.8513513513513513,-0.060810810810810856,0.07142857142857142,0.043478260869565216,-0.02795031055900621,0.07142857142857142,0.043478260869565216,-0.02795031055900621,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0
HIF1A,exclude_all_five_prior_pairs,background,tuna_retrained,1,148,0.5878378378378378,0.8783783783783784,0.29054054054054057,0.016129032258064516,0.05263157894736842,0.0365025466893039,0.016129032258064516,0.05263157894736842,0.0365025466893039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
CTNNB1,exclude_all_five_prior_pairs,background,tuna_retrained,2,145,0.6655172413793103,0.8068965517241379,0.14137931034482754,0.08218125960061444,0.11851851851851852,0.03633725891790408,0.14285714285714285,0.2,0.05714285714285716,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
ERN1,exclude_all_five_prior_pairs,background,tuna_original,4,194,0.8440721649484536,0.729381443298969,-0.11469072164948457,0.3017343038386467,0.15633306751727805,-0.14540123632136864,1.0,0.3333333333333333,-0.6666666666666667,1.0,1.0,0.0,1.0,2.0,1.0,1.0,2.0,1.0
TP53,exclude_all_five_prior_pairs,background,tuna_original,1,149,0.9261744966442953,1.0,0.0738255033557047,0.08333333333333333,1.0,0.9166666666666666,0.08333333333333333,1.0,0.9166666666666666,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
EGFR,exclude_all_five_prior_pairs,background,tuna_original,2,148,0.9966216216216216,0.9966216216216216,0.0,0.8333333333333333,0.8333333333333333,0.0,1.0,1.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0
KEAP1,exclude_all_five_prior_pairs,background,tuna_original,2,150,0.61,0.7766666666666666,0.16666666666666663,0.02429667519181586,0.05600539811066127,0.03170872291884541,0.0196078431372549,0.07692307692307693,0.057315233785822026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
BRCA1,exclude_all_five_prior_pairs,background,tuna_original,1,147,0.9319727891156463,0.7414965986394558,-0.19047619047619047,0.09090909090909091,0.02564102564102564,-0.06526806526806528,0.09090909090909091,0.02564102564102564,-0.06526806526806528,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0
KRAS,exclude_all_five_prior_pairs,background,tuna_original,2,149,0.9228187919463087,0.8758389261744967,-0.04697986577181201,0.12406015037593984,0.07323232323232323,-0.05082782714361661,0.14285714285714285,0.05555555555555555,-0.0873015873015873,0.0,0.0,0.0,1.0,0.0,-1.0,2.0,1.0,-1.0
CDK2,exclude_all_five_prior_pairs,background,tuna_original,1,148,0.5945945945945946,0.8513513513513513,0.2567567567567567,0.01639344262295082,0.043478260869565216,0.027084818246614396,0.01639344262295082,0.043478260869565216,0.027084818246614396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HIF1A,exclude_all_five_prior_pairs,background,tuna_original,1,148,0.5878378378378378,0.8783783783783784,0.29054054054054057,0.016129032258064516,0.05263157894736842,0.0365025466893039,0.016129032258064516,0.05263157894736842,0.0365025466893039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
CTNNB1,exclude_all_five_prior_pairs,background,tuna_original,2,145,0.696551724137931,0.8068965517241379,0.1103448275862069,0.048701298701298704,0.11851851851851852,0.06981721981721982,0.07142857142857142,0.2,0.1285714285714286,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
ERN1,exclude_all_five_prior_pairs,low_plausibility,ipin_baseline,4,195,0.4782051282051282,0.7141025641025641,0.2358974358974359,0.06700686994165256,0.33859447004608295,0.2715876001044304,0.2,1.0,0.8,1.0,1.0,0.0,1.0,2.0,1.0,1.0,2.0,1.0
TP53,exclude_all_five_prior_pairs,low_plausibility,ipin_baseline,1,149,0.6510067114093959,1.0,0.3489932885906041,0.018867924528301886,1.0,0.9811320754716981,0.018867924528301886,1.0,0.9811320754716981,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
EGFR,exclude_all_five_prior_pairs,low_plausibility,ipin_baseline,2,147,0.7278911564625851,0.9965986394557823,0.26870748299319724,0.03554778554778555,0.8333333333333333,0.7977855477855477,0.02564102564102564,1.0,0.9743589743589743,0.0,2.0,2.0,0.0,2.0,2.0,0.0,2.0,2.0
KEAP1,exclude_all_five_prior_pairs,low_plausibility,ipin_baseline,2,150,0.61,0.8833333333333333,0.2733333333333333,0.02429667519181586,0.10368663594470046,0.0793899607528846,0.0196078431372549,0.14285714285714285,0.12324929971988795,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0
BRCA1,exclude_all_five_prior_pairs,low_plausibility,ipin_baseline,1,149,0.87248322147651,0.9328859060402684,0.06040268456375841,0.05,0.09090909090909091,0.04090909090909091,0.05,0.09090909090909091,0.04090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
KRAS,exclude_all_five_prior_pairs,low_plausibility,ipin_baseline,2,147,0.9319727891156463,0.9931972789115646,0.061224489795918324,0.12692307692307692,0.75,0.6230769230769231,0.1,1.0,0.9,0.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,0.0
CDK2,exclude_all_five_prior_pairs,low_plausibility,ipin_baseline,1,149,0.8456375838926175,0.9664429530201343,0.12080536912751683,0.041666666666666664,0.16666666666666666,0.125,0.041666666666666664,0.16666666666666666,0.125,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0
HIF1A,exclude_all_five_prior_pairs,low_plausibility,ipin_baseline,1,147,1.0,0.9931972789115646,-0.006802721088435382,1.0,0.5,-0.5,1.0,0.5,-0.5,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
CTNNB1,exclude_all_five_prior_pairs,low_plausibility,ipin_baseline,2,150,0.96,0.9366666666666666,-0.023333333333333317,0.5714285714285714,0.5476190476190477,-0.023809523809523725,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,1.0,-1.0
ERN1,exclude_all_five_prior_pairs,low_plausibility,ipin_optimized,4,195,0.491025641025641,0.7141025641025641,0.22307692307692312,0.06654017948853398,0.33859447004608295,0.272054290557549,0.2,1.0,0.8,1.0,1.0,0.0,1.0,2.0,1.0,1.0,2.0,1.0
TP53,exclude_all_five_prior_pairs,low_plausibility,ipin_optimized,1,149,0.6644295302013423,1.0,0.3355704697986577,0.0196078431372549,1.0,0.9803921568627451,0.0196078431372549,1.0,0.9803921568627451,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
EGFR,exclude_all_five_prior_pairs,low_plausibility,ipin_optimized,2,147,0.7074829931972789,0.9965986394557823,0.2891156462585034,0.033028455284552845,0.8333333333333333,0.8003048780487804,0.024390243902439025,1.0,0.975609756097561,0.0,2.0,2.0,0.0,2.0,2.0,0.0,2.0,2.0
KEAP1,exclude_all_five_prior_pairs,low_plausibility,ipin_optimized,2,150,0.6066666666666667,0.8833333333333333,0.2766666666666666,0.02811094452773613,0.10368663594470046,0.07557569141696432,0.034482758620689655,0.14285714285714285,0.1083743842364532,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0
BRCA1,exclude_all_five_prior_pairs,low_plausibility,ipin_optimized,1,149,0.9932885906040269,0.9328859060402684,-0.06040268456375841,0.5,0.09090909090909091,-0.40909090909090906,0.5,0.09090909090909091,-0.40909090909090906,1.0,0.0,-1.0,1.0,0.0,-1.0,1.0,1.0,0.0
KRAS,exclude_all_five_prior_pairs,low_plausibility,ipin_optimized,2,147,0.9965986394557823,0.9931972789115646,-0.003401360544217691,0.8333333333333333,0.75,-0.08333333333333326,1.0,1.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0
CDK2,exclude_all_five_prior_pairs,low_plausibility,ipin_optimized,1,149,1.0,0.9664429530201343,-0.03355704697986572,1.0,0.16666666666666666,-0.8333333333333334,1.0,0.16666666666666666,-0.8333333333333334,1.0,0.0,-1.0,1.0,1.0,0.0,1.0,1.0,0.0
HIF1A,exclude_all_five_prior_pairs,low_plausibility,ipin_optimized,1,147,1.0,0.9931972789115646,-0.006802721088435382,1.0,0.5,-0.5,1.0,0.5,-0.5,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
CTNNB1,exclude_all_five_prior_pairs,low_plausibility,ipin_optimized,2,150,0.7633333333333333,0.9366666666666666,0.17333333333333334,0.052380952380952375,0.5476190476190477,0.4952380952380953,0.07142857142857142,1.0,0.9285714285714286,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
ERN1,exclude_all_five_prior_pairs,low_plausibility,tuna_retrained,4,195,0.85,0.7141025641025641,-0.13589743589743586,0.3497762741460221,0.33859447004608295,-0.01118180409993913,1.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,3.0,2.0,-1.0
TP53,exclude_all_five_prior_pairs,low_plausibility,tuna_retrained,1,149,0.9865771812080537,1.0,0.01342281879194629,0.3333333333333333,1.0,0.6666666666666667,0.3333333333333333,1.0,0.6666666666666667,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
EGFR,exclude_all_five_prior_pairs,low_plausibility,tuna_retrained,2,147,0.7551020408163265,0.9965986394557823,0.24149659863945583,0.0861344537815126,0.8333333333333333,0.7471988795518206,0.14285714285714285,1.0,0.8571428571428572,0.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0
KEAP1,exclude_all_five_prior_pairs,low_plausibility,tuna_retrained,2,150,0.3566666666666667,0.8833333333333333,0.5266666666666666,0.014989517819706498,0.10368663594470046,0.08869711812499395,0.011111111111111112,0.14285714285714285,0.13174603174603175,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0
BRCA1,exclude_all_five_prior_pairs,low_plausibility,tuna_retrained,1,149,0.9932885906040269,0.9328859060402684,-0.06040268456375841,0.5,0.09090909090909091,-0.40909090909090906,0.5,0.09090909090909091,-0.40909090909090906,1.0,0.0,-1.0,1.0,0.0,-1.0,1.0,1.0,0.0
KRAS,exclude_all_five_prior_pairs,low_plausibility,tuna_retrained,2,147,0.9965986394557823,0.9931972789115646,-0.003401360544217691,0.8333333333333333,0.75,-0.08333333333333326,1.0,1.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0
CDK2,exclude_all_five_prior_pairs,low_plausibility,tuna_retrained,1,149,0.9731543624161074,0.9664429530201343,-0.006711409395973145,0.2,0.16666666666666666,-0.033333333333333354,0.2,0.16666666666666666,-0.033333333333333354,1.0,0.0,-1.0,1.0,1.0,0.0,1.0,1.0,0.0
HIF1A,exclude_all_five_prior_pairs,low_plausibility,tuna_retrained,1,147,0.8503401360544217,0.9931972789115646,0.1428571428571429,0.043478260869565216,0.5,0.4565217391304348,0.043478260869565216,0.5,0.4565217391304348,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
CTNNB1,exclude_all_five_prior_pairs,low_plausibility,tuna_retrained,2,150,0.84,0.9366666666666666,0.09666666666666668,0.27040816326530615,0.5476190476190477,0.2772108843537415,0.5,1.0,0.5,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
ERN1,exclude_all_five_prior_pairs,low_plausibility,tuna_original,4,195,0.9846153846153847,0.7141025641025641,-0.27051282051282055,0.5798611111111112,0.33859447004608295,-0.2412666410650282,1.0,1.0,0.0,2.0,1.0,-1.0,4.0,2.0,-2.0,4.0,2.0,-2.0
TP53,exclude_all_five_prior_pairs,low_plausibility,tuna_original,1,149,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
EGFR,exclude_all_five_prior_pairs,low_plausibility,tuna_original,2,147,1.0,0.9965986394557823,-0.003401360544217691,1.0,0.8333333333333333,-0.16666666666666674,1.0,1.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0
KEAP1,exclude_all_five_prior_pairs,low_plausibility,tuna_original,2,150,0.72,0.8833333333333333,0.16333333333333333,0.03367003367003367,0.10368663594470046,0.07001660227466679,0.030303030303030304,0.14285714285714285,0.11255411255411255,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0
BRCA1,exclude_all_five_prior_pairs,low_plausibility,tuna_original,1,149,1.0,0.9328859060402684,-0.06711409395973156,1.0,0.09090909090909091,-0.9090909090909091,1.0,0.09090909090909091,-0.9090909090909091,1.0,0.0,-1.0,1.0,0.0,-1.0,1.0,1.0,0.0
KRAS,exclude_all_five_prior_pairs,low_plausibility,tuna_original,2,147,0.8231292517006803,0.9931972789115646,0.17006802721088432,0.07729468599033816,0.75,0.6727053140096618,0.1111111111111111,1.0,0.8888888888888888,0.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0
CDK2,exclude_all_five_prior_pairs,low_plausibility,tuna_original,1,149,0.8523489932885906,0.9664429530201343,0.11409395973154368,0.043478260869565216,0.16666666666666666,0.12318840579710144,0.043478260869565216,0.16666666666666666,0.12318840579710144,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0
HIF1A,exclude_all_five_prior_pairs,low_plausibility,tuna_original,1,147,0.8775510204081632,0.9931972789115646,0.11564625850340138,0.05263157894736842,0.5,0.4473684210526316,0.05263157894736842,0.5,0.4473684210526316,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
CTNNB1,exclude_all_five_prior_pairs,low_plausibility,tuna_original,2,150,0.6933333333333334,0.9366666666666666,0.2433333333333333,0.05065666041275797,0.5476190476190477,0.4969623872062897,0.07692307692307693,1.0,0.9230769230769231,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
ERN1,exclude_all_five_prior_pairs,context_background,ipin_baseline,4,386,0.4740932642487047,0.7571243523316062,0.28303108808290156,0.02318912715434905,0.07924929971988796,0.05606017256553891,0.058823529411764705,0.14285714285714285,0.08403361344537814,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0
TP53,exclude_all_five_prior_pairs,context_background,ipin_baseline,1,298,0.3422818791946309,0.9966442953020134,0.6543624161073824,0.005076142131979695,0.5,0.4949238578680203,0.005076142131979695,0.5,0.4949238578680203,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
EGFR,exclude_all_five_prior_pairs,context_background,ipin_baseline,2,294,0.7653061224489796,0.9948979591836735,0.22959183673469397,0.020909090909090912,0.7,0.6790909090909091,0.015151515151515152,1.0,0.9848484848484849,0.0,2.0,2.0,0.0,2.0,2.0,0.0,2.0,2.0
KEAP1,exclude_all_five_prior_pairs,context_background,ipin_baseline,2,298,0.37080536912751677,0.7231543624161074,0.35234899328859065,0.0077914041404140415,0.0203125,0.01252109585958596,0.005681818181818182,0.025,0.019318181818181818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRCA1,exclude_all_five_prior_pairs,context_background,ipin_baseline,1,295,0.5661016949152542,0.6305084745762712,0.06440677966101704,0.007751937984496124,0.00909090909090909,0.0013389711064129665,0.007751937984496124,0.00909090909090909,0.0013389711064129665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KRAS,exclude_all_five_prior_pairs,context_background,ipin_baseline,2,295,0.6661016949152543,0.8440677966101695,0.17796610169491522,0.014753111200321155,0.03077268643306379,0.016019575232742635,0.010638297872340425,0.023809523809523808,0.013171225937183383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDK2,exclude_all_five_prior_pairs,context_background,ipin_baseline,1,298,0.5738255033557047,0.8120805369127517,0.23825503355704702,0.0078125,0.017543859649122806,0.009731359649122806,0.0078125,0.017543859649122806,0.009731359649122806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HIF1A,exclude_all_five_prior_pairs,context_background,ipin_baseline,1,297,0.9292929292929293,0.8518518518518519,-0.07744107744107742,0.045454545454545456,0.022222222222222223,-0.023232323232323233,0.045454545454545456,0.022222222222222223,-0.023232323232323233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CTNNB1,exclude_all_five_prior_pairs,context_background,ipin_baseline,2,289,0.9152249134948097,0.7889273356401384,-0.12629757785467133,0.14583333333333334,0.06417624521072797,-0.08165708812260537,0.25,0.1111111111111111,-0.1388888888888889,1.0,0.0,-1.0,1.0,1.0,0.0,1.0,1.0,0.0
ERN1,exclude_all_five_prior_pairs,context_background,ipin_optimized,4,386,0.5006476683937824,0.7571243523316062,0.25647668393782386,0.026562452698816335,0.07924929971988796,0.052686847021071626,0.07142857142857142,0.14285714285714285,0.07142857142857142,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0
TP53,exclude_all_five_prior_pairs,context_background,ipin_optimized,1,298,0.4664429530201342,0.9966442953020134,0.5302013422818792,0.00625,0.5,0.49375,0.00625,0.5,0.49375,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
EGFR,exclude_all_five_prior_pairs,context_background,ipin_optimized,2,294,0.6564625850340136,0.9948979591836735,0.33843537414965996,0.014284340130819546,0.7,0.6857156598691804,0.010869565217391304,1.0,0.9891304347826086,0.0,2.0,2.0,0.0,2.0,2.0,0.0,2.0,2.0
KEAP1,exclude_all_five_prior_pairs,context_background,ipin_optimized,2,298,0.46308724832214765,0.7231543624161074,0.2600671140939598,0.009373902353354408,0.0203125,0.010938597646645593,0.009615384615384616,0.025,0.015384615384615385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRCA1,exclude_all_five_prior_pairs,context_background,ipin_optimized,1,295,0.8813559322033898,0.6305084745762712,-0.2508474576271186,0.027777777777777776,0.00909090909090909,-0.018686868686868686,0.027777777777777776,0.00909090909090909,-0.018686868686868686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KRAS,exclude_all_five_prior_pairs,context_background,ipin_optimized,2,295,0.9016949152542373,0.8440677966101695,-0.057627118644067776,0.04939024390243903,0.03077268643306379,-0.018617557469375236,0.05,0.023809523809523808,-0.026190476190476195,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0
CDK2,exclude_all_five_prior_pairs,context_background,ipin_optimized,1,298,0.959731543624161,0.8120805369127517,-0.1476510067114093,0.07692307692307693,0.017543859649122806,-0.05937921727395412,0.07692307692307693,0.017543859649122806,-0.05937921727395412,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0
HIF1A,exclude_all_five_prior_pairs,context_background,ipin_optimized,1,297,0.9663299663299664,0.8518518518518519,-0.11447811447811451,0.09090909090909091,0.022222222222222223,-0.06868686868686869,0.09090909090909091,0.022222222222222223,-0.06868686868686869,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0
CTNNB1,exclude_all_five_prior_pairs,context_background,ipin_optimized,2,289,0.5865051903114187,0.7889273356401384,0.20242214532871972,0.012826797385620915,0.06417624521072797,0.05134944782510706,0.013888888888888888,0.1111111111111111,0.09722222222222221,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0
ERN1,exclude_all_five_prior_pairs,context_background,tuna_retrained,4,386,0.6547927461139896,0.7571243523316062,0.10233160621761661,0.26402286491598137,0.07924929971988796,-0.1847735651960934,1.0,0.14285714285714285,-0.8571428571428572,1.0,0.0,-1.0,1.0,1.0,0.0,1.0,2.0,1.0
TP53,exclude_all_five_prior_pairs,context_background,tuna_retrained,1,298,0.912751677852349,0.9966442953020134,0.08389261744966436,0.037037037037037035,0.5,0.46296296296296297,0.037037037037037035,0.5,0.46296296296296297,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
EGFR,exclude_all_five_prior_pairs,context_background,tuna_retrained,2,294,0.6972789115646258,0.9948979591836735,0.29761904761904767,0.0312111801242236,0.7,0.6687888198757763,0.05,1.0,0.95,0.0,2.0,2.0,0.0,2.0,2.0,1.0,2.0,1.0
KEAP1,exclude_all_five_prior_pairs,context_background,tuna_retrained,2,298,0.33557046979865773,0.7231543624161074,0.3875838926174497,0.0073685540950455,0.0203125,0.0129439459049545,0.005434782608695652,0.025,0.01956521739130435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRCA1,exclude_all_five_prior_pairs,context_background,tuna_retrained,1,295,0.9932203389830508,0.6305084745762712,-0.3627118644067796,0.3333333333333333,0.00909090909090909,-0.3242424242424242,0.3333333333333333,0.00909090909090909,-0.3242424242424242,1.0,0.0,-1.0,1.0,0.0,-1.0,1.0,0.0,-1.0
KRAS,exclude_all_five_prior_pairs,context_background,tuna_retrained,2,295,0.8779661016949153,0.8440677966101695,-0.03389830508474578,0.03888888888888889,0.03077268643306379,-0.0081162024558251,0.03333333333333333,0.023809523809523808,-0.009523809523809525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDK2,exclude_all_five_prior_pairs,context_background,tuna_retrained,1,298,0.8859060402684564,0.8120805369127517,-0.0738255033557047,0.02857142857142857,0.017543859649122806,-0.011027568922305764,0.02857142857142857,0.017543859649122806,-0.011027568922305764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HIF1A,exclude_all_five_prior_pairs,context_background,tuna_retrained,1,297,0.5016835016835017,0.8518518518518519,0.35016835016835013,0.006711409395973154,0.022222222222222223,0.015510812826249068,0.006711409395973154,0.022222222222222223,0.015510812826249068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CTNNB1,exclude_all_five_prior_pairs,context_background,tuna_retrained,2,289,0.6626297577854672,0.7889273356401384,0.12629757785467122,0.03190238165245516,0.06417624521072797,0.03227386355827281,0.05263157894736842,0.1111111111111111,0.05847953216374269,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
