target,positive_subset,candidate_set,reference_model,P,U,reference_P_vs_U_concordance,selected_31k_P_vs_U_concordance,delta_P_vs_U_concordance,reference_average_precision,selected_31k_average_precision,delta_average_precision,reference_reciprocal_rank,selected_31k_reciprocal_rank,delta_reciprocal_rank,reference_recovered_P_at_5,selected_31k_recovered_P_at_5,delta_recovered_P_at_5,reference_recovered_P_at_10,selected_31k_recovered_P_at_10,delta_recovered_P_at_10,reference_recovered_P_at_20,selected_31k_recovered_P_at_20,delta_recovered_P_at_20
HIF1A,all_P,background,ipin_optimized,3,150,0.6777777777777778,0.9488888888888889,0.2711111111111111,0.09820218096080165,0.3253968253968254,0.22719464443602377,0.2,0.5,0.3,1.0,1.0,0.0,1.0,2.0,1.0,1.0,2.0,1.0
CTNNB1,all_P,background,ipin_optimized,3,150,0.6244444444444445,0.8022222222222222,0.1777777777777777,0.034278928962889504,0.10512119555312556,0.07084226659023606,0.029411764705882353,0.2,0.17058823529411765,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
TNFRSF1A,all_P,background,ipin_optimized,3,150,0.7933333333333333,0.7644444444444445,-0.028888888888888853,0.21157059314954052,0.11392729134664618,-0.09764330180289434,0.5,0.14285714285714285,-0.35714285714285715,1.0,0.0,-1.0,1.0,1.0,0.0,1.0,2.0,1.0
BECN1,all_P,background,ipin_optimized,3,150,0.7866666666666666,0.8422222222222222,0.05555555555555558,0.28841607565011823,0.09675438596491226,-0.19166168968520597,0.5,0.125,-0.375,1.0,0.0,-1.0,2.0,1.0,-1.0,2.0,2.0,0.0
ERN1,all_P,background,tuna_retrained,4,200,0.74125,0.72875,-0.012499999999999956,0.2909296585767174,0.15030165912518853,-0.14062799945152885,1.0,0.3333333333333333,-0.6666666666666667,1.0,1.0,0.0,1.0,2.0,1.0,1.0,2.0,1.0
TP53,all_P,background,tuna_retrained,3,150,0.8933333333333333,0.9977777777777778,0.10444444444444445,0.1259259259259259,0.9166666666666666,0.7907407407407407,0.16666666666666666,1.0,0.8333333333333334,0.0,3.0,3.0,1.0,3.0,2.0,2.0,3.0,1.0
EGFR,all_P,background,tuna_retrained,3,150,0.68,0.9977777777777778,0.3177777777777777,0.05434721872991925,0.9166666666666666,0.8623194479367474,0.08333333333333333,1.0,0.9166666666666666,0.0,3.0,3.0,0.0,3.0,3.0,1.0,3.0,2.0
BCL2,all_P,background,tuna_retrained,3,150,0.8333333333333334,0.6622222222222223,-0.1711111111111111,0.08508403361344537,0.06064247921390778,-0.024441554399537588,0.07142857142857142,0.1111111111111111,0.03968253968253968,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,-1.0
KEAP1,all_P,background,tuna_retrained,3,150,0.5355555555555556,0.8177777777777778,0.28222222222222226,0.027298098726670154,0.08209809122588027,0.054799992499210116,0.02564102564102564,0.07692307692307693,0.05128205128205129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
BRCA1,all_P,background,tuna_retrained,3,150,0.9333333333333333,0.8222222222222222,-0.11111111111111116,0.21136173767752714,0.3722222222222222,0.16086048454469504,0.3333333333333333,1.0,0.6666666666666667,1.0,1.0,0.0,1.0,1.0,0.0,3.0,1.0,-2.0
KRAS,all_P,background,tuna_retrained,3,150,0.9288888888888889,0.8977777777777778,-0.03111111111111109,0.15277777777777776,0.11189931350114415,-0.04087846427663361,0.125,0.1,-0.024999999999999994,0.0,0.0,0.0,1.0,1.0,0.0,3.0,2.0,-1.0
CDK2,all_P,background,tuna_retrained,3,150,0.9311111111111111,0.8622222222222222,-0.06888888888888889,0.16249999999999998,0.08543123543123543,-0.07706876456876455,0.16666666666666666,0.05,-0.11666666666666665,0.0,0.0,0.0,1.0,0.0,-1.0,3.0,1.0,-2.0
HIF1A,all_P,background,tuna_retrained,3,150,0.7577777777777778,0.9488888888888889,0.19111111111111112,0.11321070234113711,0.3253968253968254,0.2121861230556883,0.25,0.5,0.25,1.0,1.0,0.0,1.0,2.0,1.0,1.0,2.0,1.0
CTNNB1,all_P,background,tuna_retrained,3,150,0.6311111111111111,0.8022222222222222,0.1711111111111111,0.06782106782106781,0.10512119555312556,0.03730012773205775,0.14285714285714285,0.2,0.05714285714285716,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
TNFRSF1A,all_P,background,tuna_retrained,3,150,0.5622222222222222,0.7644444444444445,0.2022222222222223,0.1291101760947483,0.11392729134664618,-0.01518288474810213,0.3333333333333333,0.14285714285714285,-0.19047619047619047,1.0,0.0,-1.0,1.0,1.0,0.0,1.0,2.0,1.0
BECN1,all_P,background,tuna_retrained,3,150,0.8244444444444444,0.8422222222222222,0.01777777777777778,0.6788617886178862,0.09675438596491226,-0.5821074026529739,1.0,0.125,-0.875,2.0,0.0,-2.0,2.0,1.0,-1.0,2.0,2.0,0.0
ERN1,all_P,background,tuna_original,4,200,0.845,0.72875,-0.11624999999999996,0.30049130763416476,0.15030165912518853,-0.15018964850897623,1.0,0.3333333333333333,-0.6666666666666667,1.0,1.0,0.0,1.0,2.0,1.0,1.0,2.0,1.0
TP53,all_P,background,tuna_original,3,150,0.8933333333333333,0.9977777777777778,0.10444444444444445,0.12831286360698124,0.9166666666666666,0.7883538030596854,0.14285714285714285,1.0,0.8571428571428572,0.0,3.0,3.0,1.0,3.0,2.0,2.0,3.0,1.0
EGFR,all_P,background,tuna_original,3,150,0.9977777777777778,0.9977777777777778,0.0,0.9166666666666666,0.9166666666666666,0.0,1.0,1.0,0.0,3.0,3.0,0.0,3.0,3.0,0.0,3.0,3.0,0.0
BCL2,all_P,background,tuna_original,3,150,0.7311111111111112,0.6622222222222223,-0.06888888888888889,0.05818872485539152,0.06064247921390778,0.0024537543585162608,0.07692307692307693,0.1111111111111111,0.03418803418803418,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
KEAP1,all_P,background,tuna_original,3,150,0.74,0.8177777777777778,0.07777777777777783,0.36043956043956044,0.08209809122588027,-0.2783414692136802,1.0,0.07692307692307693,-0.9230769230769231,1.0,0.0,-1.0,1.0,0.0,-1.0,1.0,2.0,1.0
BRCA1,all_P,background,tuna_original,3,150,0.9688888888888889,0.8222222222222222,-0.14666666666666672,0.3547008547008547,0.3722222222222222,0.01752136752136746,0.3333333333333333,1.0,0.6666666666666667,2.0,1.0,-1.0,2.0,1.0,-1.0,3.0,1.0,-2.0
KRAS,all_P,background,tuna_original,3,150,0.9288888888888889,0.8977777777777778,-0.03111111111111109,0.1582251082251082,0.11189931350114415,-0.04632579472396406,0.14285714285714285,0.1,-0.042857142857142844,0.0,0.0,0.0,1.0,1.0,0.0,3.0,2.0,-1.0
CDK2,all_P,background,tuna_original,3,150,0.66,0.8622222222222222,0.2022222222222222,0.03647869827305311,0.08543123543123543,0.04895253715818232,0.030303030303030304,0.05,0.0196969696969697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
HIF1A,all_P,background,tuna_original,3,150,0.8022222222222222,0.9488888888888889,0.14666666666666672,0.37170645446507516,0.3253968253968254,-0.04630962906824976,1.0,0.5,-0.5,1.0,1.0,0.0,1.0,2.0,1.0,1.0,2.0,1.0
CTNNB1,all_P,background,tuna_original,3,150,0.7022222222222222,0.8022222222222222,0.09999999999999998,0.04890147115756871,0.10512119555312556,0.05621972439555685,0.0625,0.2,0.1375,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
TNFRSF1A,all_P,background,tuna_original,3,150,0.64,0.7644444444444445,0.12444444444444447,0.0341687552213868,0.11392729134664618,0.07975853612525938,0.02631578947368421,0.14285714285714285,0.11654135338345864,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0
BECN1,all_P,background,tuna_original,3,150,0.7688888888888888,0.8422222222222222,0.07333333333333336,0.30970873786407765,0.09675438596491226,-0.2129543518991654,0.5,0.125,-0.375,2.0,0.0,-2.0,2.0,1.0,-1.0,2.0,2.0,0.0
ERN1,all_P,low_plausibility,ipin_baseline,4,200,0.47625,0.71375,0.2375,0.06643012402506074,0.3380316579553617,0.27160153393030095,0.2,1.0,0.8,1.0,1.0,0.0,1.0,2.0,1.0,1.0,2.0,1.0
TP53,all_P,low_plausibility,ipin_baseline,3,150,0.7733333333333333,0.9955555555555555,0.2222222222222222,0.05921052631578947,0.8055555555555556,0.7463450292397661,0.07142857142857142,1.0,0.9285714285714286,0.0,3.0,3.0,0.0,3.0,3.0,1.0,3.0,2.0
EGFR,all_P,low_plausibility,ipin_baseline,3,150,0.5933333333333334,0.9977777777777778,0.4044444444444444,0.03313248596267464,0.9166666666666666,0.883534180703992,0.02564102564102564,1.0,0.9743589743589743,0.0,3.0,3.0,0.0,3.0,3.0,0.0,3.0,3.0
BCL2,all_P,low_plausibility,ipin_baseline,3,150,0.9466666666666667,0.76,-0.18666666666666665,0.28609625668449196,0.14851684263448967,-0.1375794140500023,0.5,0.3333333333333333,-0.16666666666666669,1.0,1.0,0.0,1.0,1.0,0.0,3.0,1.0,-2.0
KEAP1,all_P,low_plausibility,ipin_baseline,3,150,0.7355555555555555,0.9044444444444445,0.16888888888888898,0.1382173382173382,0.14553571428571427,0.00731837606837607,0.3333333333333333,0.14285714285714285,-0.19047619047619047,1.0,0.0,-1.0,1.0,2.0,1.0,1.0,2.0,1.0
BRCA1,all_P,low_plausibility,ipin_baseline,3,150,0.9111111111111111,0.9488888888888889,0.0377777777777778,0.24189095928226362,0.28888888888888886,0.046997929606625244,0.5,0.5,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,3.0,2.0
KRAS,all_P,low_plausibility,ipin_baseline,3,150,0.9422222222222222,0.9955555555555555,0.053333333333333344,0.17965367965367965,0.8666666666666666,0.687012987012987,0.14285714285714285,1.0,0.8571428571428572,0.0,3.0,3.0,1.0,3.0,2.0,3.0,3.0,0.0
CDK2,all_P,low_plausibility,ipin_baseline,3,150,0.8866666666666667,0.9711111111111111,0.08444444444444443,0.392258064516129,0.30277777777777776,-0.08948028673835123,1.0,0.2,-0.8,1.0,1.0,0.0,1.0,3.0,2.0,1.0,3.0,2.0
HIF1A,all_P,low_plausibility,ipin_baseline,3,150,0.96,0.9977777777777778,0.0377777777777778,0.49107142857142855,0.9166666666666666,0.4255952380952381,1.0,1.0,0.0,1.0,3.0,2.0,2.0,3.0,1.0,3.0,3.0,0.0
CTNNB1,all_P,low_plausibility,ipin_baseline,3,150,0.9444444444444444,0.9488888888888889,0.004444444444444473,0.44345238095238093,0.4898989898989899,0.04644660894660896,1.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,3.0,2.0,-1.0
TNFRSF1A,all_P,low_plausibility,ipin_baseline,3,150,0.7,0.8466666666666667,0.14666666666666672,0.07579198695550896,0.34782608695652173,0.2720341000010128,0.125,0.5,0.375,0.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0
BECN1,all_P,low_plausibility,ipin_baseline,3,150,0.8444444444444444,0.9511111111111111,0.10666666666666669,0.5694444444444444,0.26190476190476186,-0.30753968253968256,1.0,0.3333333333333333,-0.6666666666666667,2.0,1.0,-1.0,2.0,2.0,0.0,2.0,3.0,1.0
ERN1,all_P,low_plausibility,ipin_optimized,4,200,0.48875,0.71375,0.22499999999999998,0.06606522307928989,0.3380316579553617,0.27196643487607186,0.2,1.0,0.8,1.0,1.0,0.0,1.0,2.0,1.0,1.0,2.0,1.0
TP53,all_P,low_plausibility,ipin_optimized,3,150,0.6555555555555556,0.9955555555555555,0.33999999999999997,0.03580105601299708,0.8055555555555556,0.7697544995425585,0.02857142857142857,1.0,0.9714285714285714,0.0,3.0,3.0,0.0,3.0,3.0,0.0,3.0,3.0
EGFR,all_P,low_plausibility,ipin_optimized,3,150,0.6888888888888889,0.9977777777777778,0.3088888888888889,0.03972376829519686,0.9166666666666666,0.8769428983714698,0.023809523809523808,1.0,0.9761904761904762,0.0,3.0,3.0,0.0,3.0,3.0,0.0,3.0,3.0
BCL2,all_P,low_plausibility,ipin_optimized,3,150,0.9911111111111112,0.76,-0.23111111111111116,0.5888888888888888,0.14851684263448967,-0.44037204625439913,0.5,0.3333333333333333,-0.16666666666666669,3.0,1.0,-2.0,3.0,1.0,-2.0,3.0,1.0,-2.0
KEAP1,all_P,low_plausibility,ipin_optimized,3,150,0.7377777777777778,0.9044444444444445,0.16666666666666674,0.3663082437275985,0.14553571428571427,-0.22077252944188425,1.0,0.14285714285714285,-0.8571428571428572,1.0,0.0,-1.0,1.0,2.0,1.0,1.0,2.0,1.0
BRCA1,all_P,low_plausibility,ipin_optimized,3,150,0.9888888888888889,0.9488888888888889,-0.040000000000000036,0.5555555555555555,0.28888888888888886,-0.2666666666666666,0.5,0.5,0.0,2.0,1.0,-1.0,3.0,1.0,-2.0,3.0,3.0,0.0
KRAS,all_P,low_plausibility,ipin_optimized,3,150,0.9977777777777778,0.9955555555555555,-0.0022222222222222365,0.9166666666666666,0.8666666666666666,-0.050000000000000044,1.0,1.0,0.0,3.0,3.0,0.0,3.0,3.0,0.0,3.0,3.0,0.0
CDK2,all_P,low_plausibility,ipin_optimized,3,150,0.98,0.9711111111111111,-0.008888888888888835,0.75,0.30277777777777776,-0.44722222222222224,1.0,0.2,-0.8,2.0,1.0,-1.0,2.0,3.0,1.0,3.0,3.0,0.0
HIF1A,all_P,low_plausibility,ipin_optimized,3,150,0.7622222222222222,0.9977777777777778,0.23555555555555552,0.3854166666666667,0.9166666666666666,0.53125,1.0,1.0,0.0,1.0,3.0,2.0,1.0,3.0,2.0,2.0,3.0,1.0
CTNNB1,all_P,low_plausibility,ipin_optimized,3,150,0.7844444444444445,0.9488888888888889,0.1644444444444444,0.06401249024199843,0.4898989898989899,0.42588649965699144,0.07142857142857142,1.0,0.9285714285714286,0.0,1.0,1.0,0.0,2.0,2.0,1.0,2.0,1.0
TNFRSF1A,all_P,low_plausibility,ipin_optimized,3,150,0.8911111111111111,0.8466666666666667,-0.0444444444444444,0.4296296296296296,0.34782608695652173,-0.08180354267310785,1.0,0.5,-0.5,1.0,2.0,1.0,2.0,2.0,0.0,2.0,2.0,0.0
BECN1,all_P,low_plausibility,ipin_optimized,3,150,0.8377777777777777,0.9511111111111111,0.1133333333333334,0.5688888888888889,0.26190476190476186,-0.306984126984127,1.0,0.3333333333333333,-0.6666666666666667,2.0,1.0,-1.0,2.0,2.0,0.0,2.0,3.0,1.0
ERN1,all_P,low_plausibility,tuna_retrained,4,200,0.85375,0.71375,-0.14,0.3497762741460221,0.3380316579553617,-0.011744616190660362,1.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,3.0,2.0,-1.0
TP53,all_P,low_plausibility,tuna_retrained,3,150,0.9555555555555556,0.9955555555555555,0.039999999999999925,0.26111111111111107,0.8055555555555556,0.5444444444444445,0.3333333333333333,1.0,0.6666666666666667,1.0,3.0,2.0,2.0,3.0,1.0,3.0,3.0,0.0
EGFR,all_P,low_plausibility,tuna_retrained,3,150,0.7933333333333333,0.9977777777777778,0.20444444444444443,0.09109730848861282,0.9166666666666666,0.8255693581780538,0.14285714285714285,1.0,0.8571428571428572,0.0,3.0,3.0,1.0,3.0,2.0,1.0,3.0,2.0
BCL2,all_P,low_plausibility,tuna_retrained,3,150,0.7977777777777778,0.76,-0.0377777777777778,0.08486312399355876,0.14851684263448967,0.0636537186409309,0.1,0.3333333333333333,0.2333333333333333,0.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,-1.0
KEAP1,all_P,low_plausibility,tuna_retrained,3,150,0.48,0.9044444444444445,0.4244444444444445,0.024608309655038626,0.14553571428571427,0.12092740463067564,0.023809523809523808,0.14285714285714285,0.11904761904761904,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0
BRCA1,all_P,low_plausibility,tuna_retrained,3,150,0.9911111111111112,0.9488888888888889,-0.04222222222222227,0.5888888888888888,0.28888888888888886,-0.29999999999999993,0.5,0.5,0.0,3.0,1.0,-2.0,3.0,1.0,-2.0,3.0,3.0,0.0
KRAS,all_P,low_plausibility,tuna_retrained,3,150,0.9977777777777778,0.9955555555555555,-0.0022222222222222365,0.9166666666666666,0.8666666666666666,-0.050000000000000044,1.0,1.0,0.0,3.0,3.0,0.0,3.0,3.0,0.0,3.0,3.0,0.0
CDK2,all_P,low_plausibility,tuna_retrained,3,150,0.98,0.9711111111111111,-0.008888888888888835,0.42063492063492064,0.30277777777777776,-0.11785714285714288,0.5,0.2,-0.3,1.0,1.0,0.0,3.0,3.0,0.0,3.0,3.0,0.0
HIF1A,all_P,low_plausibility,tuna_retrained,3,150,0.92,0.9977777777777778,0.07777777777777772,0.415,0.9166666666666666,0.5016666666666667,1.0,1.0,0.0,1.0,3.0,2.0,1.0,3.0,2.0,2.0,3.0,1.0
CTNNB1,all_P,low_plausibility,tuna_retrained,3,150,0.8244444444444444,0.9488888888888889,0.12444444444444447,0.20686868686868684,0.4898989898989899,0.2830303030303031,0.5,1.0,0.5,1.0,1.0,0.0,1.0,2.0,1.0,1.0,2.0,1.0
TNFRSF1A,all_P,low_plausibility,tuna_retrained,3,150,0.7133333333333334,0.8466666666666667,0.1333333333333333,0.3834745762711864,0.34782608695652173,-0.03564848931466469,1.0,0.5,-0.5,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,0.0
BECN1,all_P,low_plausibility,tuna_retrained,3,150,0.8666666666666667,0.9511111111111111,0.08444444444444443,0.6825396825396826,0.26190476190476186,-0.4206349206349207,1.0,0.3333333333333333,-0.6666666666666667,2.0,1.0,-1.0,2.0,2.0,0.0,2.0,3.0,1.0
ERN1,all_P,low_plausibility,tuna_original,4,200,0.985,0.71375,-0.27125,0.5798611111111112,0.3380316579553617,-0.24182945315574944,1.0,1.0,0.0,2.0,1.0,-1.0,4.0,2.0,-2.0,4.0,2.0,-2.0
TP53,all_P,low_plausibility,tuna_original,3,150,0.9866666666666667,0.9955555555555555,0.008888888888888835,0.7777777777777777,0.8055555555555556,0.0277777777777779,1.0,1.0,0.0,2.0,3.0,1.0,3.0,3.0,0.0,3.0,3.0,0.0
EGFR,all_P,low_plausibility,tuna_original,3,150,1.0,0.9977777777777778,-0.0022222222222222365,1.0,0.9166666666666666,-0.08333333333333337,1.0,1.0,0.0,3.0,3.0,0.0,3.0,3.0,0.0,3.0,3.0,0.0
BCL2,all_P,low_plausibility,tuna_original,3,150,0.5644444444444444,0.76,0.1955555555555556,0.07476896625832795,0.14851684263448967,0.07374787637616172,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
KEAP1,all_P,low_plausibility,tuna_original,3,150,0.8133333333333334,0.9044444444444445,0.09111111111111114,0.3711229946524064,0.14553571428571427,-0.22558728036669212,1.0,0.14285714285714285,-0.8571428571428572,1.0,0.0,-1.0,1.0,2.0,1.0,1.0,2.0,1.0
BRCA1,all_P,low_plausibility,tuna_original,3,150,1.0,0.9488888888888889,-0.05111111111111111,1.0,0.28888888888888886,-0.7111111111111111,1.0,0.5,-0.5,3.0,1.0,-2.0,3.0,1.0,-2.0,3.0,3.0,0.0
KRAS,all_P,low_plausibility,tuna_original,3,150,0.8422222222222222,0.9955555555555555,0.15333333333333332,0.09120370370370369,0.8666666666666666,0.7754629629629629,0.1111111111111111,1.0,0.8888888888888888,0.0,3.0,3.0,1.0,3.0,2.0,2.0,3.0,1.0
CDK2,all_P,low_plausibility,tuna_original,3,150,0.8844444444444445,0.9711111111111111,0.08666666666666667,0.11243386243386243,0.30277777777777776,0.19034391534391532,0.14285714285714285,0.2,0.05714285714285716,0.0,1.0,1.0,1.0,3.0,2.0,1.0,3.0,2.0
HIF1A,all_P,low_plausibility,tuna_original,3,150,0.9533333333333334,0.9977777777777778,0.0444444444444444,0.5142857142857142,0.9166666666666666,0.4023809523809524,1.0,1.0,0.0,2.0,3.0,1.0,2.0,3.0,1.0,2.0,3.0,1.0
CTNNB1,all_P,low_plausibility,tuna_original,3,150,0.7088888888888889,0.9488888888888889,0.24,0.05394938101373599,0.4898989898989899,0.4359496088852539,0.07692307692307693,1.0,0.9230769230769231,0.0,1.0,1.0,0.0,2.0,2.0,1.0,2.0,1.0
TNFRSF1A,all_P,low_plausibility,tuna_original,3,150,0.98,0.8466666666666667,-0.1333333333333333,0.4444444444444444,0.34782608695652173,-0.09661835748792269,0.5,0.5,0.0,2.0,2.0,0.0,3.0,2.0,-1.0,3.0,2.0,-1.0
BECN1,all_P,low_plausibility,tuna_original,3,150,0.8111111111111111,0.9511111111111111,0.14,0.678030303030303,0.26190476190476186,-0.4161255411255411,1.0,0.3333333333333333,-0.6666666666666667,2.0,1.0,-1.0,2.0,2.0,0.0,2.0,3.0,1.0
ERN1,all_P,context_background,ipin_baseline,4,400,0.475,0.7575,0.2825,0.02209216360971506,0.07690205558982546,0.0548098919801104,0.05555555555555555,0.14285714285714285,0.0873015873015873,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0
TP53,all_P,context_background,ipin_baseline,3,300,0.5155555555555555,0.98,0.46444444444444444,0.013401493330794195,0.3588235294117647,0.3454220360809705,0.013157894736842105,0.5,0.4868421052631579,0.0,2.0,2.0,0.0,2.0,2.0,0.0,3.0,3.0
EGFR,all_P,context_background,ipin_baseline,3,300,0.6366666666666667,0.9966666666666667,0.36,0.0190102120974077,0.8333333333333333,0.8143231212359255,0.014925373134328358,1.0,0.9850746268656716,0.0,2.0,2.0,0.0,3.0,3.0,0.0,3.0,3.0
BCL2,all_P,context_background,ipin_baseline,3,300,0.96,0.7233333333333334,-0.23666666666666658,0.2037037037037037,0.048104575163398694,-0.155599128540305,0.3333333333333333,0.1,-0.2333333333333333,1.0,0.0,-1.0,1.0,1.0,0.0,2.0,1.0,-1.0
KEAP1,all_P,context_background,ipin_baseline,3,300,0.5766666666666667,0.7611111111111111,0.1844444444444444,0.05631163433618138,0.029097536450477628,-0.027214097885703753,0.14285714285714285,0.025,-0.11785714285714285,0.0,0.0,0.0,1.0,0.0,-1.0,1.0,0.0,-1.0
BRCA1,all_P,context_background,ipin_baseline,3,300,0.6811111111111111,0.75,0.06888888888888889,0.032780390107976315,0.34774270068387714,0.31496231057590085,0.0625,1.0,0.9375,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
KRAS,all_P,context_background,ipin_baseline,3,300,0.6911111111111111,0.8688888888888889,0.1777777777777778,0.020247520247520245,0.04751018961545277,0.027262669367932528,0.013513513513513514,0.045454545454545456,0.03194103194103194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDK2,all_P,context_background,ipin_baseline,3,300,0.6788888888888889,0.8455555555555555,0.16666666666666663,0.028691423519009725,0.03981481481481482,0.011123391295805092,0.05,0.025,-0.025,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0
HIF1A,all_P,context_background,ipin_baseline,3,300,0.73,0.9411111111111111,0.21111111111111114,0.029692197566213316,0.1879432624113475,0.15825106484513418,0.045454545454545456,0.25,0.20454545454545453,0.0,1.0,1.0,0.0,2.0,2.0,0.0,2.0,2.0
CTNNB1,all_P,context_background,ipin_baseline,3,300,0.8855555555555555,0.7911111111111111,-0.09444444444444444,0.11492374727668844,0.05627298000179356,-0.058650767274894884,0.25,0.1111111111111111,-0.1388888888888889,1.0,0.0,-1.0,1.0,1.0,0.0,1.0,1.0,0.0
TNFRSF1A,all_P,context_background,ipin_baseline,3,300,0.61,0.7455555555555555,0.13555555555555554,0.02244668911335578,0.07327542156361777,0.050828732450261996,0.030303030303030304,0.1,0.0696969696969697,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0
BECN1,all_P,context_background,ipin_baseline,3,300,0.7544444444444445,0.8755555555555555,0.12111111111111106,0.12740338853988198,0.06611204887066956,-0.06129133966921242,0.25,0.09090909090909091,-0.1590909090909091,1.0,0.0,-1.0,1.0,0.0,-1.0,2.0,1.0,-1.0
ERN1,all_P,context_background,ipin_optimized,4,400,0.505,0.7575,0.25249999999999995,0.026332356452838383,0.07690205558982546,0.050569699136987084,0.07142857142857142,0.14285714285714285,0.07142857142857142,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0
TP53,all_P,context_background,ipin_optimized,3,300,0.4777777777777778,0.98,0.5022222222222221,0.01203983205747688,0.3588235294117647,0.3467836973542878,0.008849557522123894,0.5,0.4911504424778761,0.0,2.0,2.0,0.0,2.0,2.0,0.0,3.0,3.0
EGFR,all_P,context_background,ipin_optimized,3,300,0.6333333333333333,0.9966666666666667,0.3633333333333334,0.017205371575494108,0.8333333333333333,0.8161279617578392,0.010752688172043012,1.0,0.989247311827957,0.0,2.0,2.0,0.0,3.0,3.0,0.0,3.0,3.0
BCL2,all_P,context_background,ipin_optimized,3,300,0.9722222222222222,0.7233333333333334,-0.24888888888888883,0.18835978835978834,0.048104575163398694,-0.14025521319638964,0.14285714285714285,0.1,-0.042857142857142844,0.0,0.0,0.0,2.0,1.0,-1.0,3.0,1.0,-2.0
KEAP1,all_P,context_background,ipin_optimized,3,300,0.6366666666666667,0.7611111111111111,0.12444444444444436,0.06636975060948423,0.029097536450477628,-0.037272214159006604,0.16666666666666666,0.025,-0.14166666666666666,0.0,0.0,0.0,1.0,0.0,-1.0,1.0,0.0,-1.0
BRCA1,all_P,context_background,ipin_optimized,3,300,0.8566666666666667,0.75,-0.10666666666666669,0.051961203822564535,0.34774270068387714,0.2957814968613126,0.06666666666666667,1.0,0.9333333333333333,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
KRAS,all_P,context_background,ipin_optimized,3,300,0.9166666666666666,0.8688888888888889,-0.0477777777777777,0.07525252525252525,0.04751018961545277,-0.027742335637072478,0.06666666666666667,0.045454545454545456,-0.02121212121212121,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0
CDK2,all_P,context_background,ipin_optimized,3,300,0.8744444444444445,0.8455555555555555,-0.028888888888888964,0.39056776556776557,0.03981481481481482,-0.35075295075295077,1.0,0.025,-0.975,1.0,0.0,-1.0,1.0,0.0,-1.0,2.0,0.0,-2.0
HIF1A,all_P,context_background,ipin_optimized,3,300,0.6522222222222223,0.9411111111111111,0.28888888888888886,0.041292356185973204,0.1879432624113475,0.1466509062253743,0.08333333333333333,0.25,0.16666666666666669,0.0,1.0,1.0,0.0,2.0,2.0,1.0,2.0,1.0
CTNNB1,all_P,context_background,ipin_optimized,3,300,0.6,0.7911111111111111,0.19111111111111112,0.016001899335232668,0.05627298000179356,0.04027108066656089,0.01282051282051282,0.1111111111111111,0.09829059829059829,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0
TNFRSF1A,all_P,context_background,ipin_optimized,3,300,0.76,0.7455555555555555,-0.014444444444444482,0.18484848484848485,0.07327542156361777,-0.11157306328486707,0.5,0.1,-0.4,1.0,0.0,-1.0,1.0,1.0,0.0,1.0,2.0,1.0
BECN1,all_P,context_background,ipin_optimized,3,300,0.7922222222222223,0.8755555555555555,0.08333333333333326,0.24623524623524623,0.06611204887066956,-0.18012319736457666,0.5,0.09090909090909091,-0.40909090909090906,1.0,0.0,-1.0,2.0,0.0,-2.0,2.0,1.0,-1.0
ERN1,all_P,context_background,tuna_retrained,4,400,0.6575,0.7575,0.09999999999999998,0.2637616400158356,0.07690205558982546,-0.1868595844260101,1.0,0.14285714285714285,-0.8571428571428572,1.0,0.0,-1.0,1.0,1.0,0.0,1.0,2.0,1.0
TP53,all_P,context_background,tuna_retrained,3,300,0.8244444444444444,0.98,0.15555555555555556,0.036630036630036625,0.3588235294117647,0.3221934927817281,0.03571428571428571,0.5,0.4642857142857143,0.0,2.0,2.0,0.0,2.0,2.0,0.0,3.0,3.0
